,id,artist,title,label,year,month,week,totalweeksincharts,total2018weeksincharts,total2019weeksincharts,total2020weeksincharts
315,316,Rita Ora / Cardi B / Bebe Rexha / Charli XCX,Girls,Atlantic,2018,5,20,9,9,0,0
316,317,Eleni Foureira,Fuego,Universal,2018,5,20,1,1,0,0
317,318,El Profesor,Bella ciao (Hugel Remix),Kontor Records,2018,5,20,39,33,6,0
318,319,Kontra K,Motten,BMG,2018,5,20,1,1,0,0
319,320,Rasmussen,Higher Ground,Sony Music,2018,5,20,1,1,0,0
320,321,Cesár Sampson,Nobody But You,Symphonix Music,2018,5,20,1,1,0,0
321,322,Pietro Lombardi,Phänomenal,Universal Domestic Polydor,2018,5,21,14,14,0,0
322,323,"Gzuz feat. Bonez MC, Maxwell & Ufo361",Über Nacht,Universal Domestic Vertigo,2018,5,21,6,6,0,0
323,324,Clean Bandit feat. Demi Lovato,Solo,Atlantic,2018,5,21,37,31,6,0
324,325,Selena Gomez,Back To You,Interscope,2018,5,21,18,18,0,0
325,326,Kurdo,Bugatti Veyron,Universal Domestic Urban,2018,5,21,5,5,0,0
326,327,Childish Gambino,This Is America,RCA International,2018,5,21,2,2,0,0
327,328,BTS,Fake Love,BigHit Entertainment,2018,5,21,1,1,0,0
328,329,Backstreet Boys,Don't Go Breaking My Heart,RCA International,2018,5,21,1,1,0,0
329,330,Nimo,Akzeptier'n uns nicht,Universal Domestic Urban,2018,5,21,2,2,0,0
330,331,Ed Sheeran,Happier,Atlantic,2018,5,21,15,15,0,0
331,332,OneRepublic feat. Logic,Start Again,Umgri,2018,5,21,2,2,0,0
332,333,Alle Farben & Rhodes,H.O.L.Y.,B1 Recordings,2018,5,21,12,12,0,0
333,334,Almklausi & Specktakel,Mama Laudaaa,Xtreme Sound Recordings,2018,5,21,1,1,0,0
334,335,Capital Bra,One Night Stand,Team Kuku,2018,6,22,30,27,3,0
335,336,Summer Cem & Bausa,Casanova,Banger Musik,2018,6,22,37,30,7,0
336,337,Gzuz,Wolke 7,Universal Domestic Vertigo,2018,6,22,4,4,0,0
337,338,Kay One feat. Mike Singer,Netflix & Chill,Embassy of Music,2018,6,22,8,8,0,0
338,339,Gzuz feat. Trettmann,Nur mit den Echten,Universal Domestic Vertigo,2018,6,22,3,3,0,0
339,340,Dardan und Nimo,Piccos,Universal Domestic Urban,2018,6,22,4,4,0,0
340,341,Gzuz,Halftime,Universal Domestic Vertigo,2018,6,22,2,2,0,0
341,342,Gzuz,Niemals satt,Universal Domestic Vertigo,2018,6,22,2,2,0,0
342,343,Gzuz,Träume,Universal Domestic Vertigo,2018,6,22,1,1,0,0
343,344,Nicky Jam feat. Will Smith & Era Istrefi,Live It Up,Sony Music,2018,6,22,10,10,0,0
344,345,Gzuz,Bis dass der Tod uns scheidet,Universal Domestic Vertigo,2018,6,22,1,1,0,0
345,346,Gzuz,Neuer Tag neues Drama,Universal Domestic Vertigo,2018,6,22,1,1,0,0
346,347,Gzuz,Diskutieren?!,Universal Domestic Vertigo,2018,6,22,1,1,0,0
347,348,A$AP Rocky feat. Skepta,Praise The Lord (Da Shine),A$AP Worldwide,2018,6,22,11,11,0,0
348,349,LEA,Zu dir,Four Music,2018,6,22,21,21,0,0
349,350,Shawn Mendes,Nervous,Island,2018,6,22,1,1,0,0
350,351,Jonas Blue feat. Jack & Jack,Rise,Positiva,2018,6,22,35,30,5,0
351,352,Loud Luxury feat. Brando,Body,Kontor Records,2018,6,22,57,31,26,0
352,353,Kygo feat. Miguel,Remind Me To Forget,B1 Recordings,2018,6,23,11,11,0,0
353,354,Rin,Avirex,Division,2018,6,23,7,7,0,0
354,355,Maroon 5 feat. Cardi B,Girls Like You,Interscope,2018,6,23,37,30,7,0
355,356,Helene Fischer,Flieger,Universal Domestic Polydor,2018,6,23,1,1,0,0
356,357,Lil Dicky feat. Chris Brown,Freaky Friday,BMG,2018,6,23,3,3,0,0
357,358,RIN,Need For Speed,Division,2018,6,23,3,3,0,0
358,359,5 Seconds Of Summer,Youngblood,Capitol,2018,6,23,15,15,0,0
359,360,Kanye West,All Mine,Getting Out Our Dreams Inc.,2018,6,23,2,2,0,0
360,361,Kanye West,Yikes,Getting Out Our Dreams Inc.,2018,6,23,1,1,0,0
361,362,"DJ Antoine, Sido & Moe Phoenix",Yallah Habibi,Kontor Records,2018,6,23,7,7,0,0
362,363,Ardian Bujupi feat. Xhensila,Cika cika,Ardian Bujupi,2018,6,23,5,5,0,0
363,364,Juice WRLD,Lucid Dreams (Forget Me),Juice WRLD Mixtape,2018,6,23,25,21,2,2
364,365,Matt Simons,We Can Do Better,Pias,2018,6,23,13,13,0,0
365,366,Ben Zucker,Der Sonne entgegen,Airforce1,2018,6,23,1,1,0,0
366,367,Capital Bra,Berlin lebt,Team Kuku,2018,6,24,16,16,0,0
367,368,Dynoro & Gigi D'Agostino,In My Mind,B1 Recordings,2018,6,24,71,29,40,2
368,369,Juri feat. Sun Diego & Scenzah,Bella ciao,Chapter One,2018,6,24,1,1,0,0
369,370,"Alle Farben, Kelvin Jones & Younotus",Only Thing We Know,B1 Recordings,2018,6,24,21,21,0,0
370,371,Jess Glynne,I'll Be There,Atlantic,2018,6,24,1,1,0,0
371,372,Kanye West,All Mine,Def Jam,2018,6,24,1,1,0,0
372,373,Bushido feat. Samra,Hades,Bushido,2018,6,25,7,7,0,0
373,374,Loredana,Sonnenbrille,Loredana,2018,6,25,14,14,0,0
374,375,Noizy feat. RAF Camora,Toto,Warner Music Germany,2018,6,25,14,14,0,0
375,376,Kygo & Imagine Dragons,Born To Be Yours,Kygo & Imagine Dragons,2018,6,25,21,21,0,0
376,377,Summer Cem,Crew,Banger Musik,2018,6,25,6,6,0,0
377,378,Eno,Penthouse,Alles Oder Nix Records,2018,6,25,15,15,0,0
378,379,Martin Garrix feat. Khalid,Ocean,Epic,2018,6,25,17,17,0,0
379,380,AK Ausserkontrolle,Investment,Universal Domestic Vertigo,2018,6,25,1,1,0,0
380,381,Nicki Minaj feat. Ariana Grande,Bed,Young Money,2018,6,25,5,5,0,0
381,382,Tiësto & Dzeko feat. Preme & Post Malone,Jackie Chan,Virgin Records,2018,6,25,18,18,0,0
382,383,Dardan,Fuego,Universal Domestic Urban,2018,6,25,1,1,0,0
383,384,David Guetta & Showtek,Your Love,Parlophone Label Group,2018,6,25,1,1,0,0
384,385,Billie Eilish & Khalid,Lovely,Darkroom,2018,6,25,2,2,0,0
385,386,XXXTentacion,The Remedy For A Broken Heart (Why Am I So In Love),Bad Vibes Forever,2018,6,25,2,2,0,0
386,387,Felix Jaehn feat. R. City & Bori,Jennie,Virgin Records,2018,6,25,26,24,2,0
387,388,Gringo feat. Bausa,Pussy Kush,SLS Music,2018,6,25,1,1,0,0
388,389,Capital Bra feat. King Khalil,Kennzeichen B-TK,Team Kuku,2018,6,26,14,14,0,0
389,390,Capital Bra feat. Capital T,Wann dann,Team Kuku,2018,6,26,12,12,0,0
390,391,Capital Bra,Giselle Bündchen,Team Kuku,2018,6,26,2,2,0,0
391,392,Xatar feat. Azet,Balla,Alles Oder Nix Records,2018,6,26,3,3,0,0
392,393,Capital Bra feat. AK Ausserkontrolle,Darby,Team Kuku,2018,6,26,2,2,0,0
393,394,Capital Bra feat. KC Rebell,Gutes Herz,Team Kuku,2018,6,26,1,1,0,0
394,395,Capital Bra feat. Farid Bang,"Panzer, Tiger",Team Kuku,2018,6,26,1,1,0,0
395,396,RIN,One Night,Division,2018,6,26,2,2,0,0
396,397,Kygo & Imagine Dragons,Born To Be Yours,B1 Recordings,2018,6,26,20,20,0,0
397,398,Mike Singer,Bella ciao,Warner Music Germany,2018,6,26,1,1,0,0
398,399,Capital Bra,Ballert,Team Kuku,2018,6,26,1,1,0,0
399,400,Sun Diego,Hookah Kartell,Chapter One,2018,6,26,1,1,0,0
400,401,Capital Bra,Baba Flow,Team Kuku,2018,6,26,1,1,0,0
401,402,Martin Garrix feat. Khalid,Ocean,B1 Recordings,2018,6,26,16,16,0,0
402,403,Capital Bra,Glaub mir,Team Kuku,2018,6,26,1,1,0,0
403,404,Capital Bra feat. King Khalil,Meine Welt,Team Kuku,2018,6,26,1,1,0,0
404,405,Capital Bra,Packen,Team Kuku,2018,6,26,1,1,0,0
405,406,Robin Schulz & Piso 21,Oh Child,Warner Music Germany,2018,6,26,19,19,0,0
406,407,Die Fantastischen Vier feat. Clueso,Zusammen,Columbia Domestic,2018,7,27,13,13,0,0
407,408,Veysel,Habibo,Universal Domestic Urban,2018,7,27,14,14,0,0
408,409,"KMN Gang feat. Azet, Miami Yacine, Nash & Zuna",KMN Member,KMN Gang,2018,7,27,7,7,0,0
409,410,Drake feat. Michael Jackson,Don't Matter To Me,Republic Records,2018,7,27,5,5,0,0
410,411,Kollegah & Farid Bang,Mitternacht 2,Banger Musik,2018,7,27,4,4,0,0
411,412,Drake,Nonstop,Republic Records,2018,7,27,4,4,0,0
412,413,Drake,Elevate,Republic Records,2018,7,27,1,1,0,0
413,414,Drake,Emotionless,Republic Records,2018,7,27,1,1,0,0
414,415,Drake,In My Feelings,Republic Records,2018,7,27,18,18,0,0
415,416,Ufo361,Vorbeikommen,Stay High,2018,7,27,1,1,0,0
416,417,Drake,Survival,Republic Records,2018,7,27,1,1,0,0
417,418,Drake,8 Out Of 10,Republic Records,2018,7,27,1,1,0,0
418,419,Drake,I'm Upset,Young Money,2018,7,27,1,1,0,0
419,420,AK Ausserkontrolle,Alles schon gesehen,Universal Domestic Vertigo,2018,7,27,1,1,0,0
420,421,Drake,Mob Ties,Republic Records,2018,7,27,1,1,0,0
421,422,Drake feat. Jay-Z,Talk Up,Republic Records,2018,7,27,1,1,0,0
422,423,Alligatoah,Alli-Alligatoah,Trailerpark,2018,7,27,1,1,0,0
423,424,Marteria & Casper,Champion Sound,Zwei Bernds tanken super,2018,7,27,2,2,0,0
424,425,Nico Santos,Safe,Virgin Records,2018,7,27,18,18,0,0
425,426,Bushido feat. Samra & Capital Bra,Für euch alle,Bushido,2018,7,28,15,15,0,0
426,427,Summer Cem feat. Veysel,Santorini,Banger Musik,2018,7,28,8,8,0,0
427,428,Vanessa Mai feat. Olexesh,Wir 2 immer 1,Ariola,2018,7,28,6,6,0,0
428,429,The Beatles,Yellow Submarine,Universal,2018,7,28,1,1,0,0
429,430,Dardan,Ice,Hypnotize Entertainment,2018,7,28,1,1,0,0
430,431,Sunrise Avenue,Dreamer,Universal Domestic Polydor,2018,7,28,1,1,0,0
431,432,Luciano [DE],Ballin,Universal Domestic Urban,2018,7,29,19,19,0,0
432,433,Ufo361 feat. RAF Camora,Paradies,Stay High,2018,7,29,7,7,0,0
433,434,Ariana Grande,God Is A Woman,Universal,2018,7,29,11,11,0,0
434,435,"Gringo feat. Maxwell, Moe Phoenix & Laruzo",Wake Up,SLS Music,2018,7,29,3,3,0,0
435,436,"Benny Blanco, Halsey & Khalid",Eastside,Universal,2018,7,29,35,24,11,0
436,437,Armin van Buuren,Blah Blah Blah,Kontor Records,2018,7,29,35,24,11,0
437,438,Eno,Mercedes,Alles Oder Nix Records,2018,7,30,29,21,8,0
438,439,Jonas Blue feat. Jack & Jack,Rise,Virgin Records,2018,7,30,27,22,5,0
439,440,Ufo361 feat. Quavo,VVS,Stay High,2018,7,30,6,6,0,0
440,441,Bushido,Mythos,Bushido,2018,7,30,3,3,0,0
441,442,Kontra K,Hoch,BMG,2018,7,30,3,3,0,0
442,443,Imagine Dragons,Natural,Interscope,2018,7,30,28,19,9,0
443,444,Summer Cem,Alles vorbei,Banger Musik,2018,7,30,3,3,0,0
444,445,6ix9ine feat. Nicki Minaj & Murda Beatz,Fefe,ScumGang Records,2018,7,30,13,13,0,0
445,446,George Ezra,Shotgun,Columbia,2018,7,30,25,22,3,0
446,447,AK Ausserkontrolle,XY,Universal Domestic Vertigo,2018,7,30,1,1,0,0
447,448,Nash,Unter Kontrolle,KMN Gang,2018,7,30,1,1,0,0
448,449,Zedd & Elley Duhé,Happy Now,Umgri,2018,7,30,10,10,0,0
449,450,"DJ Khaled feat. Justin Bieber, Chance The Rapper & Quavo",No Brainer,Epic,2018,8,31,11,11,0,0
450,451,Summer Cem feat. RAF Camora,Molotov,Banger Musik,2018,8,31,4,4,0,0
451,452,Leon Machère,Copacabana,PMR Music,2018,8,31,41,21,20,0
452,453,David Guetta feat. Anne-Marie,Don't Leave Me Alone,Parlophone Label Group,2018,8,31,18,18,0,0
453,454,Summer Cem feat. Farid Bang,Weg weg weg,Banger Musik,2018,8,31,1,1,0,0
454,455,Alan Walker feat. Au/Ra & Tomine Harket,Darkside,Mer Recordings,2018,8,31,1,1,0,0
455,456,Capital Bra feat. Juju,Melodien,Bushido,2018,8,32,33,21,12,0
456,457,Bonez MC & RAF Camora,500 PS,187 Strassenbande,2018,8,32,77,21,50,6
457,458,Gringo feat. 6ix9ine,Gigi (Zkittlez),SLS Music,2018,8,32,8,8,0,0
458,459,Travis Scott,Stargazing,Epic,2018,8,32,3,3,0,0
459,460,Azzi Memo x Capo,Flouz,Generation Azzlack,2018,8,32,2,2,0,0
460,461,Travis Scott,Sicko Mode,Epic,2018,8,32,27,16,8,3
461,462,Martin Garrix feat. Bonn,High On Life,Epic,2018,8,32,2,2,0,0
462,463,Panic! At The Disco,High Hopes,DCD2,2018,8,32,47,21,26,0
463,464,Travis Scott,Carousel,Epic,2018,8,32,1,1,0,0
464,465,Azet,Nike Pullover,KMN Gang,2018,8,32,8,8,0,0
465,466,Travis Scott,Yosemite,Epic,2018,8,32,1,1,0,0
466,467,Travis Scott,Stop Trying To Be God,Epic,2018,8,32,1,1,0,0
467,468,Katja Krasavice,Sex Tape,PMR Music,2018,8,33,7,7,0,0
468,469,Ufo361,40K,Stay High,2018,8,33,6,6,0,0
469,470,Kollegah & Farid Bang feat. Musiye,In die Unendlichkeit,Banger Musik,2018,8,33,2,2,0,0
470,471,Marteria & Casper,Supernova,Zwei Bernds tanken super,2018,8,33,4,4,0,0
471,472,"Jugglerz feat. Miami Yacine, Bausa, Nura & Joshi Mizu",Fokus,Jugglerz Records,2018,8,33,1,1,0,0
472,473,Fard feat. Ardian Bujupi,Du bist anders,Ruhrpott Elite,2018,8,33,2,2,0,0
473,474,Kollegah & Farid Bang,G-Modelle,Banger Musik,2018,8,33,1,1,0,0
474,475,Kollegah & Farid Bang,Nuklearer Winter,Banger Musik,2018,8,33,1,1,0,0
475,476,RIN,Dior 2001,Division,2018,8,34,29,19,10,0
476,477,Miami Yacine,Testarossa,KMN Gang,2018,8,34,6,6,0,0
477,478,Dardan,Facetime,Hypnotize Entertainment,2018,8,34,33,19,14,0
478,479,Ariana Grande,Breathin,Universal,2018,8,34,5,5,0,0
479,480,Calvin Harris & Sam Smith,Promises,Columbia,2018,8,34,32,19,13,0
480,481,Veysel,Fuego,Bela Boyz,2018,8,34,2,2,0,0
481,482,Panic! At The Disco,High Hopes,Atlantic,2018,8,34,45,19,26,0
482,483,LEA x Cyril,Immer wenn wir uns sehn,Four Music,2018,8,34,32,19,13,0
483,484,Marshmello & Bastille,Happier,Astralwerk,2018,8,34,38,19,19,0
484,485,Ufo361 feat. Rich The Kid,Sprite,Stay High,2018,8,34,1,1,0,0
485,486,Ufo361,Verändert,Stay High,2018,8,34,1,1,0,0
486,487,Dean Lewis,Be Alright,Universal,2018,8,34,36,19,17,0
487,488,Ufo361,Palmen,Stay High,2018,8,34,1,1,0,0
488,489,Bazzi,Beautiful,,2018,8,34,6,6,0,0
489,490,Bebe Rexha,I'm A Mess,Warner Music International,2018,8,34,6,6,0,0
490,491,Bonez MC & RAF Camora,Risiko,187 Strassenbande,2018,8,35,14,14,0,0
491,492,Bausa,Vagabund,Warner Music Germany,2018,8,35,16,16,0,0
492,493,BTS feat. Nicki Minaj,Idol,BigHit Entertainment,2018,8,35,1,1,0,0
493,494,Marteria & Casper,Chardonnay & Purple Haze,Zwei Bernds tanken super,2018,8,35,3,3,0,0
494,495,Jan Delay,Grün weiße Liebe,Universal Domestic Vertigo,2018,8,35,1,1,0,0
495,496,Jason Derulo x David Guetta feat. Nicki Minaj and Willy William,Goodbye,Beluga Heights,2018,8,35,15,14,1,0
496,497,Nick Jonas vs. Robin Schulz,Right Now,Island,2018,8,35,1,1,0,0
497,498,Azzi Memo,Bei Nacht,Generation Azzlack,2018,8,35,1,1,0,0
498,499,Bazzi,Beautiful,Atlantic,2018,8,35,5,5,0,0
499,500,Josh.,Cordula Grün,echopilot music,2018,8,35,26,14,12,0
500,501,Ben Zucker,Was für eine geile Zeit,Airforce1,2018,8,35,1,1,0,0
501,502,Eminem feat. Joyner Lucas,Lucky You,Interscope,2018,9,36,6,6,0,0
502,503,Eminem,The Ringer,Interscope,2018,9,36,3,3,0,0
503,504,AK Ausserkontrolle feat. Veysel,Unterwegs,Universal Domestic Vertigo,2018,9,36,5,5,0,0
504,505,Eminem,Fall,Interscope,2018,9,36,3,3,0,0
505,506,Eminem,Greatest,Interscope,2018,9,36,2,2,0,0
506,507,Massiv feat. Capital Bra,Hubba Bubba,Al Massiva,2018,9,36,2,2,0,0
507,508,Kay One,Es tut mir leid,Embassy Of Music,2018,9,36,1,1,0,0
508,509,Eminem,Kamikaze,Interscope,2018,9,36,2,2,0,0
509,510,Eminem feat. Royce Da 5'9'',Not Alike,Interscope,2018,9,36,2,2,0,0
510,511,Marteria & Casper,Adrenalin,Zwei Bernds tanken super,2018,9,36,1,1,0,0
511,512,Marteria & Casper,1982 (Als ob's gestern war),Zwei Bernds tanken super,2018,9,36,1,1,0,0
512,513,Eminem,Stepping Stone,Interscope,2018,9,36,1,1,0,0
513,514,Eminem,Normal,Interscope,2018,9,36,1,1,0,0
514,515,Marteria & Casper,Willkommen in der Vorstadt,Zwei Bernds tanken super,2018,9,36,1,1,0,0
515,516,6ix9ine feat. Anuel AA,Bebe,Caroline Distribution,2018,9,36,2,2,0,0
516,517,LSD (Labrinth / Sia / Diplo),Thunderclouds,Columbia,2018,9,36,13,13,0,0
517,518,Eminem,Venom,Interscope,2018,9,36,4,4,0,0
518,519,Kris Kross Amsterdam x The Boy Next Door feat. Conor Maynard,Whenever,Spinnin' Records,2018,9,36,14,13,1,0
519,520,Jigzaw & Kollegah,Medusablick,Alpha Music Empire,2018,9,36,1,1,0,0
520,521,Eminem feat. Jessie Reyez,Good Guy,Interscope,2018,9,36,1,1,0,0
521,522,Azzi Memo feat. Nimo,BlaBla,Generation Azzlack,2018,9,37,6,6,0,0
522,523,Kanye West & Lil Pump,I Love It,Getting Out Our Dreams Inc.,2018,9,37,12,12,0,0
523,524,"Cro, Trettmann & KitschKrieg",10419,Truworks Records,2018,9,37,3,3,0,0
524,525,Mert,Ekşi,Husla Music,2018,9,37,2,2,0,0
525,526,Lenny Kravitz,Low,BMG,2018,9,37,1,1,0,0
526,527,Silk City & Dua Lipa feat. Diplo & Mark Ronson,Electricity,Columbia,2018,9,37,7,7,0,0
527,528,Marteria & Casper,Supernova,Zwei Bernds tanken Super,2018,9,37,1,1,0,0
528,529,Marteria & Casper,Chardonnay & Purple Haze,Zwei Bernds tanken Super,2018,9,37,1,1,0,0
529,530,Bonez MC & RAF Camora feat. Gzuz,Kokain,Universal Domestic Vertigo,2018,9,38,27,15,12,0
530,531,Loredana x Mozzik,Bonnie & Clyde,Loredana,2018,9,38,20,14,6,0
531,532,Bonez MC & RAF Camora,500 PS,Universal Domestic Vertigo,2018,9,38,71,15,50,6
532,533,Bushido,Mephisto,Bushido,2018,9,38,3,3,0,0
533,534,Kanye West & Lil Pump,I Love It,Def Jam,2018,9,38,11,11,0,0
534,535,Bonez MC & RAF Camora,Risiko,Universal Domestic Vertigo,2018,9,38,11,11,0,0
535,536,Eno feat. Raschid Moussa,Cane cane,Alles Oder Nix Records,2018,9,38,2,2,0,0
536,537,Khalid,Better,Right Hand Music Group,2018,9,38,13,12,1,0
537,538,"David Guetta, Bebe Rexha & J Balvin",Say My Name,Parlophone Label Group,2018,9,38,22,4,18,0
538,539,PA Sports,30 km/h,Universal Domestic Vertigo,2018,9,38,1,1,0,0
539,540,Martin Garrix & Justin Mylo feat. Dewain Whitmore,Burn Out,Epic,2018,9,38,1,1,0,0
540,541,Alligatoah,Ein Problem mit Alkohol,Trailerpark,2018,9,38,1,1,0,0
541,542,Alligatoah feat. Felix Brummer,Beinebrechen,Trailerpark,2018,9,38,1,1,0,0
542,543,Veysel feat. Gzuz,UFF,Bela Boyz,2018,9,39,20,14,6,0
543,544,Farid Bang x Capo x 6ix9ine feat. Sch,International Gangstas,Banger Musik,2018,9,39,5,5,0,0
544,545,Lil Peep & XXXTentacion,Falling Down,Columbia,2018,9,39,14,12,2,0
545,546,Kollegah,Wie ein Alpha,Alpha Music Empire,2018,9,39,2,2,0,0
546,547,Kurdo,Wellou,Universal Domestic Urban,2018,9,39,4,4,0,0
547,548,Rita Ora,Let You Love Me,Atlantic,2018,9,39,25,14,11,0
548,549,Mert,Ruf mich nicht an,Husla Music,2018,9,39,2,2,0,0
549,550,AnnenMayKantereit,Marie,Universal Domestic Vertigo,2018,9,39,3,3,0,0
550,551,Avril Lavigne,Head Above Water,BMG,2018,9,39,1,1,0,0
551,552,French Montana feat. Drake,No Stylist,Epic,2018,9,39,7,7,0,0
552,553,Eminem,Killshot,"Aftermath/12 Tone Music, LLC",2018,9,39,1,1,0,0
553,554,Rea Garvey,Kiss Me,Universal Domestic Island,2018,9,39,3,3,0,0
554,555,Bushido feat. Capital Bra,Inshallah,Bushido,2018,10,40,7,7,0,0
555,556,Luciano [DE],MoneyGram,Universal Domestic Urban,2018,10,40,12,12,0,0
556,557,Severija,"Zu Asche, zu Staub (Psycho Nikoros)",BMG,2018,10,40,4,4,0,0
557,558,"DJ Snake feat. Selena Gomez, Ozuna & Cardi B",Taki Taki,Geffen Records,2018,10,40,30,13,17,0
558,559,Nura feat. Trettmann,Chaya,Jinx Music,2018,10,40,7,6,1,0
559,560,Herbert Grönemeyer,Sekundenglück,Universal Domestic Vertigo,2018,10,40,7,7,0,0
560,561,Lady Gaga & Bradley Cooper,Shallow,Interscope,2018,10,40,57,13,43,1
561,562,Bushido,Stiche,Bushido,2018,10,40,1,1,0,0
562,563,Cro,Oneway,Universal Domestic Urban,2018,10,40,1,1,0,0
563,564,AK Ausserkontrolle,Bang Bang,Universal Domestic Vertigo,2018,10,40,2,2,0,0
564,565,Fynn Kliemann,Zuhause,twoFinger Records,2018,10,40,3,3,0,0
565,566,Bushido,Zeit,Bushido,2018,10,40,1,1,0,0
566,567,Bushido,Das Leben,Bushido,2018,10,40,1,1,0,0
567,568,Bushido,Hyänen,Bushido,2018,10,40,1,1,0,0
568,569,Bushido,Est. 1998,Bushido,2018,10,40,1,1,0,0
569,570,Bushido,Geigenkoffer,Bushido,2018,10,40,1,1,0,0
570,571,Majoe,Ewigkeit,Banger Musik,2018,10,40,1,1,0,0
571,572,Bushido,Graues Haar,Bushido,2018,10,40,1,1,0,0
572,573,Alan Walker & Sophia Somajo,Diamond Heart,Mer Recordings,2018,10,40,1,1,0,0
573,574,Jay Samuelz,No Lie,Peak Nice,2018,10,40,1,1,0,0
574,575,Fynn Kliemann,Morgen,Recordjet,2018,10,40,1,1,0,0
575,576,Bushido feat. Akon,Unsterblichkeit,Bushido,2018,10,40,1,1,0,0
576,577,Bushido,Kein Ende,Bushido,2018,10,40,1,1,0,0
577,578,Bonez MC & RAF Camora,Nummer unterdrückt,Universal Domestic Vertigo,2018,10,41,13,11,2,0
578,579,Bonez MC & RAF Camora,Ja Mann!,Universal Domestic Vertigo,2018,10,41,5,5,0,0
579,580,Bonez MC & RAF Camora feat. Hanybal,Kompanie,Universal Domestic Vertigo,2018,10,41,5,5,0,0
580,581,Bonez MC & RAF Camora,Prominent,Universal Domestic Vertigo,2018,10,41,5,5,0,0
581,582,Bonez MC & RAF Camora,Von ihnen gelernt,Universal Domestic Vertigo,2018,10,41,3,3,0,0
582,583,Bonez MC & RAF Camora,Alien,Universal Domestic Vertigo,2018,10,41,4,4,0,0
583,584,Bonez MC & RAF Camora,Nein,Universal Domestic Vertigo,2018,10,41,3,3,0,0
584,585,Bonez MC & RAF Camora,MDMA,Universal Domestic Vertigo,2018,10,41,3,3,0,0
585,586,Bonez MC & RAF Camora feat. Trettmann,100,Universal Domestic Vertigo,2018,10,41,4,4,0,0
586,587,Bonez MC & RAF Camora feat. Kontra K,Krimineller,Universal Domestic Vertigo,2018,10,41,3,3,0,0
587,588,Bonez MC & RAF Camora,Prophezeit,Universal Domestic Vertigo,2018,10,41,3,3,0,0
588,589,Samra,Roadrunner,Bushido,2018,10,41,4,4,0,0
589,590,Kollegah,Dear Lord,Alpha Music Empire,2018,10,41,1,1,0,0
590,591,Bonez MC & RAF Camora,Intro [Palmen aus Plastik 2],Universal Domestic Vertigo,2018,10,41,1,1,0,0
591,592,Eno feat. Xatar,Malle,Alles Oder Nix Records,2018,10,41,2,2,0,0
592,593,Halsey,Without Me,Capitol,2018,10,41,32,12,20,0
593,594,6ix9ine feat. Bobby Shmurda,Stoopid,"TenThousand Projects, LLC",2018,10,41,2,2,0,0
594,595,Mark Forster,Einmal,Four Music,2018,10,41,18,12,6,0
595,596,Olexesh,Von vorn,385ideal,2018,10,41,1,1,0,0
596,597,Aya Nakamura feat. Loredana,Djadja (Remix),Rec. 118,2018,10,41,15,11,4,0
597,598,"Bonez MC, LX, Maxwell & Sa4",Letzte Nacht,Universal Domestic Vertigo,2018,10,41,1,1,0,0
598,599,Capital Bra feat. Samra & AK Ausserkontrolle,Fightclub,Bushido,2018,10,42,6,6,0,0
599,600,Nimo & Capo,Lean,Universal Domestic Urban,2018,10,42,5,5,0,0
600,601,Bad Bunny feat. Drake,Mia,OVO Sound,2018,10,42,16,10,6,0
601,602,Kodak Black feat. Travis Scott & Offset,Zeze,Atlantic,2018,10,42,16,10,6,0
602,603,Little Mix feat. Nicki Minaj,Woman Like Me,Syco Music,2018,10,42,7,7,0,0
603,604,"Gringo, Sa4 & Brudi030",44 Blocks,SLS Music,2018,10,42,1,1,0,0
604,605,Remoe x Nura,Nackt,Columbia Domestic,2018,10,42,1,1,0,0
605,606,Kollegah,Empire State Of Grind (Hoodtape 3),Alpha Music Empire,2018,10,42,1,1,0,0
606,607,Miami Yacine,Designer,KMN Gang,2018,10,42,1,1,0,0
607,608,Capital Bra feat. Luciano & Eno,Roli Glitzer Glitzer,Team Kuku,2018,10,43,12,9,3,0
608,609,"KitschKrieg feat. Trettmann, Gringo, Ufo361 & Gzuz",Standard,BMG,2018,10,43,29,10,19,0
609,610,Post Malone & Swae Lee,Sunflower,Universal,2018,10,43,29,9,20,0
610,611,Kollegah,Push It To The Limit (Hoodtape 3),Alpha Music Empire,2018,10,43,2,2,0,0
611,612,Dua Lipa & Blackpink,Kiss And Make Up,Universal Domestic Urban,2018,10,43,11,7,4,0
612,613,Moe Phoenix,Aicha,Universal Domestic Vertigo,2018,10,43,7,7,0,0
613,614,Thomas Anders feat. Florian Silbereisen,Sie sagte doch sie liebt mich,Warner Music Germany,2018,10,43,1,1,0,0
614,615,Ava Max,Sweet But Psycho,Atlantic,2018,10,43,50,10,38,2
615,616,Mert feat. Dopebwoy,Kanaken mit Para,Husla Music,2018,10,43,1,1,0,0
616,617,Khalid feat. Empress Of,Suncity,Right Hand Music Group,2018,10,43,1,1,0,0
617,618,Zara Larsson,Ruin My Life,Epic,2018,10,43,13,5,8,0
618,619,Lady Gaga,Always Remember Us This Way,Universal,2018,10,43,4,2,2,0
619,620,Michelle mit Matthias Reim,Nicht verdient,Universal Domestic Polydor,2018,10,43,1,1,0,0
620,621,Mert,Mula,Husla Music,2018,10,43,4,4,0,0
621,622,AnnenMayKantereit,Schon krass,Universal Domestic Vertigo,2018,10,43,1,1,0,0
