,id,artist,title,label,year,month,week,totalweeksincharts,total2018weeksincharts,total2019weeksincharts,total2020weeksincharts
622,623,James Arthur,Empty Space,Columbia,2018,10,43,1,1,0,0
623,624,"KitschKrieg feat. Trettmann, Gringo, Ufo361 & Gzuz",Standard,SoulForce Records,2018,11,44,28,9,19,0
624,625,Capital Bra,Allein,Bushido,2018,11,44,15,9,6,0
625,626,Luciano [DE],Meer,Universal Domestic Urban,2018,11,44,18,9,9,0
626,627,Capital Bra feat. Xatar x SAMY,Ich liebe es,Bushido,2018,11,44,20,9,11,0
627,628,XXXTentacion x Lil Pump feat. Maluma & Swae Lee,Arms Around You,Warner Music International,2018,11,44,16,9,7,0
628,629,Sido,Tausend Tattoos,Universal Domestic Urban,2018,11,44,29,9,20,0
629,630,RAF Camora,In meiner Zone 2.0,Indipendenza,2018,11,44,4,4,0,0
630,631,Kollegah,Löwe,Alpha Music Empire,2018,11,44,2,2,0,0
631,632,Fler,Keinen wie mich,Maskulin,2018,11,44,1,1,0,0
632,633,Larsito & Mandy Capristo,Si es amor,Jive Germany,2018,11,44,1,1,0,0
633,634,Kygo feat. Sandro Cavazza,Happy Now,Kygo,2018,11,44,16,7,9,0
634,635,P!nk,A Million Dreams,Atlantic,2018,11,44,1,1,0,0
635,636,Eno,Wowowo,Alles Oder Nix Records,2018,11,44,1,1,0,0
636,637,Mert,Delikanlı,Husla Music,2018,11,44,1,1,0,0
637,638,Billie Eilish,When The Party's Over,Universal,2018,11,44,15,6,9,0
638,639,Jamule,NBA,Universal Domestic Vertigo,2018,11,44,1,1,0,0
639,640,Steve Aoki feat. BTS,Waste It On Me,Ultra Records,2018,11,44,1,1,0,0
640,641,Capital Bra feat. Bushido,Maybach,Bushido,2018,11,45,3,3,0,0
641,642,Capital Bra,Selbst verdient,Bushido,2018,11,45,3,3,0,0
642,643,Ariana Grande,"Thank U, Next",Universal,2018,11,45,18,8,10,0
643,644,Veysel,TGV,Universal Domestic Urban,2018,11,45,5,5,0,0
644,645,Kollegah feat. 18 Karat,Das erste Mal,Alpha Music Empire,2018,11,45,3,3,0,0
645,646,Capital Bra feat. Samra,Schüsse fallen,Bushido,2018,11,45,2,2,0,0
646,647,Capital Bra feat. Olexesh,Lass mal diese,Bushido,2018,11,45,2,2,0,0
647,648,Capital Bra,Trikot von Turin,Bushido,2018,11,45,1,1,0,0
648,649,Olexesh,Project X,385ideal,2018,11,45,2,2,0,0
649,650,Capital Bra feat. Zuna,Safari,Bushido,2018,11,45,1,1,0,0
650,651,Capital Bra feat. Samra,Benz Diggi,Bushido,2018,11,45,1,1,0,0
651,652,Wincent Weiss,Hier mit dir,Universal Domestic Vertigo,2018,11,45,2,1,1,0
652,653,Alle Farben & Ilira,Fading,B1 Recordings,2018,11,45,27,8,19,0
653,654,Capital Bra,Ya Salam,Bushido,2018,11,45,1,1,0,0
654,655,Queen,Bohemian Rhapsody,Parlophone,2018,11,45,13,6,7,0
655,656,Capital Bra,Gucci Capi Tief,Bushido,2018,11,45,1,1,0,0
656,657,Lukas Graham,Love Someone,Universal Domestic Island,2018,11,45,15,8,7,0
657,658,Lil Lano,Stone Island,Recordjet,2018,11,45,1,1,0,0
658,659,Samra,Cataleya,Bushido,2018,11,46,19,7,12,0
659,660,Imagine Dragons,Bad Liar,Interscope,2018,11,46,37,6,31,0
660,661,AK Ausserkontrolle,Prominenz,Universal Domestic Vertigo,2018,11,46,2,2,0,0
661,662,Josh.,Cordula Grün,Warner Music Germany,2018,11,46,15,3,12,0
662,663,Queen,Bohemian Rhapsody,Island,2018,11,46,12,5,7,0
663,664,Kollegah,Most Wanted (Hoodtape 3),Alpha Music Empire,2018,11,46,1,1,0,0
664,665,Backstreet Boys,Chances,RCA International,2018,11,46,1,1,0,0
665,666,Cro,Victoria's Secret,Universal Domestic Urban,2018,11,46,1,1,0,0
666,667,RAF Camora & AriBeatz feat. Sofiane,Perfekt,Andere Liga,2018,11,47,19,6,13,0
667,668,Luciano feat. Nimo,Valentino Camouflage,Universal Domestic Urban,2018,11,47,8,5,3,0
668,669,Robin Schulz feat. Erika Sirola,Speechless,Warner Music Germany,2018,11,47,32,6,26,0
669,670,Lena,Thank You,Universal Domestic Polydor,2018,11,47,19,3,16,0
670,671,Kollegah,Gospel,Alpha Music Empire,2018,11,47,1,1,0,0
671,672,Die Ärzte,Schrei nach Liebe,Hot Action Records,2018,11,47,1,1,0,0
672,673,Mariah Carey,All I Want For Christmas Is You,Columbia,2018,11,47,15,6,6,3
673,674,Udo Lindenberg,Wir ziehen in den Frieden (MTV Unplugged 2),Warner Music Germany,2018,11,47,1,1,0,0
674,675,Lost Frequencies feat. The NGHBRS,Like I Love You,Kontor Records,2018,11,47,14,5,9,0
675,676,The Chainsmokers,Beach House,Disruptor Records,2018,11,47,1,1,0,0
676,677,James Arthur & Anne-Marie,Rewrite The Stars,Atlantic,2018,11,47,1,1,0,0
677,678,Mero,Baller los,Groove Attack,2018,11,48,23,5,18,0
678,679,Azet & Zuna,Skam koh,KMN Gang,2018,11,48,7,4,3,0
679,680,Luciano feat. Capital Bra,Guap Gang,Universal Domestic Urban,2018,11,48,4,4,0,0
680,681,Veysel feat. Summer Cem,Sag schon,Bela Boyz,2018,11,48,6,4,2,0
681,682,Marshmello & Bastille,Happier,Universal,2018,11,48,24,5,19,0
682,683,Wham!,Last Christmas,Epic,2018,11,48,14,5,6,3
683,684,Farid Bang feat. Game,Nurmagomedow,Banger Musik,2018,11,48,1,1,0,0
684,685,Luciano [DE],Traube Minze,Universal Domestic Urban,2018,11,48,2,2,0,0
685,686,Luciano [DE],Gestern,Universal Domestic Urban,2018,11,48,1,1,0,0
686,687,Luciano feat. Fredo,Money,Universal Domestic Urban,2018,11,48,1,1,0,0
687,688,Luciano feat. Eno,Locodinho,Universal Domestic Urban,2018,11,48,1,1,0,0
688,689,Veysel,TGV,Bela Boyz,2018,11,48,2,2,0,0
689,690,Luciano feat. Azzi Memo & Kalim,Durch die City,Universal Domestic Urban,2018,11,48,1,1,0,0
690,691,Luciano [DE],Champion,Universal Domestic Urban,2018,11,48,1,1,0,0
691,692,Luciano [DE],Hayate,Universal Domestic Urban,2018,11,48,7,3,4,0
692,693,Bayern 3 feat. Christina Stürmer & das Münchner Rundfunkorchester,(Ich wünsch dir) Sternstunden,Sternstunden,2018,11,48,2,2,0,0
693,694,Fler feat. Mosenu,Gänsehaut,Maskulin,2018,11,48,1,1,0,0
694,695,Kygo feat. Sandro Cavazza,Happy Now,B1 Recordings,2018,11,48,12,3,9,0
695,696,Luciano [DE],Maktub,Universal Domestic Urban,2018,11,48,1,1,0,0
696,697,Melanie Thornton,Wonderful Dream (Holidays Are Coming),X-Cell,2018,11,48,12,5,5,2
697,698,Luciano [DE],Intro [L.O.C.O.],Universal Domestic Urban,2018,11,48,1,1,0,0
698,699,Khalid,Better,RCA International,2018,11,48,3,2,1,0
699,700,Luciano feat. Yung Hurn,Sie will,Universal Domestic Urban,2018,11,48,1,1,0,0
700,701,Chris Rea,Driving Home For Christmas,Warner Music International,2018,11,48,12,5,5,2
701,702,Capital Bra,Feuer,Bushido,2018,12,49,13,4,9,0
702,703,Sido mit Haftbefehl & Kool Savas,4 Uhr nachts,Universal Domestic Urban,2018,12,49,3,3,0,0
703,704,Ariana Grande,Santa Tell Me,Universal,2018,12,49,11,4,5,2
704,705,Mark Ronson feat. Miley Cyrus,Nothing Breaks Like A Heart,Columbia,2018,12,49,23,4,19,0
705,706,Shakin' Stevens,Merry Christmas Everyone,Epic,2018,12,49,10,4,4,2
706,707,Michael Bublé,It's Beginning To Look A Lot Like Christmas,Reprise,2018,12,49,10,4,4,2
707,708,Paul McCartney,Wonderful Christmastime,Capitol,2018,12,49,9,4,4,1
708,709,Band Aid,Do They Know It's Christmas?,Mercury,2018,12,49,9,4,4,1
709,710,John & Yoko / The Plastic Ono Band with The Harlem Community Choir,Happy Xmas (War Is Over),EMI,2018,12,49,9,4,4,1
710,711,Kollegah,Orbit,Alpha Music Empire,2018,12,49,1,1,0,0
711,712,Pentatonix,Hallelujah,RCA International,2018,12,49,9,4,4,1
712,713,José Feliciano,Feliz Navidad,RCA International,2018,12,49,9,4,4,1
713,714,Kelly Clarkson,Underneath The Tree,RCA International,2018,12,49,10,4,4,2
714,715,Veysel feat. Soolking,Bruder,Universal Domestic Urban,2018,12,49,1,1,0,0
715,716,Mert,Nagelneu,Husla Music,2018,12,49,1,1,0,0
716,717,Rolf Zuckowski und seine Freunde,In der Weihnachtsbäckerei,Musik für Dich,2018,12,49,10,4,4,2
717,718,Britney Spears,My Only Wish (This Year),Sony Music,2018,12,49,6,4,1,1
718,719,Queen,Thank God It's Christmas,Universal,2018,12,49,9,4,4,1
719,720,Bobby Helms,Jingle Bell Rock,K-Tel,2018,12,49,8,4,3,1
720,721,Ellie Goulding x Diplo feat. Swae Lee,Close To Me,Polydor,2018,12,49,11,1,10,0
721,722,Mariah Carey,All I Want For Christmas Is You,SME - Columbia,2018,12,50,12,3,6,3
722,723,Wham!,Last Christmas,SME - Epic,2018,12,50,12,3,6,3
723,724,Capital Bra,Feuer,SME - Bushido,2018,12,50,12,3,9,0
724,725,Loredana,Milliondollar$mile,Loredana,2018,12,50,10,3,7,0
725,726,Samra,Cataleya,SME - Bushido,2018,12,50,15,3,12,0
726,727,Calvin Harris & Sam Smith,Promises,SME - Columbia,2018,12,50,16,3,13,0
727,728,RAF Camora & AriBeatz feat. Sofiane,Perfekt,SME - Andere Liga,2018,12,50,16,3,13,0
728,729,Capital Bra feat. Xatar x SAMY,Ich liebe es,SME - Bushido,2018,12,50,14,3,11,0
729,730,Mark Forster,Einmal,SME - Four Music,2018,12,50,9,3,6,0
730,731,LEA x Cyril,Immer wenn wir uns sehn,SME - Four Music,2018,12,50,16,3,13,0
731,732,Capital Bra,Allein,SME - Bushido,2018,12,50,9,3,6,0
732,733,Shakin' Stevens,Merry Christmas Everyone,SME - Epic,2018,12,50,9,3,4,2
733,734,Mark Ronson feat. Miley Cyrus,Nothing Breaks Like A Heart,SME - Columbia,2018,12,50,22,3,19,0
734,735,King Khalil feat. Lil Lano,Para illegal,SME - Team Kuku,2018,12,50,5,2,3,0
735,736,Capital Bra feat. Juju,Melodien,SME - Bushido,2018,12,50,15,3,12,0
736,737,George Ezra,Shotgun,SME - Columbia,2018,12,50,5,2,3,0
737,738,Capital Bra feat. Luciano & Eno,Roli Glitzer Glitzer,SME - Team Kuku,2018,12,50,5,2,3,0
738,739,José Feliciano,Feliz Navidad,SME - RCA International,2018,12,50,8,3,4,1
739,740,Pentatonix,Hallelujah,SME - RCA International,2018,12,50,8,3,4,1
740,741,Kool Savas,KKS,SME - Essah Entertainment ,2018,12,50,1,1,0,0
741,742,Capital Bra feat. Ufo361,Neymar,SME - Team Kuku,2018,12,50,11,2,9,0
742,743,Travis Scott,Sicko Mode,SME - Epic,2018,12,50,13,2,8,3
743,744,Calvin Harris & Dua Lipa,One Kiss,SME - Columbia,2018,12,50,7,2,5,0
744,745,London Grammar,Strong,Universal Domestic Polydor,2018,12,50,1,1,0,0
745,746,Namika feat. Black M,Je ne parle pas français (Beatgees Remix),SME - Jive Germany,2018,12,50,4,1,3,0
746,747,Kelly Clarkson,Underneath The Tree,SME - RCA International,2018,12,50,9,3,4,2
747,748,Lil Peep & XXXTentacion,Falling Down,SME - Columbia,2018,12,50,3,1,2,0
748,749,Brenda Lee,Rockin' Around The Christmas Tree,Universal,2018,12,50,8,3,4,1
749,750,Bryan Adams,Christmas Time,Universal,2018,12,50,8,3,4,1
750,751,Capital Bra,One Night Stand,SME - Team Kuku,2018,12,50,4,1,3,0
751,752,Khalid,Better,SME - RCA International,2018,12,50,2,1,1,0
752,753,Kontra K,Farben,BMG,2018,12,51,11,2,9,0
753,754,Nimo & Capo,Zoey,Universal Domestic Urban,2018,12,51,12,2,10,0
754,755,Ariana Grande,Imagine,Republic Records,2018,12,51,2,1,1,0
755,756,Zara Larsson,Ruin My Life,SME - Epic,2018,12,51,9,1,8,0
756,757,Daryl Hall & John Oates,Jingle Bell Rock (Daryl's Version),Sony Music,2018,12,51,4,2,1,1
757,758,Michael Bublé & Shania Twain,White Christmas,Reprise,2018,12,51,3,2,1,0
758,759,Coldplay,Christmas Lights,Parlophone Label Group,2018,12,51,4,2,1,1
759,760,Andy Williams,It's The Most Wonderful Time Of The Year,Sony Music,2018,12,51,4,2,1,1
760,761,Gringo & Veysel,Hello Dolly,SME - SLS Music,2018,12,51,1,1,0,0
761,762,Justin Bieber,Mistletoe,Island,2018,12,51,7,2,3,2
762,763,Sam Smith,Have Yourself A Merry Little Christmas,Capitol,2018,12,51,3,2,1,0
763,764,Band Aid 30,Do They Know It's Christmas? (2014),EMI,2018,12,51,3,2,1,0
764,765,Capital Bra,Benzema,Universal Domestic Urban,2018,12,52,23,1,22,0
765,766,Azet & Zuna,Lelele,KMN Gang,2018,12,52,13,1,12,0
766,767,Meghan Trainor,I'll Be Home,SME - Epic,2018,12,52,3,1,1,1
767,768,Miley Cyrus & Mark Ronson feat. Sean Ono Lennon,Happy Xmas (War Is Over),SME - Columbia,2018,12,52,1,1,0,0
768,769,Sia,Santa's Coming For Us,Atlantic,2018,12,52,2,1,1,0
769,770,Gwen Stefani feat. Blake Shelton,You Make It Feel Like Christmas,Interscope,2018,12,52,2,1,1,0
770,771,*N Sync,"Merry Christmas, Happy Holidays",Sony Music,2018,12,52,2,1,1,0
771,772,Kylie Minogue,Santa Baby,Parlophone Label Group,2018,12,52,2,1,1,0
772,773,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,Capitol,2018,12,52,3,1,1,1
773,774,Sarah Connor,The Best Side Of Life,X-Cell,2018,12,52,3,1,1,1
774,775,Michael Bublé,Santa Claus Is Coming To Town,Reprise,2018,12,52,2,1,1,0
775,776,Frankie Goes To Hollywood,The Power Of Love,Salvo,2018,12,52,2,1,1,0
776,777,Slade,Merry Xmas Everybody,Polydor,2018,12,52,2,1,1,0
777,778,Elton John,Step Into Christmas,Mercury,2018,12,52,2,1,1,0
778,779,Dean Martin,Rudolph The Red Nosed Reindeer,Capitol,2018,12,52,2,1,1,0
779,780,Eartha Kitt with Henri René and his Orchestra,Santa Baby,SME - Columbia,2018,12,52,2,1,1,0
780,781,Frank Sinatra,Let It Snow! Let It Snow! Let It Snow!,Sony Music,2018,12,52,2,1,1,0
781,782,The Ronettes,Sleigh Ride,Sony Music,2018,12,52,3,1,1,1
782,783,Michael Bublé,Holly Jolly Christmas,Reprise,2018,12,52,3,1,1,1
783,784,Bing Crosby,White Christmas,Universal,2018,12,52,2,1,1,0
784,785,Bruce Springsteen,Santa Claus Is Comin' To Town,SME - Columbia,2018,12,52,1,1,0,0
785,786,Backstreet Boys,Christmas Time,SME - RCA International,2018,12,52,1,1,0,0
786,787,Kelly Clarkson,Christmas Eve,Atlantic,2018,12,52,1,1,0,0
787,788,Perry Como & The Fontane Sisters,It's Beginning To Look A Lot Like Christmas,Crimson,2018,12,52,1,1,0,0
788,789,Frank Sinatra,Jingle Bells,Capitol,2018,12,52,2,1,1,0
789,790,Jona Lewie,Stop The Cavalry,Metro,2018,12,52,1,1,0,0
790,791,Burl Ives,A Holly Jolly Christmas,Geffen Records,2018,12,52,1,1,0,0
791,792,Hurts,All I Want For Christmas Is New Years Day,SME - Four Music,2018,12,52,1,1,0,0
792,793,Leona Lewis,Winter Wonderland,SME - Syco Music,2018,12,52,1,1,0,0
793,794,The Kingdom Choir feat. Camélia Jordana & Namika,Holidays Are Coming,Sony Music,2018,12,52,3,1,1,1
794,795,"LX & Maxwell feat. Bonez MC, Gzuz & Sa4",HaifischNikez Allstars,187 Strassenbande,2019,1,1,11,0,11,0
795,796,Kerstin Ott & Helene Fischer,Regenbogenfarben,Universal Domestic Polydor,2019,1,1,36,0,26,10
796,797,Post Malone,Wow.,Republic Records,2019,1,1,27,0,27,0
797,798,Nimo & Capo,Anderes Niveau,Universal Domestic Urban,2019,1,1,2,0,2,0
798,799,Camila Cabello feat. Young Thug,Havana,SME - Epic,2019,1,1,1,0,1,0
799,800,Nash & Azet,"Crack, Koks, Piece Unternehmen",KMN Gang,2019,1,2,5,0,5,0
800,801,Capo feat. Nimo,Lambo Diablo GT,Warner Music Germany,2019,1,2,9,0,9,0
801,802,C Arma,Yapma,C Arma,2019,1,2,34,0,34,0
802,803,Meek Mill feat. Drake,Going Bad,Atlantic,2019,1,2,1,0,1,0
803,804,Chris Brown,Undecided,SME - RCA International,2019,1,2,1,0,1,0
804,805,FiNCH ASOZiAL,Abfahrt,Warner Music Germany,2019,1,2,4,0,4,0
805,806,Shindy,DODI,SME - Friends With Money,2019,1,3,16,0,16,0
806,807,Farid Bang,#niemalsantäuschen,Banger Musik,2019,1,3,7,0,7,0
807,808,Fero47,Jaja,SME - Epic Domestic,2019,1,3,16,0,16,0
808,809,Nimo & Capo,Shem Shem & Sex,Universal Domestic Urban,2019,1,3,9,0,9,0
809,810,Calvin Harris & Rag'n'Bone Man,Giant,SME - Columbia,2019,1,3,25,0,25,0
810,811,Hugel feat. Amber Van Day,WTF,Warner Music International,2019,1,3,16,0,16,0
811,812,Sam Smith & Normani,Dancing With A Stranger,Capitol,2019,1,3,18,0,18,0
812,813,Gesaffelstein & The Weeknd,Lost In The Fire,SME - Columbia,2019,1,3,4,0,4,0
813,814,Nura x Remoe,SOS,Jinx Music,2019,1,3,1,0,1,0
814,815,Alligatoah,Nicht wecken (Heute),Trailerpark,2019,1,3,1,0,1,0
815,816,Khalid,Saturday Nights,SME - RCA International,2019,1,3,2,0,2,0
816,817,Gallo Nero,471,SME - Andere Liga,2019,1,3,1,0,1,0
817,818,Noah [DE],200km/h,,2019,1,3,1,0,1,0
818,819,Mero,Hobby Hobby,Groove Attack,2019,1,4,14,0,14,0
819,820,Ariana Grande,7 Rings,Universal,2019,1,4,19,0,19,0
820,821,Kontra K,Warnung,BMG,2019,1,4,13,0,13,0
821,822,Azet & Zuna,Wenn die Sonne untergeht,KMN Gang,2019,1,4,9,0,9,0
822,823,Kool Savas feat. Nessi,Deine Mutter,SME - Essah Entertainment ,2019,1,4,13,0,13,0
823,824,Gent feat. Kurdo,100 K,Alpha Empire,2019,1,4,1,0,1,0
824,825,Jazn & Azzi Memo,Patron,SME - RCA Domestic,2019,1,4,1,0,1,0
825,826,Dermot Kennedy,Power Over Me,Interscope,2019,1,4,13,0,13,0
826,827,Post Malone,Better Now,Republic Records,2019,1,4,2,0,2,0
827,828,Kianush,Rückkehr,Life Is Pain,2019,1,4,1,0,1,0
828,829,SDP,Unikat,Berliner Plattenbau,2019,1,4,1,0,1,0
829,830,A Boogie Wit Da Hoodie,Look Back At It,Atlantic,2019,1,4,15,0,15,0
830,831,Capital Bra,Prinzessa,Universal Domestic Urban,2019,2,5,23,0,23,0
831,832,Shirin David,Orbit,Shirin David Music,2019,2,5,4,0,4,0
832,833,Gringo x Bonez MC,Dschinni,SME - SLS Music,2019,2,5,2,0,2,0
833,834,Nimo & Capo,Roadrunner,Universal Domestic Urban,2019,2,5,4,0,4,0
834,835,Ariana Grande,"Thank U, Next",Republic Records,2019,2,5,6,0,6,0
835,836,Lauv & Troye Sivan,I'm So Tired...,Lauv,2019,2,5,19,0,19,0
836,837,J. Cole,Middle Child,"Dreamville, Inc.",2019,2,5,2,0,2,0
837,838,Noah & Capital Bra,Quapo,SQP,2019,2,5,1,0,1,0
838,839,"NOTD, Felix Jaehn & Captain Cuts feat. Georgia Ku",So Close,Virgin Records,2019,2,5,9,0,9,0
839,840,Dua Lipa,Swan Song,Universal Domestic Urban,2019,2,5,1,0,1,0
840,841,Dendemann feat. Casper,Alle Jubilare wieder,Universal Domestic Vertigo,2019,2,5,1,0,1,0
841,842,Loredana x Mozzik,Romeo & Juliet,Loredana,2019,2,6,10,0,10,0
842,843,Billie Eilish,Bury A Friend,Darkroom,2019,2,6,16,0,16,0
843,844,KC Rebell,Hasso,Rebell Army,2019,2,6,4,0,4,0
844,845,Jamule,Rooftop,Life Is Pain,2019,2,6,1,0,1,0
845,846,Kurdo,Regentropfen,Almaz Musiq,2019,2,6,1,0,1,0
846,847,Fler feat. Musenu,Sex Money Murder,Maskulin,2019,2,6,1,0,1,0
847,848,Alec Benjamin,Let Me Down Slowly,P2018,2019,2,6,33,0,33,0
848,849,Lewis Capaldi,Someone You Loved,Universal Domestic Vertigo,2019,2,6,80,0,47,33
849,850,Gent feat. Jazn,Ku je,Alpha Empire,2019,2,6,1,0,1,0
850,851,Eno feat. Mero,Ferrari,Alles Oder Nix Records,2019,2,7,12,0,12,0
851,852,Azet & Zuna,Hallo hallo,KMN Gang,2019,2,7,9,0,9,0
852,853,Ariana Grande,7 Rings,Republic Records,2019,2,7,16,0,16,0
853,854,Ariana Grande,"Break Up With Your Girlfriend, I'm Bored",Republic Records,2019,2,7,10,0,10,0
854,855,"KitschKrieg feat. Cro, AnnenMayKantereit & Trettmann",5 Minuten,BMG,2019,2,7,6,0,6,0
855,856,Billie Eilish,Bury A Friend,Interscope,2019,2,7,15,0,15,0
856,857,Kalim feat. Luciano,Kilo,Universal Domestic Urban,2019,2,7,1,0,1,0
857,858,Ariana Grande,Bloodline,Republic Records,2019,2,7,1,0,1,0
858,859,Kool Savas feat. Jamule,Batman,SME - Essah Entertainment ,2019,2,7,1,0,1,0
859,860,Ariana Grande,Bad Idea,Republic Records,2019,2,7,1,0,1,0
860,861,The Chainsmokers feat. 5 Seconds Of Summer,Who Do You Love,SME - Columbia,2019,2,7,3,0,3,0
861,862,"David Guetta, Brooks & Loote",Better When You're Gone,Parlophone Label Group,2019,2,7,3,0,3,0
862,863,Nura,Was ich meine,Jinx Music,2019,2,7,1,0,1,0
863,864,Ariana Grande,Needy,Republic Records,2019,2,7,1,0,1,0
864,865,Ariana Grande,Fake Smile,Republic Records,2019,2,7,1,0,1,0
865,866,Ariana Grande,NASA,Republic Records,2019,2,7,1,0,1,0
866,867,Kool Savas,KDR,SME - Essah Entertainment ,2019,2,7,1,0,1,0
867,868,Khalid,Talk,SME - RCA International,2019,2,7,5,0,5,0
868,869,KC Rebell feat. Summer Cem & Capital Bra,DNA,Rebell Army,2019,2,8,18,0,18,0
869,870,Shirin David,Gib ihm,Shirin David Music,2019,2,8,18,0,18,0
870,871,Pietro Lombardi,Nur ein Tanz,Universal Domestic Polydor,2019,2,8,8,0,8,0
871,872,Nimo & Capo,Leyla,Universal Domestic Urban,2019,2,8,4,0,4,0
872,873,Kontra K feat. Jah Khalib,Nur ein Grund,BMG,2019,2,8,4,0,4,0
873,874,"Gringo, Capital Bra & Kalazh44 feat. HK",Khabib,SME - SLS Music,2019,2,8,2,0,2,0
874,875,Kianush feat. PA Sports & Mosh36,Push,Life Is Pain,2019,2,8,2,0,2,0
875,876,Alec Benjamin,Let Me Down Slowly,Atlantic,2019,2,8,31,0,31,0
876,877,Kygo feat. Valerie Broussard,Think About You,SME - Kygo,2019,2,8,1,0,1,0
877,878,Daddy Yankee feat. Snow,Con calma,Universal,2019,2,8,34,0,33,1
878,879,Gaullin,Moonlight,B1 Recordings,2019,2,8,22,0,22,0
879,880,Zedd & Katy Perry,365,Interscope,2019,2,8,1,0,1,0
880,881,Wincent Weiss,Pläne,Universal Domestic Vertigo,2019,2,8,1,0,1,0
881,882,Cardi B & Bruno Mars,Please Me,Atlantic,2019,2,8,1,0,1,0
882,883,Mabel [UK],Don't Call Me Up,Polydor,2019,2,8,39,0,37,2
883,884,The Prince Karma,Later Bitches,Down2Earth Music Ltd,2019,2,8,27,0,27,0
884,885,Capital Bra,Capital Bra je m'appelle,Universal Domestic Urban,2019,3,9,11,0,11,0
885,886,Azet & Zuna,Fragen,KMN Gang,2019,3,9,9,0,9,0
886,887,Hugel feat. Amber Van Day,WTF,Warner Music Germany,2019,3,9,10,0,10,0
887,888,P!nk,Walk Me Home,SME - RCA International,2019,3,9,12,0,12,0
888,889,Gestört Aber GeiL feat. Adel Tawil,Vielleicht,Universal Domestic Polydor,2019,3,9,2,0,2,0
889,890,King Khalil feat. Lil Lano & M.O.030,G-Klasse,SME - Team Kuku,2019,3,9,3,0,3,0
890,891,MoTrip,Genau wie du,Universal Domestic Urban,2019,3,9,1,0,1,0
891,892,The Prince Karma,Later Bitches,Kontor Records,2019,3,9,26,0,26,0
892,893,Mois feat. Sun Diego,Keller oder Cockschelle,Chapter One,2019,3,9,1,0,1,0
893,894,Stereoact feat. Vincent Gross,Nicht allein sein,Ariola,2019,3,9,1,0,1,0
894,895,Martin Garrix feat. Bonn,No Sleep,SME - Epic,2019,3,9,1,0,1,0
895,896,Ozuna,Baila baila baila,,2019,3,9,2,0,2,0
896,897,Shindy,Road2Goat,SME - Friends With Money,2019,3,10,4,0,4,0
897,898,Luciano [DE],Diablo,Universal Domestic Urban,2019,3,10,4,0,4,0
898,899,Bausa feat. Dardan,Licht,Warner Music Germany,2019,3,10,3,0,3,0
899,900,Jonas Brothers,Sucker,Jonas Brothers Recording,2019,3,10,27,0,27,0
900,901,SDP feat. Capital Bra,Viva la Dealer,Berliner Plattenbau,2019,3,10,24,0,24,0
901,902,"Benny Blanco, Tainy, Selena Gomez & J Balvin",I Can't Get Enough,Neon16,2019,3,10,6,0,6,0
902,903,"KitschKrieg feat. Cro, AnnenMayKantereit & Trettmann",5 Minuten,Soulforce/BMG,2019,3,10,3,0,3,0
903,904,Die Draufgänger,Cordula Grün,Electrola,2019,3,10,1,0,1,0
904,905,Nimo & Capo,Planlos,Universal Domestic Urban,2019,3,10,1,0,1,0
905,906,Juju [DE],Intro,Jinx Music,2019,3,10,2,0,2,0
906,907,Gent feat. Kollegah,Paramilitär,Alpha Empire,2019,3,10,1,0,1,0
907,908,Jamule feat. PA Sports,Sex Sells,Life Is Pain,2019,3,10,1,0,1,0
908,909,"Play69, Farid Bang & Fler",Kugelsicherer Jugendlicher,Helal Money Entertainment,2019,3,10,1,0,1,0
909,910,Tobee,Helikopter 117 (Mach' den Hub Hub Hub),Xtreme Sound Recordings,2019,3,10,1,0,1,0
910,911,Mero,Wolke 10,Groove Attack,2019,3,11,19,0,19,0
911,912,Azet & Zuna,Kamehameha,KMN Gang,2019,3,11,4,0,4,0
912,913,Azet & Zuna,Pam pam,KMN Gang,2019,3,11,2,0,2,0
913,914,Azet & Zuna,Pare,KMN Gang,2019,3,11,1,0,1,0
914,915,Azet & Zuna feat. RAF Camora,Nese don,KMN Gang,2019,3,11,1,0,1,0
915,916,18 Karat,So stell ich mir das vor,Banger Musik,2019,3,11,2,0,2,0
916,917,Azet & Zuna,Ist es wahr,KMN Gang,2019,3,11,2,0,2,0
917,918,Joker Bra,Dresscode Gucci,Universal Domestic Urban,2019,3,11,2,0,2,0
918,919,Ava Max,So Am I,Atlantic,2019,3,11,18,0,18,0
919,920,Azet & Zuna feat. Miami Yacine,Geld verdammt,KMN Gang,2019,3,11,1,0,1,0
920,921,Azet & Zuna,Zieh,KMN Gang,2019,3,11,1,0,1,0
921,922,Azet & Zuna,Ghetto,KMN Gang,2019,3,11,1,0,1,0
922,923,Billie Eilish,Wish You Were Gay,Darkroom,2019,3,11,3,0,3,0
923,924,Bebe Rexha,Last Hurrah,Warner Music International,2019,3,11,3,0,3,0
924,925,Mathea,2x,EARCANDY R,2019,3,11,14,0,14,0
925,926,Kalim,mbappé,Universal Domestic Urban,2019,3,11,1,0,1,0
926,927,Capital Bra x Samra,Wir ticken,Universal Domestic Urban,2019,3,12,13,0,13,0
927,928,Ufo361,Pass auf wen du liebst,Stay High,2019,3,12,10,0,10,0
928,929,KC Rebell,Alleen,Rebell Army,2019,3,12,13,0,13,0
929,930,Mero,Jay Jay,Groove Attack,2019,3,12,8,0,8,0
