,id,artist,title,year,month,week,totalweeksincharts,total2018weeksincharts,total2019weeksincharts,total2020weeksincharts,lang,genres,genre,release
475,476,Remoe x Nura,Nackt,2018,10,42,1,1,0,0,de,"['german hip hop', 'german r&b']",german hip hop,2018-10-12
476,477,Kollegah,Empire State Of Grind (Hoodtape 3),2018,10,42,1,1,0,0,,['german hip hop'],german hip hop,2018-12-07
477,478,Miami Yacine,Designer,2018,10,42,1,1,0,0,de,"['deep german hip hop', 'german hip hop']",deep german hip hop,2018-10-12
478,479,Capital Bra feat. Luciano & Eno,Roli Glitzer Glitzer,2018,10,43,12,9,3,0,de,['german hip hop'],german hip hop,2018-11-02
479,480,"KitschKrieg feat. Trettmann, Gringo, Ufo361 & Gzuz",Standard,2018,10,43,29,10,19,0,de,"['german hip hop', 'hamburg hip hop']",german hip hop,2020-08-07
480,481,Post Malone & Swae Lee,Sunflower,2018,10,43,29,9,20,0,en,"['dfw rap', 'melodic rap', 'rap']",dfw rap,2019-09-06
481,482,Kollegah,Push It To The Limit (Hoodtape 3),2018,10,43,2,2,0,0,en,['german hip hop'],german hip hop,2018-12-07
482,483,Dua Lipa & Blackpink,Kiss And Make Up,2018,10,43,11,7,4,0,en,"['dance pop', 'pop', 'pop dance', 'uk pop']",dance pop,2017-06-02
483,484,Moe Phoenix,Aicha,2018,10,43,7,7,0,0,de,['german hip hop'],german hip hop,2018-10-19
484,485,Thomas Anders feat. Florian Silbereisen,Sie sagte doch sie liebt mich,2018,10,43,1,1,0,0,de,"['italian disco', 'schlager']",italian disco,2018-10-19
485,486,Ava Max,Sweet But Psycho,2018,10,43,50,10,38,2,en,"['dance pop', 'pop']",dance pop,2020-09-18
486,487,Mert feat. Dopebwoy,Kanaken mit Para,2018,10,43,1,1,0,0,nl,"['deep german hip hop', 'german hip hop', 'turkish trap pop']",deep german hip hop,2018-10-19
487,488,Khalid feat. Empress Of,Suncity,2018,10,43,1,1,0,0,en,"['alternative r&b', 'pop']",alternative r&b,2018-10-19
488,489,Zara Larsson,Ruin My Life,2018,10,43,13,5,8,0,en,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house']",dance pop,2018-10-18
489,490,Lady Gaga,Always Remember Us This Way,2018,10,43,4,2,2,0,en,"['dance pop', 'pop', 'pop dance']",dance pop,2018-10-05
490,491,Michelle mit Matthias Reim,Nicht verdient,2018,10,43,1,1,0,0,de,"['classic schlager', 'german pop', 'partyschlager', 'schlager']",classic schlager,2018-05-25
491,492,Mert,Mula,2018,10,43,4,4,0,0,de,"['deep german hip hop', 'german hip hop', 'turkish trap pop']",deep german hip hop,2018-10-26
492,493,AnnenMayKantereit,Schon krass,2018,10,43,1,1,0,0,de,"['cologne indie', 'german pop', 'german singer-songwriter']",cologne indie,2018-12-07
493,494,James Arthur,Empty Space,2018,10,43,1,1,0,0,en,"['pop', 'talent show', 'uk pop']",pop,2018-10-19
494,495,Capital Bra,Allein,2018,11,44,15,9,6,0,de,['german hip hop'],german hip hop,2018-11-02
495,496,Luciano [DE],Meer,2018,11,44,18,9,9,0,de,"['german drill', 'german hip hop']",german drill,2018-11-23
496,497,Capital Bra feat. Xatar x SAMY,Ich liebe es,2018,11,44,20,9,11,0,de,['german hip hop'],german hip hop,2018-11-02
497,498,XXXTentacion x Lil Pump feat. Maluma & Swae Lee,Arms Around You,2018,11,44,16,9,7,0,en,"['emo rap', 'miami hip hop']",emo rap,2018-10-25
498,499,Sido,Tausend Tattoos,2018,11,44,29,9,20,0,de,"['german hip hop', 'german pop']",german hip hop,2018-10-26
499,500,RAF Camora,In meiner Zone 2.0,2018,11,44,4,4,0,0,de,['german hip hop'],german hip hop,2018-10-26
500,501,Kollegah,Löwe,2018,11,44,2,2,0,0,de,['german hip hop'],german hip hop,2018-12-07
501,502,Fler,Keinen wie mich,2018,11,44,1,1,0,0,de,['german hip hop'],german hip hop,2018-10-26
502,503,Larsito & Mandy Capristo,Si es amor,2018,11,44,1,1,0,0,de,"['german pop', 'german r&b']",german pop,2018-10-26
503,504,Kygo feat. Sandro Cavazza,Happy Now,2018,11,44,16,7,9,0,en,"['edm', 'pop', 'pop dance', 'tropical house']",edm,2018-10-26
504,505,P!nk,A Million Dreams,2018,11,44,1,1,0,0,en,"['dance pop', 'pop', 'post-teen pop']",dance pop,2018-10-24
505,506,Eno,Wowowo,2018,11,44,1,1,0,0,de,"['german drill', 'german hip hop']",german drill,2018-10-26
506,507,Mert,Delikanlı,2018,11,44,1,1,0,0,de,"['deep german hip hop', 'german hip hop', 'turkish trap pop']",deep german hip hop,2018-10-26
507,508,Billie Eilish,When The Party's Over,2018,11,44,15,6,9,0,en,"['electropop', 'pop']",electropop,2019-03-29
508,509,Jamule,NBA,2018,11,44,1,1,0,0,de,"['german hip hop', 'german trap']",german hip hop,2019-03-01
509,510,Steve Aoki feat. BTS,Waste It On Me,2018,11,44,1,1,0,0,en,"['big room', 'dance pop', 'edm', 'electro house', 'pop dance', 'pop rap', 'tropical house']",big room,2018-10-25
510,511,Capital Bra feat. Bushido,Maybach,2018,11,45,3,3,0,0,de,['german hip hop'],german hip hop,2018-11-02
511,512,Capital Bra,Selbst verdient,2018,11,45,3,3,0,0,de,['german hip hop'],german hip hop,2018-11-02
512,513,Ariana Grande,"Thank U, Next",2018,11,45,18,8,10,0,en,"['pop', 'post-teen pop']",pop,2019-02-08
513,514,Veysel,TGV,2018,11,45,5,5,0,0,de,"['albanian hip hop', 'deep german hip hop', 'german drill', 'german hip hop']",albanian hip hop,2018-11-02
514,515,Kollegah feat. 18 Karat,Das erste Mal,2018,11,45,3,3,0,0,de,['german hip hop'],german hip hop,2018-12-07
515,516,Capital Bra feat. Samra,Schüsse fallen,2018,11,45,2,2,0,0,de,['german hip hop'],german hip hop,2018-11-02
516,517,Capital Bra feat. Olexesh,Lass mal diese,2018,11,45,2,2,0,0,de,['german hip hop'],german hip hop,2018-11-02
517,518,Capital Bra,Trikot von Turin,2018,11,45,1,1,0,0,de,['german hip hop'],german hip hop,2018-11-02
518,519,Olexesh,Project X,2018,11,45,2,2,0,0,de,"['deep german hip hop', 'german drill', 'german hip hop']",deep german hip hop,2018-11-02
519,520,Capital Bra feat. Zuna,Safari,2018,11,45,1,1,0,0,de,['german hip hop'],german hip hop,2018-11-02
520,521,Capital Bra feat. Samra,Benz Diggi,2018,11,45,1,1,0,0,de,['german hip hop'],german hip hop,2018-11-02
521,522,Wincent Weiss,Hier mit dir,2018,11,45,2,1,1,0,de,['german pop'],german pop,2019-03-29
522,523,Alle Farben & Ilira,Fading,2018,11,45,27,8,19,0,en,"['deep euro house', 'edm', 'german dance', 'german pop', 'pop dance', 'tropical house']",deep euro house,2018-11-02
523,524,Capital Bra,Ya Salam,2018,11,45,1,1,0,0,de,['german hip hop'],german hip hop,2018-11-02
524,525,Queen,Bohemian Rhapsody,2018,11,45,13,6,7,0,en,"['classic rock', 'glam rock', 'rock']",classic rock,1975-11-21
525,526,Capital Bra,Gucci Capi Tief,2018,11,45,1,1,0,0,it,['german hip hop'],german hip hop,2018-11-02
526,527,Lukas Graham,Love Someone,2018,11,45,15,8,7,0,en,"['danish pop', 'pop', 'scandipop']",danish pop,2018-10-26
527,528,Lil Lano,Stone Island,2018,11,45,1,1,0,0,de,"['deep german hip hop', 'german hip hop', 'german trap']",deep german hip hop,2018-10-31
528,529,Samra,Cataleya,2018,11,46,19,7,12,0,de,['german hip hop'],german hip hop,2018-11-09
529,530,Imagine Dragons,Bad Liar,2018,11,46,37,6,31,0,en,"['modern rock', 'rock']",modern rock,2018-11-09
530,531,AK Ausserkontrolle,Prominenz,2018,11,46,2,2,0,0,de,['german hip hop'],german hip hop,2018-11-09
531,532,Kollegah,Most Wanted (Hoodtape 3),2018,11,46,1,1,0,0,en,['german hip hop'],german hip hop,2018-12-07
532,533,Backstreet Boys,Chances,2018,11,46,1,1,0,0,en,"['boy band', 'dance pop', 'europop']",boy band,2018-11-09
533,534,Cro,Victoria's Secret,2018,11,46,1,1,0,0,de,"['german hip hop', 'german pop', 'pop rap']",german hip hop,2018-11-09
534,535,RAF Camora & AriBeatz feat. Sofiane,Perfekt,2018,11,47,19,6,13,0,de,['german hip hop'],german hip hop,2018-11-16
535,536,Luciano feat. Nimo,Valentino Camouflage,2018,11,47,8,5,3,0,de,"['german drill', 'german hip hop']",german drill,2018-11-16
536,537,Robin Schulz feat. Erika Sirola,Speechless,2018,11,47,32,6,26,0,en,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'pop dance', 'tropical house']",dance pop,2018-11-16
537,538,Lena,Thank You,2018,11,47,19,3,16,0,en,"['eurovision', 'german pop']",eurovision,2018-11-16
538,539,Kollegah,Gospel,2018,11,47,1,1,0,0,de,['german hip hop'],german hip hop,2018-12-07
539,540,Die Ärzte,Schrei nach Liebe,2018,11,47,1,1,0,0,de,"['german alternative rock', 'german pop', 'german punk', 'german rock']",german alternative rock,1993-10-04
540,541,Udo Lindenberg,Wir ziehen in den Frieden (MTV Unplugged 2),2018,11,47,1,1,0,0,,"['german pop', 'german rock', 'liedermacher']",german pop,2018-10-17
541,542,Lost Frequencies feat. The NGHBRS,Like I Love You,2018,11,47,14,5,9,0,en,"['belgian edm', 'edm', 'pop', 'pop dance', 'tropical house']",belgian edm,2019-10-04
542,543,The Chainsmokers,Beach House,2018,11,47,1,1,0,0,en,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",dance pop,2018-12-14
543,544,James Arthur & Anne-Marie,Rewrite The Stars,2018,11,47,1,1,0,0,en,"['pop', 'talent show', 'uk pop']",pop,2018-10-25
544,545,Mero,Baller los,2018,11,48,23,5,18,0,,['german hip hop'],german hip hop,2019-03-15
545,546,Azet & Zuna,Skam koh,2018,11,48,7,4,3,0,sq,"['albanian hip hop', 'german hip hop']",albanian hip hop,2018-11-23
546,547,Luciano feat. Capital Bra,Guap Gang,2018,11,48,4,4,0,0,de,"['german drill', 'german hip hop']",german drill,2018-11-23
547,548,Veysel feat. Summer Cem,Sag schon,2018,11,48,6,4,2,0,de,"['albanian hip hop', 'deep german hip hop', 'german drill', 'german hip hop']",albanian hip hop,2018-11-23
548,549,Farid Bang feat. Game,Nurmagomedow,2018,11,48,1,1,0,0,de,"['deep german hip hop', 'german hip hop']",deep german hip hop,2019-01-11
549,550,Luciano [DE],Traube Minze,2018,11,48,2,2,0,0,de,"['german drill', 'german hip hop']",german drill,2018-11-23
550,551,Luciano [DE],Gestern,2018,11,48,1,1,0,0,de,"['german drill', 'german hip hop']",german drill,2018-11-23
551,552,Luciano feat. Fredo,Money,2018,11,48,1,1,0,0,de,"['german drill', 'german hip hop']",german drill,2018-11-23
552,553,Luciano feat. Eno,Locodinho,2018,11,48,1,1,0,0,de,"['german drill', 'german hip hop']",german drill,2018-11-23
553,554,Luciano feat. Azzi Memo & Kalim,Durch die City,2018,11,48,1,1,0,0,de,"['german drill', 'german hip hop']",german drill,2018-11-23
554,555,Luciano [DE],Champion,2018,11,48,1,1,0,0,en,"['german drill', 'german hip hop']",german drill,2018-11-23
555,556,Luciano [DE],Hayate,2018,11,48,7,3,4,0,de,"['german drill', 'german hip hop']",german drill,2018-11-23
556,557,Bayern 3 feat. Christina Stürmer & das Münchner Rundfunkorchester,(Ich wünsch dir) Sternstunden,2018,11,48,2,2,0,0,,[],,2018-11-21
557,558,Fler feat. Mosenu,Gänsehaut,2018,11,48,1,1,0,0,de,['german hip hop'],german hip hop,2018-11-23
558,559,Luciano [DE],Maktub,2018,11,48,1,1,0,0,de,"['german drill', 'german hip hop']",german drill,2018-11-23
559,560,Luciano [DE],Intro [L.O.C.O.],2018,11,48,1,1,0,0,it,"['german drill', 'german hip hop']",german drill,2018-11-23
560,561,Luciano feat. Yung Hurn,Sie will,2018,11,48,1,1,0,0,de,"['german drill', 'german hip hop']",german drill,2018-11-23
561,562,Capital Bra,Feuer,2018,12,49,13,4,9,0,de,['german hip hop'],german hip hop,2018-11-30
562,563,Sido mit Haftbefehl & Kool Savas,4 Uhr nachts,2018,12,49,3,3,0,0,de,"['german hip hop', 'german pop']",german hip hop,2018-11-30
563,564,Ariana Grande,Santa Tell Me,2018,12,49,11,4,5,2,en,"['pop', 'post-teen pop']",pop,2014-11-24
564,565,Mark Ronson feat. Miley Cyrus,Nothing Breaks Like A Heart,2018,12,49,23,4,19,0,en,"['dance pop', 'pop', 'pop dance']",dance pop,2018-11-30
565,566,Shakin' Stevens,Merry Christmas Everyone,2018,12,49,10,4,4,2,en,"['europop', 'new wave pop', 'rock-and-roll', 'rockabilly', 'soft rock']",europop,1991-11-25
566,567,Michael Bublé,It's Beginning To Look A Lot Like Christmas,2018,12,49,10,4,4,2,en,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",adult standards,2012-11-09
567,568,Paul McCartney,Wonderful Christmastime,2018,12,49,9,4,4,1,en,"['album rock', 'beatlesque', 'classic rock', 'mellow gold', 'rock', 'soft rock']",album rock,1980-05-16
568,569,Band Aid,Do They Know It's Christmas?,2018,12,49,9,4,4,1,en,['musical advocacy'],musical advocacy,2004-01-01
569,570,John & Yoko / The Plastic Ono Band with The Harlem Community Choir,Happy Xmas (War Is Over),2018,12,49,9,4,4,1,,['karaoke'],karaoke,2011
570,571,Kollegah,Orbit,2018,12,49,1,1,0,0,de,['german hip hop'],german hip hop,2018-12-07
571,572,Pentatonix,Hallelujah,2018,12,49,9,4,4,1,en,['a cappella'],a cappella,2016-10-21
572,573,José Feliciano,Feliz Navidad,2018,12,49,9,4,4,1,en,"['latin pop', 'puerto rican pop']",latin pop,2001-09-03
573,574,Kelly Clarkson,Underneath The Tree,2018,12,49,10,4,4,2,en,"['dance pop', 'neo mellow', 'pop', 'pop dance', 'pop rock', 'post-teen pop', 'talent show']",dance pop,2013-10-25
574,575,Veysel feat. Soolking,Bruder,2018,12,49,1,1,0,0,fr,"['albanian hip hop', 'deep german hip hop', 'german drill', 'german hip hop']",albanian hip hop,2018-11-30
575,576,Mert,Nagelneu,2018,12,49,1,1,0,0,de,"['deep german hip hop', 'german hip hop', 'turkish trap pop']",deep german hip hop,2018-11-30
576,577,Rolf Zuckowski und seine Freunde,In der Weihnachtsbäckerei,2018,12,49,10,4,4,2,,"['german pop', 'kindermusik']",german pop,1987-01-01
577,578,Britney Spears,My Only Wish (This Year),2018,12,49,6,4,1,1,en,"['dance pop', 'pop', 'pop dance', 'pop rap', 'post-teen pop']",dance pop,2000-11-14
578,579,Queen,Thank God It's Christmas,2018,12,49,9,4,4,1,en,"['classic rock', 'glam rock', 'rock']",classic rock,1984-02-27
579,580,Bobby Helms,Jingle Bell Rock,2018,12,49,8,4,3,1,en,['adult standards'],adult standards,1957-12-02
580,581,Ellie Goulding x Diplo feat. Swae Lee,Close To Me,2018,12,49,11,1,10,0,en,"['dance pop', 'edm', 'indietronica', 'metropopolis', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",dance pop,2018-10-24
581,582,Loredana,Milliondollar$mile,2018,12,50,10,3,7,0,de,"['frauenrap', 'german hip hop', 'kosovan pop', 'romanian pop']",frauenrap,2018-12-07
582,583,King Khalil feat. Lil Lano,Para illegal,2018,12,50,5,2,3,0,de,"['deep german hip hop', 'german hip hop', 'german trap', 'german underground rap']",deep german hip hop,2019-02-01
583,584,Kool Savas,KKS,2018,12,50,1,1,0,0,de,"['deep german hip hop', 'german hip hop', 'german pop', 'turkish hip hop']",deep german hip hop,2018-12-07
584,585,London Grammar,Strong,2018,12,50,1,1,0,0,,"['metropopolis', 'nottingham indie']",metropopolis,2013-01-01
585,586,Brenda Lee,Rockin' Around The Christmas Tree,2018,12,50,8,3,4,1,en,"['adult standards', 'brill building pop']",adult standards,1964-10-19
586,587,Bryan Adams,Christmas Time,2018,12,50,8,3,4,1,en,"['album rock', 'canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'soft rock']",album rock,2007-01-01
587,588,Kontra K,Farben,2018,12,51,11,2,9,0,de,"['christlicher rap', 'german hip hop']",christlicher rap,2019-05-24
588,589,Nimo & Capo,Zoey,2018,12,51,12,2,10,0,de,"['german hip hop', 'swedish hip hop']",german hip hop,2018-12-14
589,590,Ariana Grande,Imagine,2018,12,51,2,1,1,0,en,"['pop', 'post-teen pop']",pop,2019-02-08
590,591,Daryl Hall & John Oates,Jingle Bell Rock (Daryl's Version),2018,12,51,4,2,1,1,en,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",album rock,1983-11-01
591,592,Michael Bublé & Shania Twain,White Christmas,2018,12,51,3,2,1,0,en,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",adult standards,2012-11-09
592,593,Coldplay,Christmas Lights,2018,12,51,4,2,1,1,en,"['permanent wave', 'pop']",permanent wave,2010-12-01
593,594,Andy Williams,It's The Most Wonderful Time Of The Year,2018,12,51,4,2,1,1,en,"['adult standards', 'easy listening', 'mellow gold']",adult standards,1963-11-24
594,595,Gringo & Veysel,Hello Dolly,2018,12,51,1,1,0,0,de,"['german hip hop', 'german trap', 'german underground rap', 'latin hip hop', 'reggaeton']",german hip hop,2018-12-14
595,596,Justin Bieber,Mistletoe,2018,12,51,7,2,3,2,en,"['canadian pop', 'pop', 'post-teen pop']",canadian pop,2011-01-01
596,597,Sam Smith,Have Yourself A Merry Little Christmas,2018,12,51,3,2,1,0,en,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",dance pop,2014-12-05
597,598,Band Aid 30,Do They Know It's Christmas? (2014),2018,12,51,3,2,1,0,en,['musical advocacy'],musical advocacy,2014-01-01
598,599,Capital Bra,Benzema,2018,12,52,23,1,22,0,de,['german hip hop'],german hip hop,2019-04-12
599,600,Azet & Zuna,Lelele,2018,12,52,13,1,12,0,de,"['albanian hip hop', 'german hip hop']",albanian hip hop,2018-12-20
600,601,Meghan Trainor,I'll Be Home,2018,12,52,3,1,1,1,en,"['dance pop', 'hip pop', 'pop', 'pop dance', 'post-teen pop']",dance pop,2020-10-30
601,602,Miley Cyrus & Mark Ronson feat. Sean Ono Lennon,Happy Xmas (War Is Over),2018,12,52,1,1,0,0,en,"['dance pop', 'pop', 'pop dance', 'post-teen pop']",dance pop,2018-12-14
602,603,Sia,Santa's Coming For Us,2018,12,52,2,1,1,0,en,"['australian dance', 'australian pop', 'dance pop', 'pop', 'pop dance']",australian dance,2018-11-01
603,604,Gwen Stefani feat. Blake Shelton,You Make It Feel Like Christmas,2018,12,52,2,1,1,0,en,"['dance pop', 'europop', 'hip pop', 'pop', 'pop dance', 'pop rock', 'post-teen pop', 'urban contemporary']",dance pop,2017-10-06
604,605,*N Sync,"Merry Christmas, Happy Holidays",2018,12,52,2,1,1,0,en,"['boy band', 'dance pop', 'europop', 'pop']",boy band,1998-10-23
605,606,Kylie Minogue,Santa Baby,2018,12,52,2,1,1,0,en,"['australian dance', 'australian pop', 'dance pop', 'electropop', 'eurodance', 'europop', 'new wave pop', 'pop', 'pop dance']",australian dance,2010-11-30
606,607,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,2018,12,52,3,1,1,1,en,"['adult standards', 'easy listening', 'lounge']",adult standards,1959-01-01
607,608,Sarah Connor,The Best Side Of Life,2018,12,52,3,1,1,1,en,"['europop', 'german pop']",europop,2006-01-01
608,609,Michael Bublé,Santa Claus Is Coming To Town,2018,12,52,2,1,1,0,en,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",adult standards,2012-11-09
609,610,Frankie Goes To Hollywood,The Power Of Love,2018,12,52,2,1,1,0,en,"['art rock', 'dance rock', 'hi-nrg', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",art rock,1984-10-20
610,611,Slade,Merry Xmas Everybody,2018,12,52,2,1,1,0,en,"['album rock', 'art rock', 'blues rock', 'classic uk pop', 'glam rock', 'hard rock', 'rock']",album rock,1973-11-07
611,612,Elton John,Step Into Christmas,2018,12,52,2,1,1,0,en,"['glam rock', 'mellow gold', 'piano rock', 'soft rock']",glam rock,1973-10-05
612,613,Dean Martin,Rudolph The Red Nosed Reindeer,2018,12,52,2,1,1,0,en,"['adult standards', 'easy listening', 'lounge']",adult standards,1959-01-01
613,614,Eartha Kitt with Henri René and his Orchestra,Santa Baby,2018,12,52,2,1,1,0,,"['adult standards', 'lounge', 'torch song', 'vocal jazz']",adult standards,2002
614,615,Frank Sinatra,Let It Snow! Let It Snow! Let It Snow!,2018,12,52,2,1,1,0,en,"['adult standards', 'easy listening', 'lounge']",adult standards,1994-11-08
615,616,The Ronettes,Sleigh Ride,2018,12,52,3,1,1,1,en,"['adult standards', 'brill building pop', 'classic girl group', 'motown', 'soul']",adult standards,1963
616,617,Michael Bublé,Holly Jolly Christmas,2018,12,52,3,1,1,1,en,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",adult standards,2012-11-09
617,618,Bing Crosby,White Christmas,2018,12,52,2,1,1,0,,"['adult standards', 'easy listening']",adult standards,1942-01-01
618,619,Bruce Springsteen,Santa Claus Is Comin' To Town,2018,12,52,1,1,0,0,en,"['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",classic rock,1981
619,620,Backstreet Boys,Christmas Time,2018,12,52,1,1,0,0,en,"['boy band', 'dance pop', 'europop']",boy band,2019-11-09
620,621,Kelly Clarkson,Christmas Eve,2018,12,52,1,1,0,0,en,"['dance pop', 'neo mellow', 'pop', 'pop dance', 'pop rock', 'post-teen pop', 'talent show']",dance pop,2017-10-18
621,622,Perry Como & The Fontane Sisters,It's Beginning To Look A Lot Like Christmas,2018,12,52,1,1,0,0,en,"['adult standards', 'brill building pop', 'easy listening', 'vocal jazz']",adult standards,1999-08-20
622,623,Frank Sinatra,Jingle Bells,2018,12,52,2,1,1,0,en,"['adult standards', 'easy listening', 'lounge']",adult standards,1957-09
623,624,Jona Lewie,Stop The Cavalry,2018,12,52,1,1,0,0,en,['new wave pop'],new wave pop,1982
624,625,Burl Ives,A Holly Jolly Christmas,2018,12,52,1,1,0,0,en,"['adult standards', 'american folk revival']",adult standards,1998-01-01
625,626,Hurts,All I Want For Christmas Is New Years Day,2018,12,52,1,1,0,0,en,"['electropop', 'metropopolis', 'neo-synthpop']",electropop,2011-10-28
626,627,Leona Lewis,Winter Wonderland,2018,12,52,1,1,0,0,en,"['british soul', 'dance pop', 'europop', 'pop', 'pop dance', 'post-teen pop', 'talent show', 'urban contemporary']",british soul,2013-12-02
627,628,The Kingdom Choir feat. Camélia Jordana & Namika,Holidays Are Coming,2018,12,52,3,1,1,1,en,[],,2018-11-09
628,629,"LX & Maxwell feat. Bonez MC, Gzuz & Sa4",HaifischNikez Allstars,2019,1,1,11,0,11,0,de,"['deep german hip hop', 'german hip hop', 'hamburg hip hop']",deep german hip hop,2018-12-28
629,630,Kerstin Ott & Helene Fischer,Regenbogenfarben,2019,1,1,36,0,26,10,de,"['german pop', 'partyschlager', 'schlager']",german pop,2018-08-17
630,631,Post Malone,Wow.,2019,1,1,27,0,27,0,en,"['dfw rap', 'melodic rap', 'rap']",dfw rap,2019-09-06
631,632,Nimo & Capo,Anderes Niveau,2019,1,1,2,0,2,0,de,"['german hip hop', 'swedish hip hop']",german hip hop,2019-03-22
632,633,Nash & Azet,"Crack, Koks, Piece Unternehmen",2019,1,2,5,0,5,0,de,"['german hip hop', 'german trap', 'german underground rap']",german hip hop,2019-01-04
633,634,Capo feat. Nimo,Lambo Diablo GT,2019,1,2,9,0,9,0,de,['german hip hop'],german hip hop,2019-01-04
634,635,C Arma,Yapma,2019,1,2,34,0,34,0,id,['german r&b'],german r&b,2018-12-21
635,636,Meek Mill feat. Drake,Going Bad,2019,1,2,1,0,1,0,en,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",hip hop,2018-11-30
636,637,Chris Brown,Undecided,2019,1,2,1,0,1,0,en,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",dance pop,2019-06-28
637,638,FiNCH ASOZiAL,Abfahrt,2019,1,2,4,0,4,0,en,"['german hip hop', 'indie deutschrap', 'tekk']",german hip hop,2019-03-08
638,639,Shindy,DODI,2019,1,3,16,0,16,0,en,['german hip hop'],german hip hop,2019-07-12
639,640,Farid Bang,#niemalsantäuschen,2019,1,3,7,0,7,0,de,"['deep german hip hop', 'german hip hop']",deep german hip hop,2019-01-18
640,641,Fero47,Jaja,2019,1,3,16,0,16,0,de,['german hip hop'],german hip hop,2019-01-11
641,642,Nimo & Capo,Shem Shem & Sex,2019,1,3,9,0,9,0,de,"['german hip hop', 'swedish hip hop']",german hip hop,2019-01-11
642,643,Calvin Harris & Rag'n'Bone Man,Giant,2019,1,3,25,0,25,0,en,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",dance pop,2019-01-11
643,644,Hugel feat. Amber Van Day,WTF,2019,1,3,16,0,16,0,en,"['deep house', 'pop dance', 'tropical house']",deep house,2018-11-30
644,645,Sam Smith & Normani,Dancing With A Stranger,2019,1,3,18,0,18,0,en,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",dance pop,2019-01-11
645,646,Gesaffelstein & The Weeknd,Lost In The Fire,2019,1,3,4,0,4,0,en,"['dark clubbing', 'destroy techno', 'electro house']",dark clubbing,2019-03-08
646,647,Nura x Remoe,SOS,2019,1,3,1,0,1,0,de,"['frauenrap', 'german hip hop', 'german pop']",frauenrap,2019-01-11
647,648,Alligatoah,Nicht wecken (Heute),2019,1,3,1,0,1,0,de,['german pop'],german pop,2019-01-11
648,649,Khalid,Saturday Nights,2019,1,3,2,0,2,0,en,"['alternative r&b', 'pop']",alternative r&b,2018-10-19
649,650,Gallo Nero,471,2019,1,3,1,0,1,0,de,[],,2019-01-11
650,651,Noah [DE],200km/h,2019,1,3,1,0,1,0,de,"['german hip hop', 'german underground rap']",german hip hop,2019-01-25
651,652,Mero,Hobby Hobby,2019,1,4,14,0,14,0,de,['german hip hop'],german hip hop,2019-01-18
652,653,Ariana Grande,7 Rings,2019,1,4,19,0,19,0,en,"['pop', 'post-teen pop']",pop,2019-02-08
653,654,Kontra K,Warnung,2019,1,4,13,0,13,0,de,"['christlicher rap', 'german hip hop']",christlicher rap,2019-05-24
654,655,Azet & Zuna,Wenn die Sonne untergeht,2019,1,4,9,0,9,0,de,"['albanian hip hop', 'german hip hop']",albanian hip hop,2019-01-18
655,656,Kool Savas feat. Nessi,Deine Mutter,2019,1,4,13,0,13,0,de,"['deep german hip hop', 'german hip hop', 'german pop', 'turkish hip hop']",deep german hip hop,2019-02-08
656,657,Gent feat. Kurdo,100 K,2019,1,4,1,0,1,0,de,"['german hip hop', 'german underground rap']",german hip hop,2019-01-18
657,658,Jazn & Azzi Memo,Patron,2019,1,4,1,0,1,0,de,"['german hip hop', 'german trap', 'german underground rap']",german hip hop,2019-01-18
658,659,Dermot Kennedy,Power Over Me,2019,1,4,13,0,13,0,en,"['folk-pop', 'irish pop', 'pop']",folk-pop,2019-10-04
659,660,Kianush,Rückkehr,2019,1,4,1,0,1,0,de,"['deep german hip hop', 'german hip hop', 'german trap']",deep german hip hop,2019-04-26
660,661,SDP,Unikat,2019,1,4,1,0,1,0,de,"['german hip hop', 'german pop', 'german reggae', 'german rock', 'partyschlager']",german hip hop,2019-03-01
661,662,A Boogie Wit Da Hoodie,Look Back At It,2019,1,4,15,0,15,0,en,"['melodic rap', 'pop rap', 'rap', 'trap']",melodic rap,2018-12-21
662,663,Capital Bra,Prinzessa,2019,2,5,23,0,23,0,hr,['german hip hop'],german hip hop,2019-04-12
