,id,artist,title,year,month,week,totalweeksincharts,total2018weeksincharts,total2019weeksincharts,total2020weeksincharts,lang,genres,genre,release
993,994,PA Sports feat. Jamule & MoTrip,Hellwach,2019,7,28,1,0,1,0,de,"['deep german hip hop', 'german hip hop']",deep german hip hop,2019-07-04
994,995,Ed Sheeran feat. Yebba,Best Part Of Me,2019,7,28,2,0,2,0,en,"['pop', 'uk pop']",pop,2019-07-05
995,996,Kalim feat. Jamule,63,2019,7,28,1,0,1,0,de,"['german hip hop', 'german trap', 'german underground rap', 'hamburg hip hop']",german hip hop,2019-07-04
996,997,Ed Sheeran with Chris Stapleton & Bruno Mars,Blow,2019,7,28,2,0,2,0,en,"['pop', 'uk pop']",pop,2019-07-05
997,998,Samra x Capital Bra,Zombie,2019,7,29,14,0,14,0,en,['german hip hop'],german hip hop,2019-07-11
998,999,Shindy,Raffaello,2019,7,29,5,0,5,0,de,['german hip hop'],german hip hop,2019-07-12
999,1000,Sido feat. Luciano,Energie,2019,7,29,8,0,8,0,en,"['german hip hop', 'german pop']",german hip hop,2019-09-26
1000,1001,Shindy,Babygirl,2019,7,29,4,0,4,0,de,['german hip hop'],german hip hop,2019-07-12
1001,1002,Shindy,Babyblau,2019,7,29,3,0,3,0,en,['german hip hop'],german hip hop,2019-07-12
1002,1003,Ed Sheeran with Travis Scott,Antisocial,2019,7,29,4,0,4,0,en,"['pop', 'uk pop']",pop,2019-07-12
1003,1004,Shindy,Drama,2019,7,29,2,0,2,0,de,['german hip hop'],german hip hop,2019-07-12
1004,1005,Shindy,Rapsuperstar,2019,7,29,2,0,2,0,de,['german hip hop'],german hip hop,2019-07-12
1005,1006,Ed Sheeran feat. Eminem & 50 Cent,Remember The Name,2019,7,29,2,0,2,0,en,"['pop', 'uk pop']",pop,2019-07-12
1006,1007,Shindy,Bietigheim Sunshine,2019,7,29,1,0,1,0,de,['german hip hop'],german hip hop,2019-07-12
1007,1008,Shindy,Honigtopf,2019,7,29,1,0,1,0,de,['german hip hop'],german hip hop,2019-07-12
1008,1009,Ed Sheeran feat. Camila Cabello & Cardi B,South Of The Border,2019,7,29,21,0,14,7,en,"['pop', 'uk pop']",pop,2019-07-12
1009,1010,Apache 207,2 Minuten,2019,7,29,21,0,21,0,de,['german hip hop'],german hip hop,2019-07-12
1010,1011,Shindy,MMM,2019,7,29,1,0,1,0,de,['german hip hop'],german hip hop,2019-07-12
1011,1012,Shindy,Shoot,2019,7,29,1,0,1,0,de,['german hip hop'],german hip hop,2019-07-12
1012,1013,Reynmen,Ela,2019,7,29,3,0,3,0,tr,"['turkish hip hop', 'turkish trap pop']",turkish hip hop,2019-07-13
1013,1014,Ed Sheeran feat. Stormzy,Take Me Back To London,2019,7,29,1,0,1,0,en,"['pop', 'uk pop']",pop,2019-07-12
1014,1015,Mert,Boxerschnitt [2019],2019,7,29,2,0,2,0,de,"['deep german hip hop', 'german hip hop', 'turkish trap pop']",deep german hip hop,2019-07-12
1015,1016,Shindy,Oud Interlude,2019,7,29,1,0,1,0,de,['german hip hop'],german hip hop,2019-07-12
1016,1017,KC Rebell & RAF Camora,Neptun,2019,7,30,9,0,9,0,de,"['german drill', 'german hip hop']",german drill,2019-07-18
1017,1018,Ufo361 feat. Gunna,On Time,2019,7,30,5,0,5,0,de,"['german cloud rap', 'german hip hop']",german cloud rap,2019-08-09
1018,1019,Luciano [DE],Im Film,2019,7,30,8,0,8,0,de,"['german drill', 'german hip hop']",german drill,2019-07-18
1019,1020,Dardan,Kadale,2019,7,30,4,0,4,0,de,"['albanian hip hop', 'german hip hop']",albanian hip hop,2019-07-19
1020,1021,Sam Smith,How Do You Sleep?,2019,7,30,17,0,17,0,en,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",dance pop,2019-07-19
1021,1022,"AriBeatz, Fero47 & YL",Amphetamin,2019,7,30,1,0,1,0,fr,[],,2019-07-19
1022,1023,Ali Gatie,It's You,2019,7,30,8,0,8,0,en,"['canadian hip hop', 'pop']",canadian hip hop,2019-11-08
1023,1024,Y2K & bbno$,Lalala,2019,7,30,15,0,15,0,en,['pop rap'],pop rap,2019-06-28
1024,1025,Ufo361 feat. RAF Camora,Nummer,2019,8,31,9,0,9,0,de,"['german cloud rap', 'german hip hop']",german cloud rap,2019-07-26
1025,1026,Mero,Mein Kopf,2019,8,31,3,0,3,0,de,['german hip hop'],german hip hop,2019-07-26
1026,1027,Azet,Money Money,2019,8,31,3,0,3,0,de,"['albanian hip hop', 'german hip hop']",albanian hip hop,2019-07-26
1027,1028,Katja Krasavice,Gucci Girl,2019,8,31,2,0,2,0,de,['frauenrap'],frauenrap,2020-01-17
1028,1029,Summer Cem feat. Elias,Bayram,2019,8,31,3,0,3,0,de,['german hip hop'],german hip hop,2019-11-08
1029,1030,AK Ausserkontrolle,Berlin,2019,8,31,3,0,3,0,de,['german hip hop'],german hip hop,2019-09-13
1030,1031,Seeed,Lass sie gehn,2019,8,31,1,0,1,0,de,"['german hip hop', 'german pop', 'german reggae', 'german rock']",german hip hop,2019-10-04
1031,1032,The Chainsmokers & Illenium feat. Lennon Stella,Takeaway,2019,8,31,18,0,18,0,en,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",dance pop,2019-12-06
1032,1033,Kurdo,Alles Coco,2019,8,31,1,0,1,0,de,"['deep german hip hop', 'german hip hop', 'german underground rap', 'kurdish hip hop']",deep german hip hop,2019-07-26
1033,1034,Olexesh feat. Azzi Memo & Zack Ink,Merri,2019,8,31,1,0,1,0,de,"['deep german hip hop', 'german drill', 'german hip hop']",deep german hip hop,2019-07-25
1034,1035,A Boogie Wit Da Hoodie feat. Veysel,Swervin,2019,8,31,4,0,4,0,en,"['melodic rap', 'pop rap', 'rap', 'trap']",melodic rap,2018-12-21
1035,1036,LUM!X & Gabry Ponte,Monster,2019,8,31,70,0,22,48,en,"['edm', 'melbourne bounce international', 'pop dance', 'tropical house']",edm,2019-04-19
1036,1037,Marshmello & Kane Brown,One Thing Right,2019,8,31,8,0,8,0,en,"['brostep', 'edm', 'pop', 'pop dance', 'progressive electro house']",brostep,2019-06-21
1037,1038,Kollegah und Majoe,Wat is' denn los mit dir 2,2019,8,31,1,0,1,0,de,['german hip hop'],german hip hop,2019-07-26
1038,1039,Dimitri Vegas & Like Mike / David Guetta / Daddy Yankee / Afro Bros / Natti Natasha,Instagram,2019,8,31,18,0,18,0,en,"['belgian dance', 'belgian edm', 'big room', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'tropical house']",belgian dance,2019-07-05
1039,1040,Loredana feat. Mozzik,Eiskalt,2019,8,32,25,0,20,5,de,"['frauenrap', 'german hip hop', 'kosovan pop', 'romanian pop']",frauenrap,2019-08-02
1040,1041,Pietro Lombardi,Macarena,2019,8,32,5,0,5,0,de,['german pop'],german pop,2019-08-02
1041,1042,Capo,Run Run Run,2019,8,32,15,0,14,1,de,['german hip hop'],german hip hop,2019-08-02
1042,1043,"Trettmann, KitschKrieg & Gzuz",Du weißt,2019,8,32,7,0,7,0,de,"['german cloud rap', 'german hip hop', 'german pop', 'hamburg hip hop']",german cloud rap,2019-09-13
1043,1044,Sido feat. Monchi,Leben vor dem Tod,2019,8,32,14,0,14,0,de,"['german hip hop', 'german pop']",german hip hop,2019-09-26
1044,1045,Ariana Grande & Social House,Boyfriend,2019,8,32,5,0,5,0,en,"['pop', 'post-teen pop']",pop,2019-08-02
1045,1046,Farid Bang,Millionär,2019,8,32,1,0,1,0,de,"['deep german hip hop', 'german hip hop']",deep german hip hop,2019-08-01
1046,1047,Butrint Imeri & Nimo,Dream Girl,2019,8,32,2,0,2,0,de,['albanian pop'],albanian pop,2019-08-01
1047,1048,Sero el Mero,Nokia,2019,8,32,1,0,1,0,de,"['german hip hop', 'german trap', 'turkish trap pop']",german hip hop,2019-08-02
1048,1049,Mortel + Bonez MC,Zu echt,2019,8,32,1,0,1,0,de,"['german drill', 'german hip hop', 'german trap']",german drill,2019-08-02
1049,1050,Jamule,Dollarzeichen,2019,8,32,1,0,1,0,de,"['german hip hop', 'german trap']",german hip hop,2019-08-01
1050,1051,Blanco Brown,The Git Up,2019,8,32,14,0,14,0,en,['country rap'],country rap,2019-10-10
1051,1052,Anuel AA / Daddy Yankee / Karol G / Ozuna / J Balvin,China,2019,8,32,9,0,9,0,en,"['latin', 'reggaeton', 'reggaeton flow', 'trap latino']",latin,2019-07-19
1052,1053,Lil Tecca,Ran$om,2019,8,32,9,0,9,0,en,"['melodic rap', 'rap', 'trap']",melodic rap,2019-08-30
1053,1054,Trettmann & KitschKrieg,Intro [Trettmann],2019,8,32,2,0,2,0,de,"['german cloud rap', 'german hip hop', 'german pop', 'hamburg hip hop']",german cloud rap,2019-09-13
1054,1055,Summer Cem feat. KC Rebell,Rollerblades,2019,8,33,7,0,7,0,de,['german hip hop'],german hip hop,2019-11-08
1055,1056,Mero x Brado,Olé Olé,2019,8,33,4,0,4,0,de,['german hip hop'],german hip hop,2019-08-09
1056,1057,Ufo361 feat. Yung Hurn,Lost,2019,8,33,2,0,2,0,de,"['german cloud rap', 'german hip hop']",german cloud rap,2019-08-09
1057,1058,Olexesh feat. A Boogie Wit Da Hoodie,Ouh Mädchen,2019,8,33,3,0,3,0,de,"['deep german hip hop', 'german drill', 'german hip hop']",deep german hip hop,2019-08-08
1058,1059,Tones And I,Dance Monkey,2019,8,33,69,0,20,49,en,['australian pop'],australian pop,2019-10-17
1059,1060,Felix Jaehn feat. Calum Scott,Love On Myself,2019,8,33,10,0,10,0,en,"['dance pop', 'edm', 'electro house', 'german dance', 'pop', 'pop dance', 'tropical house']",dance pop,2019-06-28
1060,1061,Azzi Memo,Gelato,2019,8,33,1,0,1,0,de,"['german hip hop', 'german trap', 'german underground rap']",german hip hop,2019-08-09
1061,1062,Luciano [DE],Yeah,2019,8,34,7,0,7,0,en,"['german drill', 'german hip hop']",german drill,2019-08-29
1062,1063,Lena x Nico Santos,Better,2019,8,34,26,0,18,8,en,"['eurovision', 'german pop']",eurovision,2019-08-16
1063,1064,Olexesh,9mm Bang,2019,8,34,2,0,2,0,de,"['deep german hip hop', 'german drill', 'german hip hop']",deep german hip hop,2019-08-15
1064,1065,Sero el Mero,Telefon,2019,8,34,1,0,1,0,de,"['german hip hop', 'german trap', 'turkish trap pop']",german hip hop,2019-08-16
1065,1066,Grungo x Puls feat. kontra K,Champions,2019,8,34,1,0,1,0,de,"['german hip hop', 'german trap', 'german underground rap', 'latin hip hop', 'reggaeton']",german hip hop,2019-08-16
1066,1067,Nash feat. Azet,Leben schnell,2019,8,34,2,0,2,0,de,"['german hip hop', 'german trap', 'german underground rap']",german hip hop,2019-08-16
1067,1068,Tim Bendzko,Hoch,2019,8,34,29,0,19,10,de,['german pop'],german pop,2019-10-18
1068,1069,Fler,Shirinbae,2019,8,34,2,0,2,0,de,['german hip hop'],german hip hop,2019-08-18
1069,1070,Miley Cyrus,Slide Away,2019,8,34,3,0,3,0,en,"['dance pop', 'pop', 'pop dance', 'post-teen pop']",dance pop,2019-08-16
1070,1071,Mois,1991,2019,8,34,1,0,1,0,de,"['deep german hip hop', 'german hip hop']",deep german hip hop,2019-08-16
1071,1072,Taylor Swift,Lover,2019,8,34,2,0,2,0,en,"['dance pop', 'pop']",dance pop,2019-08-23
1072,1073,Ellie Goulding & Juice WRLD,Hate Me,2019,8,34,8,0,7,1,en,"['dance pop', 'edm', 'indietronica', 'metropopolis', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",dance pop,2019-06-26
1073,1074,Capital Bra x Samra,Nummer 1,2019,8,35,11,0,11,0,en,['german hip hop'],german hip hop,2019-08-22
1074,1075,Apache 207,Roller,2019,8,35,67,0,18,49,de,['german hip hop'],german hip hop,2019-10-25
1075,1076,Shirin David,Brillis,2019,8,35,8,0,8,0,de,"['frauenrap', 'german pop']",frauenrap,2019-09-19
1076,1077,Miami Yacine,Intro Résumé,2019,8,35,6,0,6,0,de,"['deep german hip hop', 'german hip hop']",deep german hip hop,2019-08-21
1077,1078,Mero,No Name,2019,8,35,3,0,3,0,de,['german hip hop'],german hip hop,2019-08-23
1078,1079,Data Luv,Now*,2019,8,35,2,0,2,0,de,"['german hip hop', 'german trap']",german hip hop,2019-10-11
1079,1080,Noah [DE],Kal kal,2019,8,35,3,0,3,0,tr,"['german hip hop', 'german underground rap']",german hip hop,2019-08-23
1080,1081,AriBeatz x Nimo x Lacrim,J-Lo,2019,8,35,1,0,1,0,fr,[],,2019-08-23
1081,1082,Ufo361,04:30,2019,8,35,6,0,5,1,de,"['german cloud rap', 'german hip hop']",german cloud rap,2019-08-09
1082,1083,Apache 207,Kein Problem,2019,8,35,30,0,18,12,de,['german hip hop'],german hip hop,2019-04-05
1083,1084,Lil Lano,Fische,2019,8,35,1,0,1,0,de,"['deep german hip hop', 'german hip hop', 'german trap']",deep german hip hop,2019-08-23
1084,1085,Kurdo,Nala,2019,8,35,1,0,1,0,de,"['deep german hip hop', 'german hip hop', 'german underground rap', 'kurdish hip hop']",deep german hip hop,2019-08-23
1085,1086,Trettmann & KitschKrieg,Stolpersteine,2019,8,35,2,0,2,0,de,"['german cloud rap', 'german hip hop', 'german pop', 'hamburg hip hop']",german cloud rap,2019-09-13
1086,1087,Lauv feat. Anne-Marie,"F**k, I'm Lonely",2019,8,35,8,0,8,0,en,['karaoke'],karaoke,2019-09-02
1087,1088,Lotte & Max Giesinger,"Auf das, was da noch kommt",2019,8,35,14,0,12,2,de,"['german pop', 'german pop rock']",german pop,2019-09-27
1088,1089,Yung Hurn,Rauch,2019,8,35,1,0,1,0,de,"['german hip hop', 'german trap', 'phonk']",german hip hop,2019-11-08
1089,1090,RIN,Up In Smoke,2019,9,36,12,0,12,0,de,"['german cloud rap', 'german hip hop']",german cloud rap,2019-08-30
1090,1091,RAF Camora,Vendetta,2019,9,36,9,0,9,0,de,['german hip hop'],german hip hop,2019-08-30
1091,1092,Luciano feat. Ufo361 & Lil Baby,Fendi Drip,2019,9,36,8,0,8,0,de,"['german drill', 'german hip hop']",german drill,2019-08-29
1092,1093,Summer Cem,Primetime,2019,9,36,13,0,13,0,de,['german hip hop'],german hip hop,2019-11-08
1093,1094,Sido feat. Samra & Kool Savas,High,2019,9,36,7,0,7,0,en,"['german hip hop', 'german pop']",german hip hop,2019-09-26
1094,1095,Dardan feat. Xiara,Genauso,2019,9,36,13,0,13,0,de,"['albanian hip hop', 'german hip hop']",albanian hip hop,2019-08-16
1095,1096,18 Karat feat. Nura,Verliebt in einen Gangster 2,2019,9,36,5,0,5,0,de,"['deep german hip hop', 'german hip hop', 'german underground rap']",deep german hip hop,2019-08-30
1096,1097,Post Malone,Circles,2019,9,36,34,0,17,17,en,"['dfw rap', 'melodic rap', 'rap']",dfw rap,2019-09-06
1097,1098,Eren Can & Batu,Junior Neymar,2019,9,36,6,0,6,0,de,"['german hip hop', 'turkish trap pop']",german hip hop,2019-08-29
1098,1099,"Olexesh, Celo & Abdi",Benzin,2019,9,36,3,0,3,0,de,"['deep german hip hop', 'german drill', 'german hip hop']",deep german hip hop,2019-08-29
1099,1100,Kalazh44,Bonbon,2019,9,36,2,0,2,0,de,"['german drill', 'german hip hop', 'german trap', 'german underground rap']",german drill,2019-08-30
1100,1101,Loredana feat. Mero,Kein Plan,2019,9,37,13,0,13,0,de,"['frauenrap', 'german hip hop', 'kosovan pop', 'romanian pop']",frauenrap,2019-09-06
1101,1102,Samra x Capital Bra,Huracan,2019,9,37,13,0,13,0,en,['german hip hop'],german hip hop,2019-09-05
1102,1103,Mika [DE],Paradies,2019,9,37,8,0,8,0,en,"['german hip hop', 'german r&b', 'german trap']",german hip hop,2019-09-06
1103,1104,Eno,Entourage,2019,9,37,2,0,2,0,de,"['german drill', 'german hip hop']",german drill,2019-09-05
1104,1105,Bausa,Tempomat,2019,9,37,2,0,2,0,de,"['german hip hop', 'german pop']",german hip hop,2019-09-06
1105,1106,Post Malone,Saint-Tropez,2019,9,37,4,0,4,0,en,"['dfw rap', 'melodic rap', 'rap']",dfw rap,2019-09-06
1106,1107,AK Ausserkontrolle & Fux Ausserkontrolle,Lucky Luke,2019,9,37,1,0,1,0,de,['german hip hop'],german hip hop,2019-09-13
1107,1108,PA Sports feat. Kianush,Suizid,2019,9,37,2,0,2,0,en,"['deep german hip hop', 'german hip hop']",deep german hip hop,2019-10-04
1108,1109,Camila Cabello,Liar,2019,9,37,12,0,12,0,en,"['dance pop', 'electropop', 'pop', 'pop dance', 'post-teen pop']",dance pop,2019-09-04
1109,1110,Camila Cabello,Shameless,2019,9,37,1,0,1,0,en,"['dance pop', 'electropop', 'pop', 'pop dance', 'post-teen pop']",dance pop,2019-09-05
1110,1111,Loredana,Genick,2019,9,38,12,0,12,0,de,"['frauenrap', 'german hip hop', 'kosovan pop', 'romanian pop']",frauenrap,2019-09-13
1111,1112,Lindemann,Steh auf,2019,9,38,1,0,1,0,de,['neue deutsche harte'],neue deutsche harte,2019-11-22
1112,1113,Trettmann & KitschKrieg feat. Alli Neumann,Zeit steht,2019,9,38,12,0,11,1,de,"['german cloud rap', 'german hip hop', 'german pop', 'hamburg hip hop']",german cloud rap,2019-09-13
1113,1114,"Ariana Grande, Miley Cyrus & Lana Del Rey",Don't Call Me Angel,2019,9,38,5,0,5,0,en,"['pop', 'post-teen pop']",pop,2019-11-01
1114,1115,Olexesh & Nimo,Augen Husky,2019,9,38,7,0,7,0,de,"['deep german hip hop', 'german drill', 'german hip hop']",deep german hip hop,2019-09-12
1115,1116,Gringo x RAF Camora,Barcelona,2019,9,38,3,0,3,0,de,"['german hip hop', 'german trap', 'german underground rap', 'latin hip hop', 'reggaeton']",german hip hop,2019-09-13
1116,1117,Farid Bang feat. Musiye & Blueface,Fulu$,2019,9,38,2,0,2,0,de,"['deep german hip hop', 'german hip hop']",deep german hip hop,2019-09-13
1117,1118,Pietro Basile feat. Sarah,Ich liebe nur dich,2019,9,38,2,0,2,0,de,[],,2019-09-13
1118,1119,Capital Bra x Samra & Lea,110,2019,9,39,44,0,14,30,en,['german hip hop'],german hip hop,2019-09-19
1119,1120,Apache 207,200 km/h,2019,9,39,47,0,14,33,de,['german hip hop'],german hip hop,2019-10-25
1120,1121,Bushido - Animus,Ronin,2019,9,39,4,0,4,0,de,"['deep german hip hop', 'german hip hop']",deep german hip hop,2019-09-20
1121,1122,Summer Cem feat. Luciano,Summer Cem,2019,9,39,13,0,11,2,de,['german hip hop'],german hip hop,2019-11-08
1122,1123,RAF Camora,Adriana,2019,9,39,15,0,12,3,de,['german hip hop'],german hip hop,2019-09-20
1123,1124,Shirin David & Xavier Naidoo,Nur mit dir,2019,9,39,8,0,8,0,de,"['frauenrap', 'german pop']",frauenrap,2019-09-19
1124,1125,Fero47,Schau mich an,2019,9,39,5,0,5,0,de,['german hip hop'],german hip hop,2019-09-20
1125,1126,Mero,Meine Hand,2019,9,39,2,0,2,0,de,['german hip hop'],german hip hop,2019-09-20
1126,1127,Sido feat. Johannes Oerding,Pyramiden,2019,9,39,10,0,10,0,en,"['german hip hop', 'german pop']",german hip hop,2019-09-26
1127,1128,Wincent Weiss,Einmal im Leben,2019,9,39,1,0,1,0,de,['german pop'],german pop,2019-09-20
1128,1129,Seeed,G€ld,2019,9,39,7,0,7,0,en,"['german hip hop', 'german pop', 'german reggae', 'german rock']",german hip hop,2019-10-04
1129,1130,Kummer,Bei Dir,2019,9,39,8,0,8,0,de,['german pop'],german pop,2019-10-10
1130,1131,AnnenMayKantereit,Ozean,2019,9,39,1,0,1,0,de,"['cologne indie', 'german pop', 'german singer-songwriter']",cologne indie,2019-09-20
1131,1132,Mark Forster,194 Länder,2019,9,39,34,0,14,20,de,['german pop'],german pop,2018-11-16
1132,1133,Regard,Ride It,2019,9,39,54,0,14,40,en,"['edm', 'pop dance', 'pop edm', 'tropical house']",edm,2019-07-26
1133,1134,Maroon 5,Memories,2019,9,39,32,0,14,18,en,"['pop', 'pop rock']",pop,2019-09-20
1134,1135,The Cratez & Bonez MC,Honda Civic,2019,10,40,19,0,12,7,de,['german hip hop'],german hip hop,2019-09-27
1135,1136,Sido feat. Apache 207,2002,2019,10,40,42,0,13,29,de,"['german hip hop', 'german pop']",german hip hop,2019-09-26
1136,1137,RIN,Fabergé,2019,10,40,11,0,11,0,de,"['german cloud rap', 'german hip hop']",german cloud rap,2019-09-27
1137,1138,SSIO,Hash Hash,2019,10,40,5,0,5,0,de,"['deep german hip hop', 'german hip hop', 'hamburg hip hop']",deep german hip hop,2019-12-06
1138,1139,Jamule,Moneyhoneydrip,2019,10,40,9,0,9,0,de,"['german hip hop', 'german trap']",german hip hop,2020-02-13
1139,1140,Mero,QDH Family,2019,10,40,1,0,1,0,de,['german hip hop'],german hip hop,2019-09-27
1140,1141,K-Fly & MCN,Wenn du da bist,2019,10,40,1,0,1,0,de,['german pop'],german pop,2019-09-27
1141,1142,Sam Feldt feat. Rani,Post Malone,2019,10,40,38,0,12,26,en,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'tropical house']",dance pop,2019-09-12
1142,1143,Capital Bra & Samra,Berlin lebt wie nie zuvor,2019,10,41,9,0,9,0,de,['german hip hop'],german hip hop,2019-10-03
1143,1144,Travis Scott,Highest In The Room,2019,10,41,28,0,11,17,en,['rap'],rap,2019-10-04
1144,1145,Bausa & Zuna,Biturbo,2019,10,41,3,0,3,0,de,"['german hip hop', 'german pop']",german hip hop,2019-10-04
1145,1146,Eno,Bunte Farben,2019,10,41,2,0,2,0,de,"['german drill', 'german hip hop']",german drill,2019-10-03
1146,1147,Dan + Shay / Justin Bieber,"10,000 Hours",2019,10,41,5,0,5,0,en,"['contemporary country', 'pop']",contemporary country,2019-10-04
1147,1148,Blackbear,Hot Girl Bummer,2019,10,41,25,0,12,13,en,"['electropop', 'pop', 'pop rap']",electropop,2020-08-21
1148,1149,Dermot Kennedy,Outnumbered,2019,10,41,14,0,11,3,en,"['folk-pop', 'irish pop', 'pop']",folk-pop,2019-06-13
1149,1150,Tarek K.I.Z,Kaputt wie ich,2019,10,41,1,0,1,0,,[],,2019-10-04
1150,1151,Fler,Keiner kann was machen,2019,10,41,1,0,1,0,de,['german hip hop'],german hip hop,2019-10-04
1151,1152,Seeed feat. Nura,Sie is geladen,2019,10,41,1,0,1,0,de,"['german hip hop', 'german pop', 'german reggae', 'german rock']",german hip hop,2019-10-04
1152,1153,RAF Camora feat. Ghetto Phenomene,Puta madre,2019,10,42,16,0,10,6,de,['german hip hop'],german hip hop,2019-10-11
1153,1154,Capo,Im Rhythmus gefangen,2019,10,42,5,0,5,0,de,['german hip hop'],german hip hop,2019-10-11
1154,1155,Kalim feat. Nimo,Lowrider,2019,10,42,4,0,4,0,en,"['german hip hop', 'german trap', 'german underground rap', 'hamburg hip hop']",german hip hop,2019-10-10
1155,1156,Ufo361 & Ezhel,Wir sind Kral,2019,10,42,2,0,2,0,de,"['german cloud rap', 'german hip hop']",german cloud rap,2019-11-14
1156,1157,Harry Styles,Lights Up,2019,10,42,3,0,3,0,en,"['pop', 'post-teen pop']",pop,2019-12-13
1157,1158,Gringo,Pink Panther,2019,10,42,2,0,2,0,de,"['german hip hop', 'german trap', 'german underground rap', 'latin hip hop', 'reggaeton']",german hip hop,2019-10-11
1158,1159,18 Karat,Narco Trafficante,2019,10,42,1,0,1,0,de,"['deep german hip hop', 'german hip hop', 'german underground rap']",deep german hip hop,2019-10-11
1159,1160,Kummer,Wie viel ist dein Outfit wert,2019,10,42,1,0,1,0,de,['german pop'],german pop,2019-10-10
1160,1161,Meduza x Becky Hill x Goodboys,Lose Control,2019,10,42,29,0,11,18,en,"['edm', 'pop dance', 'pop house', 'tropical house']",edm,2019-10-11
1161,1162,Ava Max,Torn,2019,10,42,12,0,9,3,en,"['dance pop', 'pop']",dance pop,2020-09-18
1162,1163,Apache 207,Wieso tust Du dir das an?,2019,10,43,26,0,10,16,de,['german hip hop'],german hip hop,2019-10-25
1163,1164,RIN & Bausa,Keine Liebe,2019,10,43,23,0,10,13,de,"['german cloud rap', 'german hip hop']",german cloud rap,2019-12-06
1164,1165,Veysel & Jugglerz,Normal,2019,10,43,4,0,4,0,de,"['albanian hip hop', 'deep german hip hop', 'german drill', 'german hip hop']",albanian hip hop,2019-10-17
1165,1166,LEA,110 (Prolog),2019,10,43,10,0,7,3,de,['german pop'],german pop,2019-10-18
1166,1167,Capital Bra & Samra & Santos,Purple Rain,2019,10,43,3,0,3,0,de,['german hip hop'],german hip hop,2019-10-03
1167,1168,Capital Bra & Samra,Lieber Gott,2019,10,43,2,0,2,0,de,['german hip hop'],german hip hop,2019-10-03
1168,1169,Selena Gomez,Lose You To Love Me,2019,10,43,16,0,9,7,en,"['dance pop', 'pop', 'pop dance', 'post-teen pop']",dance pop,2020-01-10
1169,1170,Sugar MMFK feat. LX & Maxwell,Bon appétit,2019,10,43,1,0,1,0,de,"['german hip hop', 'german trap', 'german underground rap']",german hip hop,2019-10-17
1170,1171,Capital Bra & Samra,So alleine,2019,10,43,1,0,1,0,de,['german hip hop'],german hip hop,2019-10-03
1171,1172,Reezy feat. Summer Cem,Phantom,2019,11,44,14,0,8,6,de,"['german hip hop', 'german r&b', 'german trap']",german hip hop,2019-10-25
1172,1173,Bushido - Animus,Lichter der Stadt,2019,11,44,2,0,2,0,de,"['deep german hip hop', 'german hip hop']",deep german hip hop,2019-10-25
1173,1174,Farid Bang,Stier,2019,11,44,2,0,2,0,de,"['deep german hip hop', 'german hip hop']",deep german hip hop,2019-10-25
1174,1175,Selena Gomez,Look At Her Now,2019,11,44,2,0,2,0,en,"['dance pop', 'pop', 'pop dance', 'post-teen pop']",dance pop,2020-01-10
1175,1176,Patron + Dardan,Wo???,2019,11,44,2,0,2,0,de,"['german hip hop', 'german underground rap']",german hip hop,2019-10-24
1176,1177,Fler,Fame,2019,11,44,1,0,1,0,de,['german hip hop'],german hip hop,2019-10-24
1177,1178,Jerome [DE],Light,2019,11,44,29,0,9,20,en,"['german house', 'pop dance']",german house,2019-05-10
1178,1179,Lizzo,Good As Hell,2019,11,44,4,0,2,2,en,"['dance pop', 'escape room', 'minnesota hip hop', 'pop', 'pop dance', 'pop rap', 'trap queen']",dance pop,2019-10-25
1179,1180,Coldplay,Orphans,2019,11,44,1,0,1,0,en,"['permanent wave', 'pop']",permanent wave,2019-11-22
1180,1181,Eren Can,Ist okay,2019,11,44,1,0,1,0,de,"['german hip hop', 'turkish trap pop']",german hip hop,2019-10-23
1181,1182,Yung Hurn,Ponny,2019,11,44,1,0,1,0,de,"['german hip hop', 'german trap', 'phonk']",german hip hop,2019-11-08
1182,1183,TJ_beastboy,1000x cooler,2019,11,44,5,0,5,0,en,['deep german hip hop'],deep german hip hop,2019-10-18
1183,1184,Nimo,Karma,2019,11,45,19,0,8,11,de,"['german hip hop', 'swedish hip hop']",german hip hop,2019-10-31
1184,1185,RAF Camora feat. Bonez MC,Unnormal,2019,11,45,11,0,7,4,de,['german hip hop'],german hip hop,2019-11-01
1185,1186,Jamule x Cro,1000 Hits,2019,11,45,10,0,7,3,de,"['german hip hop', 'german trap']",german hip hop,2019-10-31
1186,1187,Dua Lipa,Don't Start Now,2019,11,45,38,0,8,30,en,"['dance pop', 'pop', 'pop dance', 'uk pop']",dance pop,2020-03-27
1187,1188,SSIO,Testo E,2019,11,45,3,0,3,0,de,"['deep german hip hop', 'german hip hop', 'hamburg hip hop']",deep german hip hop,2019-12-06
1188,1189,Ufo361 & Ezhel,YKKE,2019,11,45,3,0,3,0,de,"['german cloud rap', 'german hip hop']",german cloud rap,2019-10-31
1189,1190,RAF Camora,Sag ihnen 2,2019,11,45,2,0,2,0,de,['german hip hop'],german hip hop,2019-11-01
