,id,artist,title,year,month,week,totalweeksincharts,total2018weeksincharts,total2019weeksincharts,total2020weeksincharts,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,spotify-id,track_href,analysis_url,uri
0,1,Kollegah & Farid Bang,One Night Stand,2018,1,1,4,4,0,0,0.762,0.825,6,-4.782,0,0.117,0.0705,0.0,0.167,0.309,108.883,163773,4,7J82QBqJjwbIDtm1Oxc0uo,https://api.spotify.com/v1/tracks/7J82QBqJjwbIDtm1Oxc0uo,https://api.spotify.com/v1/audio-analysis/7J82QBqJjwbIDtm1Oxc0uo,spotify:track:7J82QBqJjwbIDtm1Oxc0uo
1,2,Bausa,FML,2018,1,1,7,7,0,0,0.678,0.57,9,-6.306,1,0.0691,0.0325,0.000309,0.164,0.246,108.589,179718,4,4OwriBNZjK7VtYBxngT3OJ,https://api.spotify.com/v1/tracks/4OwriBNZjK7VtYBxngT3OJ,https://api.spotify.com/v1/audio-analysis/4OwriBNZjK7VtYBxngT3OJ,spotify:track:4OwriBNZjK7VtYBxngT3OJ
2,3,Jazn,Bombay,2018,1,1,9,9,0,0,0.808,0.501,4,-8.76,0,0.189,0.65,0.000167,0.0994,0.422,96.032,193040,4,083GGYAqJqUkRsy8JyLeyG,https://api.spotify.com/v1/tracks/083GGYAqJqUkRsy8JyLeyG,https://api.spotify.com/v1/audio-analysis/083GGYAqJqUkRsy8JyLeyG,spotify:track:083GGYAqJqUkRsy8JyLeyG
3,4,Tom Walker,Leave A Light On,2018,1,1,28,28,0,0,0.586,0.624,5,-5.946,1,0.113,0.0153,1.78e-06,0.133,0.267,68.976,185863,4,6lOWoTqVnAWXchddtTH31W,https://api.spotify.com/v1/tracks/6lOWoTqVnAWXchddtTH31W,https://api.spotify.com/v1/audio-analysis/6lOWoTqVnAWXchddtTH31W,spotify:track:6lOWoTqVnAWXchddtTH31W
4,5,G-Eazy feat. A$AP Rocky & Cardi B,No Limit,2018,1,1,5,5,0,0,0.838,0.771,1,-3.791,1,0.244,0.0117,0.0,0.0853,0.405,175.957,245387,4,2DQ1ITjI0YoLFzuADN1ZBW,https://api.spotify.com/v1/tracks/2DQ1ITjI0YoLFzuADN1ZBW,https://api.spotify.com/v1/audio-analysis/2DQ1ITjI0YoLFzuADN1ZBW,spotify:track:2DQ1ITjI0YoLFzuADN1ZBW
5,6,Liam Payne & Rita Ora,For You (Fifty Shades Freed),2018,1,2,20,20,0,0,0.541,0.787,2,-4.618,0,0.0331,0.0167,0.0,0.157,0.2,113.0,245453,4,6GKkczxg0QqLUqrhsic1Ut,https://api.spotify.com/v1/tracks/6GKkczxg0QqLUqrhsic1Ut,https://api.spotify.com/v1/audio-analysis/6GKkczxg0QqLUqrhsic1Ut,spotify:track:6GKkczxg0QqLUqrhsic1Ut
6,7,Bruno Mars,Finesse,2018,1,2,12,12,0,0,0.704,0.859,5,-4.877,0,0.0996,0.0185,0.0,0.0215,0.926,105.115,217289,4,3Vo4wInECJQuz9BIBMOu8i,https://api.spotify.com/v1/tracks/3Vo4wInECJQuz9BIBMOu8i,https://api.spotify.com/v1/audio-analysis/3Vo4wInECJQuz9BIBMOu8i,spotify:track:3Vo4wInECJQuz9BIBMOu8i
7,8,Justin Timberlake,Filthy,2018,1,2,3,3,0,0,0.745,0.579,1,-5.771,1,0.138,0.0354,0.0118,0.246,0.645,97.002,293947,4,5ZpjODX6OH1xZs3AOewTO6,https://api.spotify.com/v1/tracks/5ZpjODX6OH1xZs3AOewTO6,https://api.spotify.com/v1/audio-analysis/5ZpjODX6OH1xZs3AOewTO6,spotify:track:5ZpjODX6OH1xZs3AOewTO6
8,9,Fard,Die Besten sterben jung,2018,1,2,1,1,0,0,0.449,0.802,1,-5.74,1,0.299,0.193,0.0,0.125,0.587,171.378,205000,4,4IxdQpZQGgxtSnGDw7zBB8,https://api.spotify.com/v1/tracks/4IxdQpZQGgxtSnGDw7zBB8,https://api.spotify.com/v1/audio-analysis/4IxdQpZQGgxtSnGDw7zBB8,spotify:track:4IxdQpZQGgxtSnGDw7zBB8
9,10,Kendrick Lamar & SZA,All The Stars,2018,1,2,14,14,0,0,0.698,0.633,8,-4.946,1,0.0597,0.0605,0.000194,0.0926,0.552,96.924,232187,4,3GCdLUSnKSMJhs4Tj6CV3s,https://api.spotify.com/v1/tracks/3GCdLUSnKSMJhs4Tj6CV3s,https://api.spotify.com/v1/audio-analysis/3GCdLUSnKSMJhs4Tj6CV3s,spotify:track:3GCdLUSnKSMJhs4Tj6CV3s
10,11,Bebe Rexha feat. Florida Georgia Line,Meant To Be,2018,1,2,16,16,0,0,0.643,0.783,10,-6.458,1,0.0856,0.047,0.0,0.083,0.579,154.084,163870,4,7iDa6hUg2VgEL1o1HjmfBn,https://api.spotify.com/v1/tracks/7iDa6hUg2VgEL1o1HjmfBn,https://api.spotify.com/v1/audio-analysis/7iDa6hUg2VgEL1o1HjmfBn,spotify:track:7iDa6hUg2VgEL1o1HjmfBn
11,12,Keala Settle & The Greatest Showman Ensemble,This Is Me,2018,1,2,7,7,0,0,0.284,0.704,2,-7.276,1,0.186,0.00583,0.000115,0.0424,0.1,191.702,234707,4,45aBsnKRWUzhwbcqOJLwfe,https://api.spotify.com/v1/tracks/45aBsnKRWUzhwbcqOJLwfe,https://api.spotify.com/v1/audio-analysis/45aBsnKRWUzhwbcqOJLwfe,spotify:track:45aBsnKRWUzhwbcqOJLwfe
12,13,Jax Jones feat. Ina Wroldsen,Breathe,2018,1,2,24,24,0,0,0.724,0.733,11,-5.539,0,0.0382,0.0249,0.000318,0.127,0.672,125.993,208107,4,4Vbz3osCh6DwHYv5gVv5H2,https://api.spotify.com/v1/tracks/4Vbz3osCh6DwHYv5gVv5H2,https://api.spotify.com/v1/audio-analysis/4Vbz3osCh6DwHYv5gVv5H2,spotify:track:4Vbz3osCh6DwHYv5gVv5H2
13,14,Axwell Λ Ingrosso,Dreamer,2018,1,2,18,18,0,0,0.627,0.847,10,-5.303,1,0.0352,0.0237,0.0,0.212,0.611,126.017,251147,4,0RTzJVkunbGwuRjXDFHnjf,https://api.spotify.com/v1/tracks/0RTzJVkunbGwuRjXDFHnjf,https://api.spotify.com/v1/audio-analysis/0RTzJVkunbGwuRjXDFHnjf,spotify:track:0RTzJVkunbGwuRjXDFHnjf
14,15,Demi Lovato,Tell Me You Love Me,2018,1,2,1,1,0,0,0.538,0.6,6,-5.463,1,0.0489,0.0273,0.0,0.147,0.26,81.888,236987,4,1MKZaAEx8RrzoQjHhVuvgs,https://api.spotify.com/v1/tracks/1MKZaAEx8RrzoQjHhVuvgs,https://api.spotify.com/v1/audio-analysis/1MKZaAEx8RrzoQjHhVuvgs,spotify:track:1MKZaAEx8RrzoQjHhVuvgs
15,16,Azet,9 Milly,2018,1,3,8,8,0,0,0.811,0.69,11,-4.451,0,0.247,0.216,0.0,0.101,0.518,100.073,194938,4,6vNTFrj2KkZNJ9QSYpzPu1,https://api.spotify.com/v1/tracks/6vNTFrj2KkZNJ9QSYpzPu1,https://api.spotify.com/v1/audio-analysis/6vNTFrj2KkZNJ9QSYpzPu1,spotify:track:6vNTFrj2KkZNJ9QSYpzPu1
16,17,Fler feat. Farid Bang,AMG,2018,1,3,3,3,0,0,0.672,0.525,11,-8.253,0,0.398,0.151,0.0,0.268,0.433,132.654,209342,4,1uC2DJIH8pD74WUV0jDRLN,https://api.spotify.com/v1/tracks/1uC2DJIH8pD74WUV0jDRLN,https://api.spotify.com/v1/audio-analysis/1uC2DJIH8pD74WUV0jDRLN,spotify:track:1uC2DJIH8pD74WUV0jDRLN
17,18,RIN,Data Love,2018,1,3,3,3,0,0,0.839,0.696,6,-7.777,0,0.0339,0.28,0.0174,0.116,0.84,129.981,196696,4,3NcAoFbBY94dz4HAEcz9ba,https://api.spotify.com/v1/tracks/3NcAoFbBY94dz4HAEcz9ba,https://api.spotify.com/v1/audio-analysis/3NcAoFbBY94dz4HAEcz9ba,spotify:track:3NcAoFbBY94dz4HAEcz9ba
18,19,Camila Cabello,Never Be The Same,2018,1,3,13,13,0,0,0.637,0.713,0,-4.333,1,0.0747,0.181,0.000637,0.137,0.243,129.923,226973,4,4eWQlBRaTjPPUlzacqEeoQ,https://api.spotify.com/v1/tracks/4eWQlBRaTjPPUlzacqEeoQ,https://api.spotify.com/v1/audio-analysis/4eWQlBRaTjPPUlzacqEeoQ,spotify:track:4eWQlBRaTjPPUlzacqEeoQ
19,20,Troye Sivan,My My My!,2018,1,3,1,1,0,0,0.701,0.458,1,-7.749,1,0.0836,0.00407,0.000151,0.045,0.482,102.967,204727,4,4NiehSBQthimPzRsVeOgCT,https://api.spotify.com/v1/tracks/4NiehSBQthimPzRsVeOgCT,https://api.spotify.com/v1/audio-analysis/4NiehSBQthimPzRsVeOgCT,spotify:track:4NiehSBQthimPzRsVeOgCT
20,21,CamelPhat & Elderbrook,Cola,2018,1,3,9,9,0,0,0.706,0.74,6,-7.904,1,0.0325,0.0245,0.512,0.135,0.444,122.007,223869,3,1HrMWH5GUdK6Yi94rbANJA,https://api.spotify.com/v1/tracks/1HrMWH5GUdK6Yi94rbANJA,https://api.spotify.com/v1/audio-analysis/1HrMWH5GUdK6Yi94rbANJA,spotify:track:1HrMWH5GUdK6Yi94rbANJA
21,22,Drake,God's Plan,2018,1,4,30,30,0,0,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169,198973,4,6DCZcSspjsKoFjzjrWoCdn,https://api.spotify.com/v1/tracks/6DCZcSspjsKoFjzjrWoCdn,https://api.spotify.com/v1/audio-analysis/6DCZcSspjsKoFjzjrWoCdn,spotify:track:6DCZcSspjsKoFjzjrWoCdn
22,23,The Chainsmokers,Sick Boy,2018,1,4,20,20,0,0,0.663,0.577,11,-7.518,0,0.0531,0.109,0.0,0.12,0.454,89.996,193200,4,58kZ9spgxmlEznXGu6FPdQ,https://api.spotify.com/v1/tracks/58kZ9spgxmlEznXGu6FPdQ,https://api.spotify.com/v1/audio-analysis/58kZ9spgxmlEznXGu6FPdQ,spotify:track:58kZ9spgxmlEznXGu6FPdQ
23,24,Niska,Réseaux,2018,1,4,10,10,0,0,0.795,0.668,1,-6.463,1,0.244,0.161,0.0,0.127,0.349,150.093,196453,4,0HKNlsZ0zFlSqUqWj1nVVG,https://api.spotify.com/v1/tracks/0HKNlsZ0zFlSqUqWj1nVVG,https://api.spotify.com/v1/audio-analysis/0HKNlsZ0zFlSqUqWj1nVVG,spotify:track:0HKNlsZ0zFlSqUqWj1nVVG
24,25,Eno,Wäwä,2018,1,4,3,3,0,0,0.826,0.804,7,-5.68,1,0.103,0.442,0.0,0.145,0.514,130.119,149733,4,2zlcQPW71x4h2hmf2bZLvh,https://api.spotify.com/v1/tracks/2zlcQPW71x4h2hmf2bZLvh,https://api.spotify.com/v1/audio-analysis/2zlcQPW71x4h2hmf2bZLvh,spotify:track:2zlcQPW71x4h2hmf2bZLvh
25,26,"Rudimental feat. Jess Glynne, Macklemore & Dan Caplen",These Days,2018,1,4,33,32,1,0,0.653,0.809,0,-4.057,1,0.0474,0.194,0.0,0.165,0.55,92.213,210773,4,5CLGzJsGqhCEECcpnFQA8x,https://api.spotify.com/v1/tracks/5CLGzJsGqhCEECcpnFQA8x,https://api.spotify.com/v1/audio-analysis/5CLGzJsGqhCEECcpnFQA8x,spotify:track:5CLGzJsGqhCEECcpnFQA8x
26,27,Veysel & Mozzik,Ti amo,2018,1,4,14,14,0,0,0.518,0.774,2,-4.757,0,0.335,0.485,0.0,0.0959,0.405,80.397,250000,4,1376mOtlTw8pC4V7l15Dqe,https://api.spotify.com/v1/tracks/1376mOtlTw8pC4V7l15Dqe,https://api.spotify.com/v1/audio-analysis/1376mOtlTw8pC4V7l15Dqe,spotify:track:1376mOtlTw8pC4V7l15Dqe
27,28,Dua Lipa,IDGAF,2018,1,4,21,21,0,0,0.835,0.552,7,-5.662,1,0.0871,0.0474,0.0,0.0767,0.531,97.004,218173,4,1XrzQqBNii8fUo3X0SvAoH,https://api.spotify.com/v1/tracks/1XrzQqBNii8fUo3X0SvAoH,https://api.spotify.com/v1/audio-analysis/1XrzQqBNii8fUo3X0SvAoH,spotify:track:1XrzQqBNii8fUo3X0SvAoH
28,29,Justin Timberlake,Supplies,2018,1,4,1,1,0,0,0.793,0.554,11,-6.624,0,0.0451,0.00695,0.0,0.127,0.225,119.993,225600,4,6jT85s2dZ55HBqjXYi2rfI,https://api.spotify.com/v1/tracks/6jT85s2dZ55HBqjXYi2rfI,https://api.spotify.com/v1/audio-analysis/6jT85s2dZ55HBqjXYi2rfI,spotify:track:6jT85s2dZ55HBqjXYi2rfI
29,30,MC Fioti / Future / J Balvin / Stefflon Don / Juan Magan,Bum bum tam tam,2018,1,4,19,19,0,0,0.898,0.699,1,-3.781,1,0.112,0.336,8.61e-06,0.232,0.64,131.99,213989,4,7qsxihKKrjn9kE7rKMwmw6,https://api.spotify.com/v1/tracks/7qsxihKKrjn9kE7rKMwmw6,https://api.spotify.com/v1/audio-analysis/7qsxihKKrjn9kE7rKMwmw6,spotify:track:7qsxihKKrjn9kE7rKMwmw6
30,31,Zac Efron & Zendaya,Rewrite The Stars,2018,1,4,3,3,0,0,0.684,0.619,10,-7.005,1,0.0386,0.0716,0.0,0.122,0.284,125.046,217440,4,65fpYBrI8o2cfrwf2US4gq,https://api.spotify.com/v1/tracks/65fpYBrI8o2cfrwf2US4gq,https://api.spotify.com/v1/audio-analysis/65fpYBrI8o2cfrwf2US4gq,spotify:track:65fpYBrI8o2cfrwf2US4gq
31,32,Justin Timberlake feat. Chris Stapleton,Say Something,2018,2,5,20,20,0,0,0.707,0.632,10,-7.031,1,0.0789,0.103,1.09e-05,0.0841,0.372,97.04,278893,4,1LhMopPAallLeaeNutqbgS,https://api.spotify.com/v1/tracks/1LhMopPAallLeaeNutqbgS,https://api.spotify.com/v1/audio-analysis/1LhMopPAallLeaeNutqbgS,spotify:track:1LhMopPAallLeaeNutqbgS
32,33,Zedd / Maren Morris / Grey,The Middle,2018,2,5,24,24,0,0,0.753,0.657,7,-3.061,1,0.0449,0.171,0.0,0.112,0.437,107.01,184732,4,09IStsImFySgyp0pIQdqAc,https://api.spotify.com/v1/tracks/09IStsImFySgyp0pIQdqAc,https://api.spotify.com/v1/audio-analysis/09IStsImFySgyp0pIQdqAc,spotify:track:09IStsImFySgyp0pIQdqAc
33,34,Olexesh,Gopnik,2018,2,5,2,2,0,0,0.783,0.687,1,-7.926,1,0.344,0.0243,0.0,0.23,0.364,121.928,200083,4,4Y4YRiohgw9DPVx9e221Xr,https://api.spotify.com/v1/tracks/4Y4YRiohgw9DPVx9e221Xr,https://api.spotify.com/v1/audio-analysis/4Y4YRiohgw9DPVx9e221Xr,spotify:track:4Y4YRiohgw9DPVx9e221Xr
34,35,Rea Garvey feat. Kool Savas,Is It Love?,2018,2,5,24,24,0,0,0.529,0.869,2,-4.38,0,0.288,0.246,0.0,0.217,0.516,81.15,196853,4,0aBhykkRMpt2w8NtdpOJgu,https://api.spotify.com/v1/tracks/0aBhykkRMpt2w8NtdpOJgu,https://api.spotify.com/v1/audio-analysis/0aBhykkRMpt2w8NtdpOJgu,spotify:track:0aBhykkRMpt2w8NtdpOJgu
35,36,Rico feat. Bausa,Junkie,2018,2,5,1,1,0,0,0.545,0.639,8,-7.433,1,0.423,0.245,1.23e-06,0.124,0.803,172.03,180629,5,65XkACIW102XrSX2jHii83,https://api.spotify.com/v1/tracks/65XkACIW102XrSX2jHii83,https://api.spotify.com/v1/audio-analysis/65XkACIW102XrSX2jHii83,spotify:track:65XkACIW102XrSX2jHii83
36,37,Thirty Seconds To Mars,Dangerous Night,2018,2,5,1,1,0,0,0.295,0.715,2,-6.533,1,0.0709,0.00212,1.55e-06,0.242,0.242,86.937,199773,4,7793p4ZXhtbW5RpeRK7rid,https://api.spotify.com/v1/tracks/7793p4ZXhtbW5RpeRK7rid,https://api.spotify.com/v1/audio-analysis/7793p4ZXhtbW5RpeRK7rid,spotify:track:7793p4ZXhtbW5RpeRK7rid
37,38,18 Karat,Versace,2018,2,5,1,1,0,0,0.573,0.804,2,-3.237,0,0.303,0.0459,0.0,0.0692,0.432,82.484,178573,4,0x2VnjlLkz4MYaleoXfeFm,https://api.spotify.com/v1/tracks/0x2VnjlLkz4MYaleoXfeFm,https://api.spotify.com/v1/audio-analysis/0x2VnjlLkz4MYaleoXfeFm,spotify:track:0x2VnjlLkz4MYaleoXfeFm
38,39,Topic & Ally Brooke,Perfect,2018,2,5,1,1,0,0,0.657,0.66,1,-5.129,0,0.0983,0.0877,0.0,0.133,0.421,155.926,205120,4,0XMeekgnEZDoieio8IysUS,https://api.spotify.com/v1/tracks/0XMeekgnEZDoieio8IysUS,https://api.spotify.com/v1/audio-analysis/0XMeekgnEZDoieio8IysUS,spotify:track:0XMeekgnEZDoieio8IysUS
39,40,Ufo361,Beverly Hills,2018,2,6,12,12,0,0,0.699,0.528,5,-6.796,0,0.0534,0.18,0.0065,0.141,0.256,77.984,200927,4,42vM3qSh6CIaZLSlzFTZ7f,https://api.spotify.com/v1/tracks/42vM3qSh6CIaZLSlzFTZ7f,https://api.spotify.com/v1/audio-analysis/42vM3qSh6CIaZLSlzFTZ7f,spotify:track:42vM3qSh6CIaZLSlzFTZ7f
40,41,The Weeknd & Kendrick Lamar,Pray For Me,2018,2,6,10,10,0,0,0.735,0.677,2,-4.979,1,0.093,0.0762,2.17e-05,0.111,0.188,100.584,211440,4,77UjLW8j5UAGAGVGhR5oUK,https://api.spotify.com/v1/tracks/77UjLW8j5UAGAGVGhR5oUK,https://api.spotify.com/v1/audio-analysis/77UjLW8j5UAGAGVGhR5oUK,spotify:track:77UjLW8j5UAGAGVGhR5oUK
41,42,Dardan x Luciano,Airmax gegen Kopf,2018,2,6,7,7,0,0,0.712,0.84,1,-4.989,1,0.283,0.221,0.0,0.123,0.299,150.163,166000,4,4vOVlcGbOLDYlYIpZkU6VU,https://api.spotify.com/v1/tracks/4vOVlcGbOLDYlYIpZkU6VU,https://api.spotify.com/v1/audio-analysis/4vOVlcGbOLDYlYIpZkU6VU,spotify:track:4vOVlcGbOLDYlYIpZkU6VU
42,43,Eule,Stehaufmädchen,2018,2,6,1,1,0,0,0.735,0.676,7,-8.087,0,0.033,0.214,3.73e-06,0.0631,0.484,112.032,167893,4,6J96zmAuoqTHxekkJhpnQ4,https://api.spotify.com/v1/tracks/6J96zmAuoqTHxekkJhpnQ4,https://api.spotify.com/v1/audio-analysis/6J96zmAuoqTHxekkJhpnQ4,spotify:track:6J96zmAuoqTHxekkJhpnQ4
43,44,Fler feat. Rick Ross,Big Dreams,2018,2,6,1,1,0,0,0.759,0.664,0,-7.799,0,0.0448,0.0339,1.76e-06,0.102,0.0767,99.993,230400,4,2Lwir4lx6824S2eUZko200,https://api.spotify.com/v1/tracks/2Lwir4lx6824S2eUZko200,https://api.spotify.com/v1/audio-analysis/2Lwir4lx6824S2eUZko200,spotify:track:2Lwir4lx6824S2eUZko200
44,45,Bausa feat. Capital Bra,Unterwegs,2018,2,6,2,2,0,0,0.692,0.678,2,-4.364,1,0.136,0.0726,0.0,0.109,0.145,114.994,188026,4,29MUMRgt5eJa5YdZj4s7vT,https://api.spotify.com/v1/tracks/29MUMRgt5eJa5YdZj4s7vT,https://api.spotify.com/v1/audio-analysis/29MUMRgt5eJa5YdZj4s7vT,spotify:track:29MUMRgt5eJa5YdZj4s7vT
45,46,Justin Timberlake,Man Of The Woods,2018,2,6,1,1,0,0,0.624,0.452,0,-8.206,1,0.0681,0.315,1.02e-05,0.311,0.724,199.775,243987,4,4KTU5aa5s547f1JF5DImhF,https://api.spotify.com/v1/tracks/4KTU5aa5s547f1JF5DImhF,https://api.spotify.com/v1/audio-analysis/4KTU5aa5s547f1JF5DImhF,spotify:track:4KTU5aa5s547f1JF5DImhF
46,47,Ali As & Juju,Heroin,2018,2,6,1,1,0,0,0.674,0.848,4,-6.613,0,0.0976,0.0192,0.000123,0.337,0.523,127.949,187617,4,4INWROPw3iaRERFlVp0fGP,https://api.spotify.com/v1/tracks/4INWROPw3iaRERFlVp0fGP,https://api.spotify.com/v1/audio-analysis/4INWROPw3iaRERFlVp0fGP,spotify:track:4INWROPw3iaRERFlVp0fGP
47,48,Moe Phoenix feat. PA Sports,Habibi,2018,2,6,1,1,0,0,0.744,0.744,1,-5.152,1,0.135,0.13,0.0,0.0977,0.743,110.007,203070,4,4rX4IZNQxAnEambYh7luAp,https://api.spotify.com/v1/tracks/4rX4IZNQxAnEambYh7luAp,https://api.spotify.com/v1/audio-analysis/4rX4IZNQxAnEambYh7luAp,spotify:track:4rX4IZNQxAnEambYh7luAp
48,49,Gzuz,¿Was hast du gedacht?,2018,2,7,7,7,0,0,0.69,0.645,2,-4.222,1,0.344,0.27,0.0,0.108,0.307,78.568,184239,4,4jcj9a4adCkcLD8ufRyjgV,https://api.spotify.com/v1/tracks/4jcj9a4adCkcLD8ufRyjgV,https://api.spotify.com/v1/audio-analysis/4jcj9a4adCkcLD8ufRyjgV,spotify:track:4jcj9a4adCkcLD8ufRyjgV
49,50,Azet,Ketten Cartier,2018,2,7,3,3,0,0,0.687,0.832,9,-4.012,0,0.553,0.339,0.0,0.491,0.661,92.579,180542,4,7ddKzMlcUA99tr9Aou23eJ,https://api.spotify.com/v1/tracks/7ddKzMlcUA99tr9Aou23eJ,https://api.spotify.com/v1/audio-analysis/7ddKzMlcUA99tr9Aou23eJ,spotify:track:7ddKzMlcUA99tr9Aou23eJ
50,51,Marshmello & Anne-Marie,Friends,2018,2,7,34,32,2,0,0.626,0.88,9,-2.384,0,0.0504,0.205,0.0,0.128,0.534,95.079,202621,4,08bNPGLD8AhKpnnERrAc6G,https://api.spotify.com/v1/tracks/08bNPGLD8AhKpnnERrAc6G,https://api.spotify.com/v1/audio-analysis/08bNPGLD8AhKpnnERrAc6G,spotify:track:08bNPGLD8AhKpnnERrAc6G
51,52,18 Karat feat. Farid Bang,Komm ins Café 2,2018,2,7,1,1,0,0,0.635,0.756,11,-3.822,0,0.353,0.191,0.0,0.129,0.315,89.465,180240,4,3x4w4q2rm6InAGyJDwrCxV,https://api.spotify.com/v1/tracks/3x4w4q2rm6InAGyJDwrCxV,https://api.spotify.com/v1/audio-analysis/3x4w4q2rm6InAGyJDwrCxV,spotify:track:3x4w4q2rm6InAGyJDwrCxV
52,53,Fard,Peter Pan 2,2018,2,7,2,2,0,0,0.566,0.795,11,-6.516,1,0.275,0.142,0.0,0.2,0.621,90.934,213240,4,6gpfBX8RJZuCfaDrC9qpNA,https://api.spotify.com/v1/tracks/6gpfBX8RJZuCfaDrC9qpNA,https://api.spotify.com/v1/audio-analysis/6gpfBX8RJZuCfaDrC9qpNA,spotify:track:6gpfBX8RJZuCfaDrC9qpNA
53,54,Hailee Steinfeld x BloodPop®,Capital Letters,2018,2,7,9,9,0,0,0.661,0.814,0,-5.529,1,0.0759,0.0337,8.27e-06,0.0518,0.459,99.963,219373,4,4nDJp4tZCw4BkLE7mNLXwS,https://api.spotify.com/v1/tracks/4nDJp4tZCw4BkLE7mNLXwS,https://api.spotify.com/v1/audio-analysis/4nDJp4tZCw4BkLE7mNLXwS,spotify:track:4nDJp4tZCw4BkLE7mNLXwS
54,55,Bazzi,Mine,2018,2,7,15,15,0,0,0.71,0.789,4,-3.874,1,0.0722,0.0161,2.77e-06,0.451,0.717,142.929,131064,4,7uzmGiiJyRfuViKKK3lVmR,https://api.spotify.com/v1/tracks/7uzmGiiJyRfuViKKK3lVmR,https://api.spotify.com/v1/audio-analysis/7uzmGiiJyRfuViKKK3lVmR,spotify:track:7uzmGiiJyRfuViKKK3lVmR
55,56,Bausa feat. Reezy,Belle etage 2.0,2018,2,7,1,1,0,0,0.829,0.524,11,-7.109,0,0.0955,0.0693,0.000799,0.0841,0.265,144.971,241854,4,4ZYGWjyAsl5TqyaQVNjF4e,https://api.spotify.com/v1/tracks/4ZYGWjyAsl5TqyaQVNjF4e,https://api.spotify.com/v1/audio-analysis/4ZYGWjyAsl5TqyaQVNjF4e,spotify:track:4ZYGWjyAsl5TqyaQVNjF4e
56,57,Lorenz Büffel,Johnny Däpp,2018,2,7,1,1,0,0,0.752,0.858,10,-2.901,1,0.125,0.0378,0.0,0.0554,0.733,132.005,223672,4,2TBimpeTwsFPzpSRuUHw18,https://api.spotify.com/v1/tracks/2TBimpeTwsFPzpSRuUHw18,https://api.spotify.com/v1/audio-analysis/2TBimpeTwsFPzpSRuUHw18,spotify:track:2TBimpeTwsFPzpSRuUHw18
57,58,Felix Jaehn feat. Marc E. Bassy & Gucci Mane,Cool,2018,2,7,18,18,0,0,0.621,0.745,2,-5.5,1,0.14,0.0578,0.0,0.089,0.339,94.832,190617,4,3Ij7tqW9jVJ41dG06MZkFU,https://api.spotify.com/v1/tracks/3Ij7tqW9jVJ41dG06MZkFU,https://api.spotify.com/v1/audio-analysis/3Ij7tqW9jVJ41dG06MZkFU,spotify:track:3Ij7tqW9jVJ41dG06MZkFU
58,59,Brings,"Polka, Polka, Polka",2018,2,7,1,1,0,0,0.778,0.99,9,-4.227,0,0.0476,0.00983,0.000761,0.0416,0.931,127.998,282343,4,1wMoaYl7HCU9thAkhBt383,https://api.spotify.com/v1/tracks/1wMoaYl7HCU9thAkhBt383,https://api.spotify.com/v1/audio-analysis/1wMoaYl7HCU9thAkhBt383,spotify:track:1wMoaYl7HCU9thAkhBt383
59,60,BlocBoy JB feat. Drake,Look Alive,2018,2,7,10,10,0,0,0.922,0.581,10,-7.495,1,0.27,0.00104,5.86e-05,0.105,0.595,140.022,181263,4,4qKcDkK6siZ7Jp1Jb4m0aL,https://api.spotify.com/v1/tracks/4qKcDkK6siZ7Jp1Jb4m0aL,https://api.spotify.com/v1/audio-analysis/4qKcDkK6siZ7Jp1Jb4m0aL,spotify:track:4qKcDkK6siZ7Jp1Jb4m0aL
60,61,Querbeat,Guten Morgen Barbarossaplatz,2018,2,7,1,1,0,0,0.888,0.696,10,-4.71,0,0.0896,0.113,0.0,0.707,0.713,104.073,215769,4,7Ifj0WCBgX5uisabg3GkDm,https://api.spotify.com/v1/tracks/7Ifj0WCBgX5uisabg3GkDm,https://api.spotify.com/v1/audio-analysis/7Ifj0WCBgX5uisabg3GkDm,spotify:track:7Ifj0WCBgX5uisabg3GkDm
61,62,Querbeat,Nie mehr Fastelovend,2018,2,7,1,1,0,0,0.65,0.821,4,-5.171,0,0.0285,0.00658,0.0,0.284,0.673,139.96,208773,4,7AAcQMV6Uw3YXt9TTx4b6r,https://api.spotify.com/v1/tracks/7AAcQMV6Uw3YXt9TTx4b6r,https://api.spotify.com/v1/audio-analysis/7AAcQMV6Uw3YXt9TTx4b6r,spotify:track:7AAcQMV6Uw3YXt9TTx4b6r
62,63,Olexesh feat. Edin,Magisch,2018,2,8,33,30,3,0,0.586,0.655,0,-5.591,0,0.0862,0.391,1.84e-05,0.0944,0.538,98.142,247708,4,4gnuy9VBU2GGrN60UMB79t,https://api.spotify.com/v1/tracks/4gnuy9VBU2GGrN60UMB79t,https://api.spotify.com/v1/audio-analysis/4gnuy9VBU2GGrN60UMB79t,spotify:track:4gnuy9VBU2GGrN60UMB79t
63,64,Sean Paul + David Guetta feat. Becky G,Mad Love,2018,2,8,22,22,0,0,0.793,0.824,2,-3.476,1,0.177,0.006,3.29e-06,0.169,0.611,98.019,199945,4,3soOPBuMK8YMdWnV7xpEyf,https://api.spotify.com/v1/tracks/3soOPBuMK8YMdWnV7xpEyf,https://api.spotify.com/v1/audio-analysis/3soOPBuMK8YMdWnV7xpEyf,spotify:track:3soOPBuMK8YMdWnV7xpEyf
