,id,artist,title,year,month,week,totalweeksincharts,total2018weeksincharts,total2019weeksincharts,total2020weeksincharts,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,spotify-id,track_href,analysis_url,uri
1322,1323,Justin Bieber feat. Quavo,Intentions,2020,2,7,13,0,0,13,0.806,0.546,9,-6.637,1,0.0575,0.3,0.0,0.102,0.874,147.986,212867,4,4umIPjkehX1r7uhmGvXiSV,https://api.spotify.com/v1/tracks/4umIPjkehX1r7uhmGvXiSV,https://api.spotify.com/v1/audio-analysis/4umIPjkehX1r7uhmGvXiSV,spotify:track:4umIPjkehX1r7uhmGvXiSV
1323,1324,AnnenMayKantereit,Ausgehen,2020,2,7,15,0,0,15,0.685,0.792,6,-8.21,0,0.0372,0.034,0.000313,0.178,0.888,94.969,174200,4,3Ve0ag71EeiQalsl7Ha4Dw,https://api.spotify.com/v1/tracks/3Ve0ag71EeiQalsl7Ha4Dw,https://api.spotify.com/v1/audio-analysis/3Ve0ag71EeiQalsl7Ha4Dw,spotify:track:3Ve0ag71EeiQalsl7Ha4Dw
1324,1325,Vize & Felix Jaehn,Thank You (Not So Bad),2020,2,7,18,0,0,18,0.656,0.89,5,-4.981,0,0.187,0.201,1.99e-06,0.101,0.268,100.037,197963,4,4AqN8IdKCfItCSbuaFch81,https://api.spotify.com/v1/tracks/4AqN8IdKCfItCSbuaFch81,https://api.spotify.com/v1/audio-analysis/4AqN8IdKCfItCSbuaFch81,spotify:track:4AqN8IdKCfItCSbuaFch81
1325,1326,Hemso feat. 18 Karat,Knast oder Palast,2020,2,7,1,0,0,1,0.71,0.714,10,-3.873,0,0.316,0.155,0.0,0.124,0.544,93.63,161120,4,07xs8mGWJw8CSzvfiKqblW,https://api.spotify.com/v1/tracks/07xs8mGWJw8CSzvfiKqblW,https://api.spotify.com/v1/audio-analysis/07xs8mGWJw8CSzvfiKqblW,spotify:track:07xs8mGWJw8CSzvfiKqblW
1326,1327,Ivana Santacruz,BumBum,2020,2,7,1,0,0,1,0.835,0.724,8,-2.606,1,0.0441,0.132,0.000818,0.23,0.561,97.037,167679,4,4oFTGZgiYZy1uFdJ1jCYBU,https://api.spotify.com/v1/tracks/4oFTGZgiYZy1uFdJ1jCYBU,https://api.spotify.com/v1/audio-analysis/4oFTGZgiYZy1uFdJ1jCYBU,spotify:track:4oFTGZgiYZy1uFdJ1jCYBU
1327,1328,Luciano [DE],Mios mit Bars,2020,2,8,10,0,0,10,0.677,0.633,9,-7.353,0,0.0467,0.111,0.179,0.217,0.404,145.012,232147,4,7Ek9e3eIuktIFjpDRQfmHE,https://api.spotify.com/v1/tracks/7Ek9e3eIuktIFjpDRQfmHE,https://api.spotify.com/v1/audio-analysis/7Ek9e3eIuktIFjpDRQfmHE,spotify:track:7Ek9e3eIuktIFjpDRQfmHE
1328,1329,Billie Eilish,No Time To Die,2020,2,8,7,0,0,7,0.38,0.219,4,-13.273,0,0.0358,0.917,0.0104,0.0827,0.0517,73.537,242265,4,73SpzrcaHk0RQPFP73vqVR,https://api.spotify.com/v1/tracks/73SpzrcaHk0RQPFP73vqVR,https://api.spotify.com/v1/audio-analysis/73SpzrcaHk0RQPFP73vqVR,spotify:track:73SpzrcaHk0RQPFP73vqVR
1329,1330,Gzuz feat. Bonez MC,Verkackt,2020,2,8,4,0,0,4,0.774,0.805,11,-5.896,0,0.302,0.0509,0.0,0.149,0.261,92.735,136974,4,0C6bsQq58Ue1XfL5PKTO6D,https://api.spotify.com/v1/tracks/0C6bsQq58Ue1XfL5PKTO6D,https://api.spotify.com/v1/audio-analysis/0C6bsQq58Ue1XfL5PKTO6D,spotify:track:0C6bsQq58Ue1XfL5PKTO6D
1330,1331,Mozzik,Auf Wiedersehen,2020,2,8,5,0,0,5,0.594,0.745,9,-5.469,1,0.401,0.207,0.0,0.525,0.438,83.64,194168,4,6JZrs7FFUkTpinCxM1DG3E,https://api.spotify.com/v1/tracks/6JZrs7FFUkTpinCxM1DG3E,https://api.spotify.com/v1/audio-analysis/6JZrs7FFUkTpinCxM1DG3E,spotify:track:6JZrs7FFUkTpinCxM1DG3E
1331,1332,Joker Bra,Amex Black,2020,2,8,3,0,0,3,0.789,0.521,4,-5.58,1,0.41,0.294,0.0,0.0764,0.422,151.855,174836,4,0dv22i02nk3o8JwmK6BwjI,https://api.spotify.com/v1/tracks/0dv22i02nk3o8JwmK6BwjI,https://api.spotify.com/v1/audio-analysis/0dv22i02nk3o8JwmK6BwjI,spotify:track:0dv22i02nk3o8JwmK6BwjI
1332,1333,Nimo,Nur wegen dir,2020,2,8,5,0,0,5,0.73,0.718,7,-5.514,0,0.109,0.195,0.00203,0.113,0.202,116.105,203827,4,0ui2kVwPZKHaZxGhdIzBrp,https://api.spotify.com/v1/tracks/0ui2kVwPZKHaZxGhdIzBrp,https://api.spotify.com/v1/audio-analysis/0ui2kVwPZKHaZxGhdIzBrp,spotify:track:0ui2kVwPZKHaZxGhdIzBrp
1333,1334,Fler,Grind,2020,2,8,2,0,0,2,0.867,0.643,9,-5.176,0,0.0881,0.176,2.09e-06,0.11,0.49,134.92,170667,4,0oFrTaO9UIgqu6MuzkFu7B,https://api.spotify.com/v1/tracks/0oFrTaO9UIgqu6MuzkFu7B,https://api.spotify.com/v1/audio-analysis/0oFrTaO9UIgqu6MuzkFu7B,spotify:track:0oFrTaO9UIgqu6MuzkFu7B
1334,1335,Jamule,Schiebedach,2020,2,8,1,0,0,1,0.81,0.522,7,-7.917,0,0.111,0.519,4.75e-06,0.117,0.415,156.012,178271,4,6mPETBNZFx2xjCR2YFPfcj,https://api.spotify.com/v1/tracks/6mPETBNZFx2xjCR2YFPfcj,https://api.spotify.com/v1/audio-analysis/6mPETBNZFx2xjCR2YFPfcj,spotify:track:6mPETBNZFx2xjCR2YFPfcj
1335,1336,Justin Bieber feat. Post Malone & Clever,Forever,2020,2,8,2,0,0,2,0.825,0.483,8,-5.746,0,0.08,0.538,1.48e-05,0.204,0.892,139.98,219933,4,2ZlCGeK30BLRNSPC832pNZ,https://api.spotify.com/v1/tracks/2ZlCGeK30BLRNSPC832pNZ,https://api.spotify.com/v1/audio-analysis/2ZlCGeK30BLRNSPC832pNZ,spotify:track:2ZlCGeK30BLRNSPC832pNZ
1336,1337,Eno,Bana ne,2020,2,8,1,0,0,1,0.826,0.625,4,-8.102,0,0.171,0.335,0.0,0.186,0.816,140.099,194533,4,1nPIwg4Y7Iu1PUMqISI6D7,https://api.spotify.com/v1/tracks/1nPIwg4Y7Iu1PUMqISI6D7,https://api.spotify.com/v1/audio-analysis/1nPIwg4Y7Iu1PUMqISI6D7,spotify:track:1nPIwg4Y7Iu1PUMqISI6D7
1337,1338,G-Eazy feat. Tory Lanez & Tyga,Still Be Friends,2020,2,8,12,0,0,12,0.803,0.759,7,-4.692,0,0.0494,0.00509,0.0,0.0921,0.284,104.0,213308,4,0JjM9bKm4wrwohMslcm892,https://api.spotify.com/v1/tracks/0JjM9bKm4wrwohMslcm892,https://api.spotify.com/v1/audio-analysis/0JjM9bKm4wrwohMslcm892,spotify:track:0JjM9bKm4wrwohMslcm892
1338,1339,Sam Smith,To Die For,2020,2,8,1,0,0,1,0.483,0.361,0,-7.889,1,0.0738,0.832,4.66e-06,0.098,0.307,171.649,193795,4,2ZTYlnhhV1UAReg7wIGolx,https://api.spotify.com/v1/tracks/2ZTYlnhhV1UAReg7wIGolx,https://api.spotify.com/v1/audio-analysis/2ZTYlnhhV1UAReg7wIGolx,spotify:track:2ZTYlnhhV1UAReg7wIGolx
1339,1340,Clueso,Sag mir was du willst,2020,2,8,4,0,0,4,0.747,0.655,5,-5.272,1,0.0486,0.397,0.0,0.331,0.671,95.01,183203,4,5NruCL3mzAlLav6W8WGbpC,https://api.spotify.com/v1/tracks/5NruCL3mzAlLav6W8WGbpC,https://api.spotify.com/v1/audio-analysis/5NruCL3mzAlLav6W8WGbpC,spotify:track:5NruCL3mzAlLav6W8WGbpC
1340,1341,Ava Max,Salt,2020,2,8,26,0,0,26,0.693,0.835,6,-3.242,1,0.0624,0.131,0.0,0.073,0.744,128.052,180283,4,5iyZwawawLjHYpX4MxUKVF,https://api.spotify.com/v1/tracks/5iyZwawawLjHYpX4MxUKVF,https://api.spotify.com/v1/audio-analysis/5iyZwawawLjHYpX4MxUKVF,spotify:track:5iyZwawawLjHYpX4MxUKVF
1341,1342,Moe Phoenix,Was'n Typ,2020,2,8,1,0,0,1,0.882,0.663,0,-7.821,1,0.0538,0.0155,0.0,0.122,0.434,102.016,170427,4,5EU74X257QeYtlb5NtW8hk,https://api.spotify.com/v1/tracks/5EU74X257QeYtlb5NtW8hk,https://api.spotify.com/v1/audio-analysis/5EU74X257QeYtlb5NtW8hk,spotify:track:5EU74X257QeYtlb5NtW8hk
1342,1343,Ufo361,Rich Rich,2020,2,9,8,0,0,8,0.548,0.649,4,-4.796,0,0.29,0.0844,0.00044,0.13,0.222,141.853,204319,4,3VFT90E0yYjdHSFoGv02us,https://api.spotify.com/v1/tracks/3VFT90E0yYjdHSFoGv02us,https://api.spotify.com/v1/audio-analysis/3VFT90E0yYjdHSFoGv02us,spotify:track:3VFT90E0yYjdHSFoGv02us
1343,1344,Samra,Schüsse im Regen,2020,2,9,5,0,0,5,0.772,0.799,5,-3.481,0,0.291,0.104,0.0,0.111,0.449,97.029,152299,4,3RgJvQlTg7tp5mXtylDXYx,https://api.spotify.com/v1/tracks/3RgJvQlTg7tp5mXtylDXYx,https://api.spotify.com/v1/audio-analysis/3RgJvQlTg7tp5mXtylDXYx,spotify:track:3RgJvQlTg7tp5mXtylDXYx
1344,1345,Apache 207,Matrix,2020,2,9,12,0,0,12,0.786,0.509,9,-8.766,0,0.29,0.766,3.33e-06,0.272,0.418,114.961,183793,4,7ygVaACDENw4PgLbN1awFE,https://api.spotify.com/v1/tracks/7ygVaACDENw4PgLbN1awFE,https://api.spotify.com/v1/audio-analysis/7ygVaACDENw4PgLbN1awFE,spotify:track:7ygVaACDENw4PgLbN1awFE
1345,1346,The Weeknd,After Hours,2020,2,9,3,0,0,3,0.664,0.572,5,-6.099,0,0.0305,0.0811,0.00604,0.121,0.143,108.959,361027,4,2p8IUWQDrpjuFltbdgLOag,https://api.spotify.com/v1/tracks/2p8IUWQDrpjuFltbdgLOag,https://api.spotify.com/v1/audio-analysis/2p8IUWQDrpjuFltbdgLOag,spotify:track:2p8IUWQDrpjuFltbdgLOag
1346,1347,BTS feat. Sia,On,2020,2,9,1,0,0,1,0.583,0.817,9,-5.146,0,0.0987,0.118,0.0,0.338,0.438,105.936,246381,4,2QyuXBcV1LJ2rq01KhreMF,https://api.spotify.com/v1/tracks/2QyuXBcV1LJ2rq01KhreMF,https://api.spotify.com/v1/audio-analysis/2QyuXBcV1LJ2rq01KhreMF,spotify:track:2QyuXBcV1LJ2rq01KhreMF
1347,1348,Fynn Kliemann,Alles was ich hab,2020,2,9,8,0,0,8,0.707,0.775,6,-4.28,0,0.0483,0.405,0.0,0.613,0.504,140.012,234955,4,1GHgDIODujliWFayEhHx1n,https://api.spotify.com/v1/tracks/1GHgDIODujliWFayEhHx1n,https://api.spotify.com/v1/audio-analysis/1GHgDIODujliWFayEhHx1n,spotify:track:1GHgDIODujliWFayEhHx1n
1348,1349,Michael Wendler,Egal,2020,2,9,5,0,0,5,0.77,0.915,7,-2.722,1,0.162,0.000201,0.0005,0.267,0.375,131.973,212627,4,7rjW2CVIOmmQ7U5CGiZcnG,https://api.spotify.com/v1/tracks/7rjW2CVIOmmQ7U5CGiZcnG,https://api.spotify.com/v1/audio-analysis/7rjW2CVIOmmQ7U5CGiZcnG,spotify:track:7rjW2CVIOmmQ7U5CGiZcnG
1349,1350,Eno feat. Xatar,Ey hawar,2020,2,9,2,0,0,2,0.679,0.719,10,-5.162,0,0.0685,0.455,3.33e-05,0.114,0.252,87.026,151249,4,26rsUvXxz1wtraMXXcAxpE,https://api.spotify.com/v1/tracks/26rsUvXxz1wtraMXXcAxpE,https://api.spotify.com/v1/audio-analysis/26rsUvXxz1wtraMXXcAxpE,spotify:track:26rsUvXxz1wtraMXXcAxpE
1350,1351,Selena Gomez,Feel Me,2020,2,9,1,0,0,1,0.71,0.808,2,-6.703,0,0.0433,0.44,0.000773,0.0734,0.392,99.989,226003,4,6XXYdF6pJR1K3wKvuxmu7n,https://api.spotify.com/v1/tracks/6XXYdF6pJR1K3wKvuxmu7n,https://api.spotify.com/v1/audio-analysis/6XXYdF6pJR1K3wKvuxmu7n,spotify:track:6XXYdF6pJR1K3wKvuxmu7n
1351,1352,Tones And I,Never Seen The Rain,2020,2,9,12,0,0,12,0.672,0.464,6,-5.624,0,0.037,0.43,0.0,0.284,0.271,92.069,200742,4,3FHLkTWV2QvC8J0YhX4muT,https://api.spotify.com/v1/tracks/3FHLkTWV2QvC8J0YhX4muT,https://api.spotify.com/v1/audio-analysis/3FHLkTWV2QvC8J0YhX4muT,spotify:track:3FHLkTWV2QvC8J0YhX4muT
1352,1353,Capital Bra & Samra,100k Cash,2020,3,10,5,0,0,5,0.701,0.714,10,-5.906,1,0.524,0.289,0.0,0.0883,0.604,86.91,173353,4,033if6Adj8fwBYsQzHOfQ8,https://api.spotify.com/v1/tracks/033if6Adj8fwBYsQzHOfQ8,https://api.spotify.com/v1/audio-analysis/033if6Adj8fwBYsQzHOfQ8,spotify:track:033if6Adj8fwBYsQzHOfQ8
1353,1354,Dardan,D A YYY T O N A,2020,3,10,7,0,0,7,0.861,0.659,1,-6.67,1,0.101,0.155,0.0,0.107,0.582,109.973,164000,4,5Bj9rLRVpf5xxQwhlyOOeh,https://api.spotify.com/v1/tracks/5Bj9rLRVpf5xxQwhlyOOeh,https://api.spotify.com/v1/audio-analysis/5Bj9rLRVpf5xxQwhlyOOeh,spotify:track:5Bj9rLRVpf5xxQwhlyOOeh
1354,1355,Azet x Dhurata Dora,Lass los,2020,3,10,5,0,0,5,0.892,0.547,5,-5.709,0,0.0857,0.0413,5.44e-06,0.103,0.512,103.97,180804,4,0K5vPCPPPQYzrKHc17qB1I,https://api.spotify.com/v1/tracks/0K5vPCPPPQYzrKHc17qB1I,https://api.spotify.com/v1/audio-analysis/0K5vPCPPPQYzrKHc17qB1I,spotify:track:0K5vPCPPPQYzrKHc17qB1I
1355,1356,Capo,Karakol,2020,3,10,3,0,0,3,0.833,0.632,5,-7.343,0,0.122,0.7,0.0,0.125,0.657,142.982,188307,4,0rl7zpqNO7xPbe2CDvyoks,https://api.spotify.com/v1/tracks/0rl7zpqNO7xPbe2CDvyoks,https://api.spotify.com/v1/audio-analysis/0rl7zpqNO7xPbe2CDvyoks,spotify:track:0rl7zpqNO7xPbe2CDvyoks
1356,1357,Ufo361 x Bausa x The Cratez,Schlafen,2020,3,10,3,0,0,3,0.842,0.676,10,-7.788,0,0.0693,0.183,3.68e-05,0.0817,0.397,119.965,198066,4,7cV5zRs2cXP0H9e29UMI7Z,https://api.spotify.com/v1/tracks/7cV5zRs2cXP0H9e29UMI7Z,https://api.spotify.com/v1/audio-analysis/7cV5zRs2cXP0H9e29UMI7Z,spotify:track:7cV5zRs2cXP0H9e29UMI7Z
1357,1358,Lady Gaga,Stupid Love,2020,3,10,8,0,0,8,0.68,0.825,8,-4.296,1,0.0702,0.00173,0.000122,0.27,0.784,117.987,193533,4,7yBbV2k2S2uhaQc24NF2xt,https://api.spotify.com/v1/tracks/7yBbV2k2S2uhaQc24NF2xt,https://api.spotify.com/v1/audio-analysis/7yBbV2k2S2uhaQc24NF2xt,spotify:track:7yBbV2k2S2uhaQc24NF2xt
1358,1359,Farid Bang,Ching Ching Ching,2020,3,10,2,0,0,2,0.78,0.503,1,-6.94,1,0.312,0.0203,0.0,0.129,0.149,148.011,167693,4,32ojM1s5NBAmuSzkJhS8aP,https://api.spotify.com/v1/tracks/32ojM1s5NBAmuSzkJhS8aP,https://api.spotify.com/v1/audio-analysis/32ojM1s5NBAmuSzkJhS8aP,spotify:track:32ojM1s5NBAmuSzkJhS8aP
1359,1360,Elias [DE],Revenge,2020,3,10,2,0,0,2,0.843,0.627,9,-6.552,0,0.0915,0.0286,0.0,0.11,0.43,146.139,171286,4,0VLwCyZ3QIvPXhPXhaiZfk,https://api.spotify.com/v1/tracks/0VLwCyZ3QIvPXhPXhaiZfk,https://api.spotify.com/v1/audio-analysis/0VLwCyZ3QIvPXhPXhaiZfk,spotify:track:0VLwCyZ3QIvPXhPXhaiZfk
1360,1361,Doja Cat,Say So,2020,3,10,19,0,0,19,0.787,0.673,11,-4.577,0,0.158,0.256,3.57e-06,0.0904,0.786,110.962,237893,4,3Dv1eDb0MEgF93GpLXlucZ,https://api.spotify.com/v1/tracks/3Dv1eDb0MEgF93GpLXlucZ,https://api.spotify.com/v1/audio-analysis/3Dv1eDb0MEgF93GpLXlucZ,spotify:track:3Dv1eDb0MEgF93GpLXlucZ
1361,1362,SZA x Justin Timberlake,The Other Side,2020,3,10,1,0,0,1,0.76,0.607,7,-6.274,1,0.0964,0.00277,0.0,0.132,0.709,105.979,188187,4,463PQggkmk5tTw8ug0ahOX,https://api.spotify.com/v1/tracks/463PQggkmk5tTw8ug0ahOX,https://api.spotify.com/v1/audio-analysis/463PQggkmk5tTw8ug0ahOX,spotify:track:463PQggkmk5tTw8ug0ahOX
1362,1363,Surfaces,Sunday Best,2020,3,10,13,0,0,13,0.878,0.525,5,-6.832,1,0.0578,0.183,0.0,0.0714,0.694,112.022,158571,4,1Cv1YLb4q0RzL6pybtaMLo,https://api.spotify.com/v1/tracks/1Cv1YLb4q0RzL6pybtaMLo,https://api.spotify.com/v1/audio-analysis/1Cv1YLb4q0RzL6pybtaMLo,spotify:track:1Cv1YLb4q0RzL6pybtaMLo
1363,1364,Loredana feat. Rymez,Angst,2020,3,11,7,0,0,7,0.833,0.677,2,-5.537,1,0.239,0.0284,0.0,0.0502,0.558,100.073,176097,4,3R3rQ7FbTJdsi5She10YvI,https://api.spotify.com/v1/tracks/3R3rQ7FbTJdsi5She10YvI,https://api.spotify.com/v1/audio-analysis/3R3rQ7FbTJdsi5She10YvI,spotify:track:3R3rQ7FbTJdsi5She10YvI
1364,1365,Luciano [DE],Sip,2020,3,11,6,0,0,6,0.789,0.77,9,-4.631,1,0.272,0.032,0.0121,0.108,0.441,102.016,189307,4,4D4tA2ara3ihoOvjupr8cG,https://api.spotify.com/v1/tracks/4D4tA2ara3ihoOvjupr8cG,https://api.spotify.com/v1/audio-analysis/4D4tA2ara3ihoOvjupr8cG,spotify:track:4D4tA2ara3ihoOvjupr8cG
1365,1366,Samra,6 Uhr,2020,3,11,5,0,0,5,0.626,0.778,8,-4.575,1,0.168,0.295,0.0,0.182,0.414,86.637,147438,4,57e7dy1hUpKVg1aUvKkx5R,https://api.spotify.com/v1/tracks/57e7dy1hUpKVg1aUvKkx5R,https://api.spotify.com/v1/audio-analysis/57e7dy1hUpKVg1aUvKkx5R,spotify:track:57e7dy1hUpKVg1aUvKkx5R
1366,1367,LEA,Treppenhaus,2020,3,11,21,0,0,21,0.624,0.713,6,-6.071,1,0.167,0.0696,1.99e-06,0.084,0.233,161.714,188747,4,0psIeufUtT83Ot2dkLjQ0v,https://api.spotify.com/v1/tracks/0psIeufUtT83Ot2dkLjQ0v,https://api.spotify.com/v1/audio-analysis/0psIeufUtT83Ot2dkLjQ0v,spotify:track:0psIeufUtT83Ot2dkLjQ0v
1367,1368,Mert feat. Z,U23,2020,3,11,3,0,0,3,0.9,0.454,8,-9.338,1,0.267,0.0647,5.96e-05,0.0673,0.41,114.018,164211,4,1iGM29PpHTyrra18Ft0w7O,https://api.spotify.com/v1/tracks/1iGM29PpHTyrra18Ft0w7O,https://api.spotify.com/v1/audio-analysis/1iGM29PpHTyrra18Ft0w7O,spotify:track:1iGM29PpHTyrra18Ft0w7O
1368,1369,Nimo,Remember,2020,3,11,2,0,0,2,0.773,0.752,2,-7.097,0,0.0429,0.347,0.00169,0.114,0.639,112.978,209000,4,3yXXNEh8zkNo8hxDjr1tLj,https://api.spotify.com/v1/tracks/3yXXNEh8zkNo8hxDjr1tLj,https://api.spotify.com/v1/audio-analysis/3yXXNEh8zkNo8hxDjr1tLj,spotify:track:3yXXNEh8zkNo8hxDjr1tLj
1369,1370,Veysel,Para,2020,3,11,1,0,0,1,0.929,0.537,7,-7.171,0,0.223,0.166,0.0,0.0965,0.808,136.023,149907,4,1UjEKkdgoOwJhqSZqBrpO0,https://api.spotify.com/v1/tracks/1UjEKkdgoOwJhqSZqBrpO0,https://api.spotify.com/v1/audio-analysis/1UjEKkdgoOwJhqSZqBrpO0,spotify:track:1UjEKkdgoOwJhqSZqBrpO0
1370,1371,Joker Bra,Passt mir so gar nicht,2020,3,11,2,0,0,2,0.805,0.534,7,-9.542,1,0.206,0.0606,0.753,0.0857,0.566,130.127,145028,4,7AUPR6VYsmTu8LwDuJVgCe,https://api.spotify.com/v1/tracks/7AUPR6VYsmTu8LwDuJVgCe,https://api.spotify.com/v1/audio-analysis/7AUPR6VYsmTu8LwDuJVgCe,spotify:track:7AUPR6VYsmTu8LwDuJVgCe
1371,1372,Powfu feat. Beabadoobee,Death Bed,2020,3,11,20,0,0,20,0.726,0.431,8,-8.765,0,0.135,0.731,0.0,0.696,0.348,144.026,173333,4,7eJMfftS33KTjuF7lTsMCx,https://api.spotify.com/v1/tracks/7eJMfftS33KTjuF7lTsMCx,https://api.spotify.com/v1/audio-analysis/7eJMfftS33KTjuF7lTsMCx,spotify:track:7eJMfftS33KTjuF7lTsMCx
1372,1373,Juri feat. Kollegah,Mashkal,2020,3,11,1,0,0,1,0.668,0.658,1,-5.244,0,0.275,0.258,2.08e-05,0.103,0.418,95.515,193000,4,40Mv1ga6Ue4zOYRR1RYU9P,https://api.spotify.com/v1/tracks/40Mv1ga6Ue4zOYRR1RYU9P,https://api.spotify.com/v1/audio-analysis/40Mv1ga6Ue4zOYRR1RYU9P,spotify:track:40Mv1ga6Ue4zOYRR1RYU9P
1373,1374,Kianush x PA Sports,Cyberpunk,2020,3,11,1,0,0,1,0.783,0.79,5,-5.32,0,0.192,0.104,0.0,0.176,0.665,107.071,159652,4,3dtcO8yWR1aEWNOsVjtFan,https://api.spotify.com/v1/tracks/3dtcO8yWR1aEWNOsVjtFan,https://api.spotify.com/v1/audio-analysis/3dtcO8yWR1aEWNOsVjtFan,spotify:track:3dtcO8yWR1aEWNOsVjtFan
1374,1375,Demi Lovato,I Love Me,2020,3,11,1,0,0,1,0.664,0.561,6,-7.031,1,0.0495,0.00261,0.0,0.0764,0.713,150.093,203672,4,2IHLaN6wwYKQ3S24NsQqpA,https://api.spotify.com/v1/tracks/2IHLaN6wwYKQ3S24NsQqpA,https://api.spotify.com/v1/audio-analysis/2IHLaN6wwYKQ3S24NsQqpA,spotify:track:2IHLaN6wwYKQ3S24NsQqpA
1375,1376,Tom Gregory,Fingertips,2020,3,11,20,0,0,20,0.718,0.693,1,-5.375,0,0.0252,0.07,0.0,0.132,0.691,88.026,165430,4,0jh5NRR4gX9tsFMLFDhEmX,https://api.spotify.com/v1/tracks/0jh5NRR4gX9tsFMLFDhEmX,https://api.spotify.com/v1/audio-analysis/0jh5NRR4gX9tsFMLFDhEmX,spotify:track:0jh5NRR4gX9tsFMLFDhEmX
1376,1377,Alicia Keys,Underdog,2020,3,11,19,0,0,19,0.656,0.722,0,-4.726,0,0.0478,0.556,0.0,0.134,0.301,90.097,208208,4,3FGiFUJRRp5RGikVrs6kig,https://api.spotify.com/v1/tracks/3FGiFUJRRp5RGikVrs6kig,https://api.spotify.com/v1/audio-analysis/3FGiFUJRRp5RGikVrs6kig,spotify:track:3FGiFUJRRp5RGikVrs6kig
1377,1378,Samra & Capital Bra,Berlin,2020,3,12,8,0,0,8,0.48,0.749,1,-5.057,0,0.432,0.533,0.0,0.0997,0.419,179.056,194534,4,67ojvEGRPAUCOohuMPqoRC,https://api.spotify.com/v1/tracks/67ojvEGRPAUCOohuMPqoRC,https://api.spotify.com/v1/audio-analysis/67ojvEGRPAUCOohuMPqoRC,spotify:track:67ojvEGRPAUCOohuMPqoRC
1378,1379,Ufo361,"Bad Girls, Good Vibes",2020,3,12,8,0,0,8,0.826,0.368,7,-12.761,0,0.133,0.516,0.0248,0.0914,0.158,127.977,107446,4,7IxGslFZA5QhgXbUsDmcjf,https://api.spotify.com/v1/tracks/7IxGslFZA5QhgXbUsDmcjf,https://api.spotify.com/v1/audio-analysis/7IxGslFZA5QhgXbUsDmcjf,spotify:track:7IxGslFZA5QhgXbUsDmcjf
1379,1380,Die Toten Hosen,Kamikaze,2020,3,12,1,0,0,1,0.388,0.691,6,-5.842,1,0.0284,0.00279,0.00147,0.622,0.115,127.719,205920,4,62Hc6jApcKafHmyYpV7uTL,https://api.spotify.com/v1/tracks/62Hc6jApcKafHmyYpV7uTL,https://api.spotify.com/v1/audio-analysis/62Hc6jApcKafHmyYpV7uTL,spotify:track:62Hc6jApcKafHmyYpV7uTL
1380,1381,Haftbefehl,Bolon,2020,3,12,2,0,0,2,0.812,0.664,7,-7.298,0,0.137,0.574,2.15e-06,0.159,0.401,112.109,194545,4,5URGeagGu9zD02yHn1tXI6,https://api.spotify.com/v1/tracks/5URGeagGu9zD02yHn1tXI6,https://api.spotify.com/v1/audio-analysis/5URGeagGu9zD02yHn1tXI6,spotify:track:5URGeagGu9zD02yHn1tXI6
1381,1382,Farid Bang,Teuer Teuer,2020,3,12,1,0,0,1,0.727,0.66,1,-5.256,1,0.418,0.151,0.0,0.363,0.377,89.836,144000,4,0m2ye3donWKvVsAKaSO14R,https://api.spotify.com/v1/tracks/0m2ye3donWKvVsAKaSO14R,https://api.spotify.com/v1/audio-analysis/0m2ye3donWKvVsAKaSO14R,spotify:track:0m2ye3donWKvVsAKaSO14R
1382,1383,Benee feat. Gus Dapperton,Supalonely,2020,3,12,23,0,0,23,0.863,0.631,7,-4.689,1,0.0534,0.305,3.04e-05,0.123,0.817,128.977,223480,4,4nK5YrxbMGZstTLbvj6Gxw,https://api.spotify.com/v1/tracks/4nK5YrxbMGZstTLbvj6Gxw,https://api.spotify.com/v1/audio-analysis/4nK5YrxbMGZstTLbvj6Gxw,spotify:track:4nK5YrxbMGZstTLbvj6Gxw
1383,1384,Ava Max,Kings & Queens,2020,3,12,37,0,0,37,0.637,0.69,1,-4.057,0,0.0405,0.00786,0.0,0.124,0.457,129.857,162399,4,7a53HqqArd4b9NF4XAmlbI,https://api.spotify.com/v1/tracks/7a53HqqArd4b9NF4XAmlbI,https://api.spotify.com/v1/audio-analysis/7a53HqqArd4b9NF4XAmlbI,spotify:track:7a53HqqArd4b9NF4XAmlbI
1384,1385,Pop Smoke,Dior,2020,3,12,9,0,0,9,0.548,0.805,7,-5.732,1,0.351,0.212,0.000389,0.408,0.648,142.094,216387,4,79s5XnCN4TJKTVMSmOx8Ep,https://api.spotify.com/v1/tracks/79s5XnCN4TJKTVMSmOx8Ep,https://api.spotify.com/v1/audio-analysis/79s5XnCN4TJKTVMSmOx8Ep,spotify:track:79s5XnCN4TJKTVMSmOx8Ep
1385,1386,Fler & Sido,Lost,2020,3,12,2,0,0,2,0.749,0.475,1,-7.583,0,0.198,0.555,0.0,0.122,0.282,90.057,177213,4,2dfIFz1lB9b9RtidYewxkr,https://api.spotify.com/v1/tracks/2dfIFz1lB9b9RtidYewxkr,https://api.spotify.com/v1/audio-analysis/2dfIFz1lB9b9RtidYewxkr,spotify:track:2dfIFz1lB9b9RtidYewxkr
