current_rank,artist,title,label,in_charts,peak,weekbegin,weekend,year,month
1,"KitschKrieg feat. Trettmann, Gringo, Ufo361 & Gzuz",Standard,SoulForce Records,3,1,2018-11-09,2018-11-15,2018,11
2,Capital Bra,Allein,Bushido,2,2,2018-11-09,2018-11-15,2018,11
3,Capital Bra feat. Xatar x SAMY,Ich liebe es,Bushido,2,3,2018-11-09,2018-11-15,2018,11
4,Dynoro & Gigi D'Agostino,In My Mind,B1 Recordings,22,1,2018-11-09,2018-11-15,2018,11
5,Luciano [DE],Meer,Universal Domestic Urban,2,3,2018-11-09,2018-11-15,2018,11
6,Panic! At The Disco,High Hopes,Atlantic,14,6,2018-11-09,2018-11-15,2018,11
7,Calvin Harris & Sam Smith,Promises,Columbia,12,2,2018-11-09,2018-11-15,2018,11
8,"DJ Snake feat. Selena Gomez, Ozuna & Cardi B",Taki Taki,Geffen Records,6,8,2018-11-09,2018-11-15,2018,11
9,Capital Bra feat. Luciano & Eno,Roli Glitzer Glitzer,Team Kuku,3,1,2018-11-09,2018-11-15,2018,11
10,Bonez MC & RAF Camora,500 PS,Universal Domestic Vertigo,14,1,2018-11-09,2018-11-15,2018,11
11,Dean Lewis,Be Alright,Universal,12,11,2018-11-09,2018-11-15,2018,11
12,Rita Ora,Let You Love Me,Atlantic,7,12,2018-11-09,2018-11-15,2018,11
13,Sido,Tausend Tattoos,Universal Domestic Urban,2,13,2018-11-09,2018-11-15,2018,11
14,Marshmello & Bastille,Happier,Astralwerk,12,9,2018-11-09,2018-11-15,2018,11
15,Lady Gaga & Bradley Cooper,Shallow,Interscope,6,10,2018-11-09,2018-11-15,2018,11
16,Capital Bra feat. Bushido,Maybach,Bushido,1,16,2018-11-09,2018-11-15,2018,11
17,Ava Max,Sweet But Psycho,Atlantic,3,17,2018-11-09,2018-11-15,2018,11
18,Bonez MC & RAF Camora feat. Gzuz,Kokain,Universal Domestic Vertigo,8,1,2018-11-09,2018-11-15,2018,11
19,Capital Bra,Selbst verdient,Bushido,1,19,2018-11-09,2018-11-15,2018,11
20,Loud Luxury feat. Brando,Body,Kontor Records,24,7,2018-11-09,2018-11-15,2018,11
21,Capital Bra feat. Samra & AK Ausserkontrolle,Fightclub,Bushido,4,3,2018-11-09,2018-11-15,2018,11
22,LEA x Cyril,Immer wenn wir uns sehn,Four Music,12,16,2018-11-09,2018-11-15,2018,11
23,Loredana x Mozzik,Bonnie & Clyde,Loredana,8,3,2018-11-09,2018-11-15,2018,11
24,XXXTentacion x Lil Pump feat. Maluma & Swae Lee,Arms Around You,Warner Music International,2,16,2018-11-09,2018-11-15,2018,11
25,Ariana Grande,"Thank U, Next",Universal,1,25,2018-11-09,2018-11-15,2018,11
26,"Benny Blanco, Halsey & Khalid",Eastside,Universal,17,15,2018-11-09,2018-11-15,2018,11
27,Imagine Dragons,Natural,Interscope,12,27,2018-11-09,2018-11-15,2018,11
28,Bonez MC & RAF Camora,Nummer unterdrÃ¼ckt,Universal Domestic Vertigo,5,3,2018-11-09,2018-11-15,2018,11
29,Veysel,TGV,Universal Domestic Urban,1,29,2018-11-09,2018-11-15,2018,11
30,Dardan,Facetime,Hypnotize Entertainment,12,7,2018-11-09,2018-11-15,2018,11
31,RIN,Dior 2001,Division,12,4,2018-11-09,2018-11-15,2018,11
32,Kollegah feat. 18 Karat,Das erste Mal,Alpha Music Empire,1,32,2018-11-09,2018-11-15,2018,11
33,Armin van Buuren,Blah Blah Blah,Kontor Records,17,11,2018-11-09,2018-11-15,2018,11
34,Capital Bra feat. Juju,Melodien,Bushido,14,1,2018-11-09,2018-11-15,2018,11
35,Bad Bunny feat. Drake,Mia,OVO Sound,4,26,2018-11-09,2018-11-15,2018,11
36,Maroon 5 feat. Cardi B,Girls Like You,Interscope,23,9,2018-11-09,2018-11-15,2018,11
37,Veysel feat. Gzuz,UFF,Bela Boyz,7,3,2018-11-09,2018-11-15,2018,11
38,Leon MachÃ¨re,Copacabana,PMR Music,15,13,2018-11-09,2018-11-15,2018,11
39,George Ezra,Shotgun,Columbia,16,12,2018-11-09,2018-11-15,2018,11
40,Capital Bra feat. Samra,SchÃ¼sse fallen,Bushido,1,40,2018-11-09,2018-11-15,2018,11
41,Capital Bra feat. Olexesh,Lass mal diese,Bushido,1,41,2018-11-09,2018-11-15,2018,11
42,Kanye West & Lil Pump,I Love It,Def Jam,9,9,2018-11-09,2018-11-15,2018,11
43,Capital Bra,Trikot von Turin,Bushido,1,43,2018-11-09,2018-11-15,2018,11
44,Aya Nakamura feat. Loredana,Djadja (Remix),Rec. 118,5,44,2018-11-09,2018-11-15,2018,11
45,Jonas Blue feat. Jack & Jack,Rise,Virgin Records,24,8,2018-11-09,2018-11-15,2018,11
46,Olexesh,Project X,385ideal,1,46,2018-11-09,2018-11-15,2018,11
47,RAF Camora,In meiner Zone 2.0,Indipendenza,2,19,2018-11-09,2018-11-15,2018,11
48,Bausa,Vagabund,Warner Music Germany,11,10,2018-11-09,2018-11-15,2018,11
49,Kodak Black feat. Travis Scott & Offset,Zeze,Atlantic,4,37,2018-11-09,2018-11-15,2018,11
50,Clean Bandit feat. Demi Lovato,Solo,Atlantic,25,1,2018-11-09,2018-11-15,2018,11
51,El Profesor,Bella ciao (Hugel Remix),Kontor Records,26,2,2018-11-09,2018-11-15,2018,11
52,Post Malone & Swae Lee,Sunflower,Universal,3,40,2018-11-09,2018-11-15,2018,11
53,Lil Peep & XXXTentacion,Falling Down,Columbia,7,12,2018-11-09,2018-11-15,2018,11
54,Halsey,Without Me,Capitol,5,54,2018-11-09,2018-11-15,2018,11
55,Bonez MC & RAF Camora,Risiko,Universal Domestic Vertigo,11,2,2018-11-09,2018-11-15,2018,11
56,Josh.,Cordula GrÃ¼n,echopilot music,11,27,2018-11-09,2018-11-15,2018,11
57,Capital Bra feat. Zuna,Safari,Bushido,1,57,2018-11-09,2018-11-15,2018,11
58,Luciano [DE],MoneyGram,Universal Domestic Urban,6,7,2018-11-09,2018-11-15,2018,11
59,Capital Bra feat. Samra,Benz Diggi,Bushido,1,59,2018-11-09,2018-11-15,2018,11
60,Wincent Weiss,Hier mit dir,Universal Domestic Vertigo,1,60,2018-11-09,2018-11-15,2018,11
61,Eno,Mercedes,Alles Oder Nix Records,16,6,2018-11-09,2018-11-15,2018,11
62,Summer Cem & Bausa,Casanova,Banger Musik,24,4,2018-11-09,2018-11-15,2018,11
63,Felix Jaehn feat. R. City & Bori,Jennie,Virgin Records,21,40,2018-11-09,2018-11-15,2018,11
64,Dennis Lloyd,Nevermind,Warner Music International,33,3,2018-11-09,2018-11-15,2018,11
65,Jason Derulo x David Guetta feat. Nicki Minaj and Willy William,Goodbye,Beluga Heights,11,47,2018-11-09,2018-11-15,2018,11
66,Dua Lipa & Blackpink,Kiss And Make Up,Universal Domestic Urban,3,52,2018-11-09,2018-11-15,2018,11
67,Alle Farben & Ilira,Fading,B1 Recordings,1,67,2018-11-09,2018-11-15,2018,11
68,Capital Bra,Ya Salam,Bushido,1,68,2018-11-09,2018-11-15,2018,11
69,Ed Sheeran,Perfect,Atlantic,67,1,2018-11-09,2018-11-15,2018,11
70,Khalid,Better,Right Hand Music Group,8,49,2018-11-09,2018-11-15,2018,11
71,David Guetta feat. Anne-Marie,Don't Leave Me Alone,Parlophone Label Group,15,32,2018-11-09,2018-11-15,2018,11
72,Queen,Bohemian Rhapsody,Parlophone,18,7,2018-11-09,2018-11-15,2018,11
73,Little Mix feat. Nicki Minaj,Woman Like Me,Syco Music,3,53,2018-11-09,2018-11-15,2018,11
74,Capital Bra,Gucci Capi Tief,Bushido,1,74,2018-11-09,2018-11-15,2018,11
75,Calvin Harris & Dua Lipa,One Kiss,Columbia,31,1,2018-11-09,2018-11-15,2018,11
76,Mark Forster,Einmal,Four Music,5,60,2018-11-09,2018-11-15,2018,11
77,LSD (Labrinth / Sia / Diplo),Thunderclouds,Columbia,10,56,2018-11-09,2018-11-15,2018,11
78,French Montana feat. Drake,No Stylist,Epic,5,66,2018-11-09,2018-11-15,2018,11
79,"Alle Farben, Kelvin Jones & Younotus",Only Thing We Know,B1 Recordings,19,20,2018-11-09,2018-11-15,2018,11
80,Nimo & Capo,Lean,Universal Domestic Urban,4,12,2018-11-09,2018-11-15,2018,11
81,Namika feat. Black M,Je ne parle pas franÃ§ais (Beatgees Remix),Jive Germany,30,1,2018-11-09,2018-11-15,2018,11
82,Kris Kross Amsterdam x The Boy Next Door feat. Conor Maynard,Whenever,Spinnin' Records,10,46,2018-11-09,2018-11-15,2018,11
83,Bushido feat. Capital Bra,Inshallah,Bushido,6,3,2018-11-09,2018-11-15,2018,11
84,Kollegah,LÃ¶we,Alpha Music Empire,2,36,2018-11-09,2018-11-15,2018,11
85,LEA,Zu dir,Four Music,19,54,2018-11-09,2018-11-15,2018,11
86,Moe Phoenix,Aicha,Universal Domestic Vertigo,3,63,2018-11-09,2018-11-15,2018,11
87,"Cardi B, Bad Bunny & J Balvin",I Like It,Atlantic,30,14,2018-11-09,2018-11-15,2018,11
88,Mert,Mula,Husla Music,3,79,2018-11-09,2018-11-15,2018,11
89,Capital Bra feat. Ufo361,Neymar,Team Kuku,28,1,2018-11-09,2018-11-15,2018,11
90,Capital Bra,One Night Stand,Team Kuku,24,1,2018-11-09,2018-11-15,2018,11
91,Post Malone,Better Now,Universal,28,11,2018-11-09,2018-11-15,2018,11
92,Billie Eilish,When The Party's Over,Universal,2,92,2018-11-09,2018-11-15,2018,11
93,Bonez MC & RAF Camora,Ja Mann!,Universal Domestic Vertigo,5,5,2018-11-09,2018-11-15,2018,11
94,Travis Scott,Sicko Mode,Epic,10,43,2018-11-09,2018-11-15,2018,11
95,Lukas Graham,Love Someone,Universal Domestic Island,1,95,2018-11-09,2018-11-15,2018,11
96,Kygo feat. Sandro Cavazza,Happy Now,Kygo,2,54,2018-11-09,2018-11-15,2018,11
97,Bausa,Was du Liebe nennst,Warner Music Germany,58,1,2018-11-09,2018-11-15,2018,11
98,Bonez MC & RAF Camora feat. Hanybal,Kompanie,Universal Domestic Vertigo,5,7,2018-11-09,2018-11-15,2018,11
99,Lil Lano,Stone Island,Recordjet,1,99,2018-11-09,2018-11-15,2018,11
100,Bonez MC & RAF Camora,Prominent,Universal Domestic Vertigo,5,8,2018-11-09,2018-11-15,2018,11
