current_rank,artist,title,label,in_charts,peak,weekbegin,weekend,year,month
1,AK Ausserkontrolle x Bonez MC,In meinem Benz,XY Records,1,1,2020-06-05,2020-06-11,2020,6
2,Pashanim,Airwaves,Urban,3,2,2020-06-05,2020-06-11,2020,6
3,Apache 207,Fame,SME - Two Sides,4,1,2020-06-05,2020-06-11,2020,6
4,KC Rebell x Summer Cem,Fly,Banger Musik,1,4,2020-06-05,2020-06-11,2020,6
5,Bonez MC,Roadrunner,187 Strassenbande,2,1,2020-06-05,2020-06-11,2020,6
6,Shirin David,Hoes Up G's Down,Juicy Money Records,1,6,2020-06-05,2020-06-11,2020,6
7,DaBaby feat. Roddy Ricch,Rockstar,Interscope,7,5,2020-06-05,2020-06-11,2020,6
8,Kalim & Ufo361,SKRR,Urban,1,8,2020-06-05,2020-06-11,2020,6
9,Ufo361,Emotions,Stay High,6,2,2020-06-05,2020-06-11,2020,6
10,LEA & Capital Bra,7 Stunden,SME - Four Music,1,10,2020-06-05,2020-06-11,2020,6
11,The Weeknd,Blinding Lights,Republic Records,27,1,2020-06-05,2020-06-11,2020,6
12,SAINt JHN,Roses (Imanbek Remix),B1 Recordings,27,3,2020-06-05,2020-06-11,2020,6
13,Mero,Bogota,Groove Attack TraX,1,13,2020-06-05,2020-06-11,2020,6
14,Reezy x Bausa,Sandmann,SME - Two Sides,1,14,2020-06-05,2020-06-11,2020,6
15,Farid Bang feat. Capo & Rick Ross,Scarface,Farid Bang,1,15,2020-06-05,2020-06-11,2020,6
16,Surf Mesa feat. Emilee,ILY (I Love You Baby),Astralwerk,11,7,2020-06-05,2020-06-11,2020,6
17,Mark Forster,Übermorgen,SME - Marecs,5,15,2020-06-05,2020-06-11,2020,6
18,Capital Bra,Komm komm,Urban,2,2,2020-06-05,2020-06-11,2020,6
19,Topic feat. A7S,Breaking Me,Virgin Records,22,3,2020-06-05,2020-06-11,2020,6
20,Ava Max,Kings & Queens,Atlantic,12,16,2020-06-05,2020-06-11,2020,6
21,Lady Gaga & Ariana Grande,Rain On Me,Interscope,2,9,2020-06-05,2020-06-11,2020,6
22,Vize & Tom Gregory,Never Let Me Down,Kontor Records,6,22,2020-06-05,2020-06-11,2020,6
