current_rank,artist,title,label,in_charts,peak,weekbegin,weekend,year,month
1,Jawsh 685 & Jason Derulo,Savage Love (Laxed - Siren Beat),SME - Columbia,9,1,2020-08-14,2020-08-20,2020,8
2,Apache 207,Bläulich,SME - Four Music / Two Sides,6,1,2020-08-14,2020-08-20,2020,8
3,KitschKrieg feat. Jamule,Unterwegs,SoulForce Records / BMG,1,3,2020-08-14,2020-08-20,2020,8
4,Samra,24 Stunden,Urban,1,4,2020-08-14,2020-08-20,2020,8
5,Apache 207,Unterwegs,SME - Four Music / Two Sides,3,1,2020-08-14,2020-08-20,2020,8
6,Apache 207,Sie ruft,SME - Four Music / Two Sides,2,1,2020-08-14,2020-08-20,2020,8
7,Bonez MC,Tilidin weg,187 Strassenbande,2,3,2020-08-14,2020-08-20,2020,8
8,Robin Schulz & Wes,Alane,Warner Music Germany,8,8,2020-08-14,2020-08-20,2020,8
9,KC Rebell x Summer Cem,QN,Banger Musik,1,9,2020-08-14,2020-08-20,2020,8
10,Capital Bra x Clueso x KC Rebell,Andere Welt,Urban,3,2,2020-08-14,2020-08-20,2020,8
11,DaBaby feat. Roddy Ricch,Rockstar,Interscope,17,3,2020-08-14,2020-08-20,2020,8
12,Vize & Tom Gregory,Never Let Me Down,Kontor Records,16,8,2020-08-14,2020-08-20,2020,8
13,Mark Forster,Übermorgen,SME - Marecs,15,7,2020-08-14,2020-08-20,2020,8
14,Twocolors,Lovefool,Virgin Records,8,14,2020-08-14,2020-08-20,2020,8
15,Apache 207,Fame,SME - Four Music / Two Sides,14,1,2020-08-14,2020-08-20,2020,8
16,Apache 207,Boot,SME - Four Music / Two Sides,10,1,2020-08-14,2020-08-20,2020,8
17,Jamule x Santos,Fastlane,Life Is Pain,2,9,2020-08-14,2020-08-20,2020,8
18,Ufo361,Emotions,Stay High,16,1,2020-08-14,2020-08-20,2020,8
19,Kool Savas x Alies,AMG,SME - Essah Media GmbH,1,19,2020-08-14,2020-08-20,2020,8
20,The Weeknd,Blinding Lights,Republic Records,37,1,2020-08-14,2020-08-20,2020,8
21,Pashanim,Airwaves,Urban,13,2,2020-08-14,2020-08-20,2020,8
22,Harry Styles,Watermelon Sugar,SME - Columbia,9,22,2020-08-14,2020-08-20,2020,8
23,Ava Max,Kings & Queens,Atlantic,22,16,2020-08-14,2020-08-20,2020,8
24,Nea,Some Say,SME - Milkshake,28,15,2020-08-14,2020-08-20,2020,8
25,Pietro Lombardi,Cinderella,Universal Domestic Polydor,4,4,2020-08-14,2020-08-20,2020,8
26,AK Ausserkontrolle x Bonez MC,In meinem Benz,XY Records,11,1,2020-08-14,2020-08-20,2020,8
27,Topic feat. A7S,Breaking Me,Virgin Records,32,3,2020-08-14,2020-08-20,2020,8
28,Shindy,Crispy,SME - Friends With Money,1,28,2020-08-14,2020-08-20,2020,8
29,SAINt JHN,Roses (Imanbek Remix),B1 Recordings,37,3,2020-08-14,2020-08-20,2020,8
30,Azet & Albi,Xhep,Azet & Albi,1,30,2020-08-14,2020-08-20,2020,8
31,Ufo361,Shit Changed,Stay High,3,3,2020-08-14,2020-08-20,2020,8
32,"KitschKrieg, Bonez MC & Vybz Kartel",International Criminal,Soulforce/BMG,3,6,2020-08-14,2020-08-20,2020,8
33,LA Vision & Gigi D'Agostino,Hollywood,Polydor,5,33,2020-08-14,2020-08-20,2020,8
34,DJ Khaled feat. Drake,Greece,SME - Ovo,4,28,2020-08-14,2020-08-20,2020,8
35,Surf Mesa feat. Emilee,ILY (I Love You Baby),Astralwerk,21,7,2020-08-14,2020-08-20,2020,8
36,Joel Corry feat. MNEK,Head & Heart,Atlantic,4,36,2020-08-14,2020-08-20,2020,8
37,Dardan,Ma Bae,Hypnotize Entertainment,3,15,2020-08-14,2020-08-20,2020,8
38,AK Ausserkontrolle,Kristall 2,XY Records,1,38,2020-08-14,2020-08-20,2020,8
39,Kontra K feat. Samra,Tiefschwarz,BMG,5,2,2020-08-14,2020-08-20,2020,8
40,Apache 207,Roller,SME - Two Sides,51,1,2020-08-14,2020-08-20,2020,8
41,Sarhad,Sinne,Fuchs,7,33,2020-08-14,2020-08-20,2020,8
42,Miksu / Macloud / Summer Cem / Luciano / Jamule,XXL,Futura,7,2,2020-08-14,2020-08-20,2020,8
43,Juice WRLD & Marshmello,Come & Go,Grade A Productions,3,38,2020-08-14,2020-08-20,2020,8
44,Kygo x Tina Turner,What's Love Got To Do With It,SME - Kygo,4,26,2020-08-14,2020-08-20,2020,8
45,Tones And I,Dance Monkey,Bad Batch Records,53,1,2020-08-14,2020-08-20,2020,8
46,Symba [DE],Mario Run,SME - Symba,2,27,2020-08-14,2020-08-20,2020,8
47,Jason Derulo x Puri x Jhorrmountain,Coño,Spinnin' Records,6,47,2020-08-14,2020-08-20,2020,8
48,Tones And I,Ur So Fxxking Cool,Elektra,8,37,2020-08-14,2020-08-20,2020,8
49,Fourty,Weisser Rauch,Life Is Pain,16,19,2020-08-14,2020-08-20,2020,8
50,Black Eyed Peas / Ozuna + J. Rey Soul,Mamacita,SME - Epic,16,31,2020-08-14,2020-08-20,2020,8
51,Luciano & Shirin David,Never Know,Urban,4,3,2020-08-14,2020-08-20,2020,8
52,LEA & Capital Bra,7 Stunden,SME - Four Music,11,10,2020-08-14,2020-08-20,2020,8
53,Bonez MC,Big Body Benz,187 Strassenbande,8,1,2020-08-14,2020-08-20,2020,8
54,Tujamo - Vize - Majan,Lonely,Virgin Records,6,54,2020-08-14,2020-08-20,2020,8
55,Lucky Luke,Cooler Than Me,B1 Recordings,9,43,2020-08-14,2020-08-20,2020,8
56,badmómzjay,Signal,Universal Domestic Vertigo,2,24,2020-08-14,2020-08-20,2020,8
57,Juice WRLD & The Weeknd,Smile,Grade A Productions,1,57,2020-08-14,2020-08-20,2020,8
58,"Lost Frequencies, Zonderling & Kelvin Jones",Love To Go,Kontor Records,8,58,2020-08-14,2020-08-20,2020,8
59,Seeed,Hale-Bopp,BMG,2,55,2020-08-14,2020-08-20,2020,8
60,Zoe Wees,Control,Caroline Records,12,31,2020-08-14,2020-08-20,2020,8
61,Bonez MC,Roadrunner,187 Strassenbande,12,1,2020-08-14,2020-08-20,2020,8
62,Clueso,Flugmodus,SME - Epic Domestic,1,62,2020-08-14,2020-08-20,2020,8
63,Michael Patrick Kelly,Beautiful Madness,SME - Columbia Domestic,13,42,2020-08-14,2020-08-20,2020,8
64,Regard,Ride It,B1 Recordings/Ministry of Sound,47,4,2020-08-14,2020-08-20,2020,8
65,Robin Schulz feat. Alida,In Your Eyes,Warner Music Germany,31,5,2020-08-14,2020-08-20,2020,8
66,Vize x Imanbek x Dieter Bohlen feat. Leony,Brother Louie,Kontor Records,5,64,2020-08-14,2020-08-20,2020,8
67,KC Rebell x Summer Cem,Fly,Banger Musik,11,4,2020-08-14,2020-08-20,2020,8
68,Purple Disco Machine & Sophie And The Giants,Hypnotized,SME - Columbia,2,68,2020-08-14,2020-08-20,2020,8
69,Juju [DE],Vertrau mir,Jinx Music,4,8,2020-08-14,2020-08-20,2020,8
70,Capital Bra & Bozza,Ich weiß nicht mal wie sie heißt,Urban,8,3,2020-08-14,2020-08-20,2020,8
71,Nico Santos & Topic,Like I Love You,Virgin Records,17,24,2020-08-14,2020-08-20,2020,8
72,Lady Gaga & Ariana Grande,Rain On Me,Interscope,12,9,2020-08-14,2020-08-20,2020,8
73,David Puentez & Albert Neve,Superstar,Virgin Records,7,73,2020-08-14,2020-08-20,2020,8
74,Cardi B feat. Megan Thee Stallion,WAP,Atlantic,1,74,2020-08-14,2020-08-20,2020,8
75,Kayef,Ich würd' lügen,Kayef Media,19,13,2020-08-14,2020-08-20,2020,8
76,Benee feat. Gus Dapperton,Supalonely,Universal,22,26,2020-08-14,2020-08-20,2020,8
77,Jack Harlow,Whats Poppin,Atlantic,13,55,2020-08-14,2020-08-20,2020,8
78,Vize & Felix Jaehn,Thank You (Not So Bad),Virgin Records,16,71,2020-08-14,2020-08-20,2020,8
79,Apache 207,Matrix,SME - Two Sides,12,2,2020-08-14,2020-08-20,2020,8
80,KC Rebell x Summer Cem feat. Loredana,Geh dein Weg,Banger Musik,5,4,2020-08-14,2020-08-20,2020,8
81,Ofenbach & Quarterhead feat. Norma Jean Martine,Head Shoulders Knees & Toes,Spinnin' Records,2,81,2020-08-14,2020-08-20,2020,8
82,Kynda Gray + RIN,Ayo Technology,SME - Division,7,7,2020-08-14,2020-08-20,2020,8
83,Felix Jaehn feat. Gashi & Faangs,Sicko,Virgin Records,14,42,2020-08-14,2020-08-20,2020,8
84,Jerome [DE],Take My Hand,Kontor Records,12,53,2020-08-14,2020-08-20,2020,8
85,LUM!X & Gabry Ponte,Monster,Spinnin' Records,55,20,2020-08-14,2020-08-20,2020,8
86,Georg Stengel,Mars,We Love Music,1,86,2020-08-14,2020-08-20,2020,8
87,Rosalía & Travis Scott,TKN,SME - Columbia,9,43,2020-08-14,2020-08-20,2020,8
88,Conkarah feat. Shaggy,Banana,S-Curve Records,7,72,2020-08-14,2020-08-20,2020,8
89,Pop Smoke feat. Lil Tjay,Mood Swings,Victor Victor Worldwide,1,89,2020-08-14,2020-08-20,2020,8
90,Jason Derulo,Take You Dancing,Atlantic,3,74,2020-08-14,2020-08-20,2020,8
91,Apache 207,200 km/h,SME - Two Sides,47,4,2020-08-14,2020-08-20,2020,8
92,Regard & Raye,Secrets,SME - Ministry Of Sound,5,84,2020-08-14,2020-08-20,2020,8
93,Ava Max,Salt,Atlantic,26,10,2020-08-14,2020-08-20,2020,8
94,Pop Smoke feat. Lil Baby & DaBaby,For The Night,Victor Victor Worldwide,1,94,2020-08-14,2020-08-20,2020,8
95,J Balvin / Dua Lipa / Bad Bunny / Tainy,Un día (One Day),Sueños Globales,1,95,2020-08-14,2020-08-20,2020,8
96,Sam Feldt feat. Rani,Post Malone,Spinnin' Records,38,46,2020-08-14,2020-08-20,2020,8
97,Lizot,Weekend,SME - Nitron Music,1,97,2020-08-14,2020-08-20,2020,8
98,Master KG feat. Burna Boy & Nomcebo Zikode,Jerusalema (Remix),Open Mic Productions,1,98,2020-08-14,2020-08-20,2020,8
99,Kayef,Warum,Kayef Media,1,99,2020-08-14,2020-08-20,2020,8
100,"KitschKrieg, RIN & Kool Savas",Oh Junge,Soulforce/BMG,2,24,2020-08-14,2020-08-20,2020,8
