current_rank,artist,title,label,in_charts,peak,weekbegin,weekend,year,month
1,Capital Bra feat. Luciano & Eno,Roli Glitzer Glitzer,Team Kuku,1,1,2018-10-26,2018-11-01,2018,10
2,"KitschKrieg feat. Trettmann, Gringo, Ufo361 & Gzuz",Standard,BMG,1,2,2018-10-26,2018-11-01,2018,10
3,Dynoro & Gigi D'Agostino,In My Mind,B1 Recordings,20,1,2018-10-26,2018-11-01,2018,10
4,Calvin Harris & Sam Smith,Promises,Columbia,10,2,2018-10-26,2018-11-01,2018,10
5,Bonez MC & RAF Camora,500 PS,Universal Domestic Vertigo,12,1,2018-10-26,2018-11-01,2018,10
6,Panic! At The Disco,High Hopes,Atlantic,12,6,2018-10-26,2018-11-01,2018,10
7,Bonez MC & RAF Camora feat. Gzuz,Kokain,Universal Domestic Vertigo,6,1,2018-10-26,2018-11-01,2018,10
8,"DJ Snake feat. Selena Gomez, Ozuna & Cardi B",Taki Taki,Geffen Records,4,8,2018-10-26,2018-11-01,2018,10
9,Marshmello & Bastille,Happier,Astralwerk,10,9,2018-10-26,2018-11-01,2018,10
10,Lady Gaga & Bradley Cooper,Shallow,Interscope,4,10,2018-10-26,2018-11-01,2018,10
11,Bonez MC & RAF Camora,Nummer unterdrÃ¼ckt,Universal Domestic Vertigo,3,3,2018-10-26,2018-11-01,2018,10
12,Capital Bra feat. Samra & AK Ausserkontrolle,Fightclub,Bushido,2,3,2018-10-26,2018-11-01,2018,10
13,Loredana x Mozzik,Bonnie & Clyde,Loredana,6,3,2018-10-26,2018-11-01,2018,10
14,Dean Lewis,Be Alright,Universal,10,14,2018-10-26,2018-11-01,2018,10
15,Rita Ora,Let You Love Me,Atlantic,5,15,2018-10-26,2018-11-01,2018,10
16,LEA x Cyril,Immer wenn wir uns sehn,Four Music,10,16,2018-10-26,2018-11-01,2018,10
17,Loud Luxury feat. Brando,Body,Kontor Records,22,7,2018-10-26,2018-11-01,2018,10
18,"Benny Blanco, Halsey & Khalid",Eastside,Universal,15,15,2018-10-26,2018-11-01,2018,10
19,Dardan,Facetime,Hypnotize Entertainment,10,7,2018-10-26,2018-11-01,2018,10
20,RIN,Dior 2001,Division,10,4,2018-10-26,2018-11-01,2018,10
21,Veysel feat. Gzuz,UFF,Bela Boyz,5,3,2018-10-26,2018-11-01,2018,10
22,Maroon 5 feat. Cardi B,Girls Like You,Interscope,21,9,2018-10-26,2018-11-01,2018,10
23,Armin van Buuren,Blah Blah Blah,Kontor Records,15,11,2018-10-26,2018-11-01,2018,10
24,Capital Bra feat. Juju,Melodien,Bushido,12,1,2018-10-26,2018-11-01,2018,10
25,George Ezra,Shotgun,Columbia,14,12,2018-10-26,2018-11-01,2018,10
26,Kanye West & Lil Pump,I Love It,Def Jam,7,9,2018-10-26,2018-11-01,2018,10
27,Bonez MC & RAF Camora,Risiko,Universal Domestic Vertigo,9,2,2018-10-26,2018-11-01,2018,10
28,Leon MachÃ¨re,Copacabana,PMR Music,13,13,2018-10-26,2018-11-01,2018,10
29,Josh.,Cordula GrÃ¼n,echopilot music,9,27,2018-10-26,2018-11-01,2018,10
30,Luciano [DE],MoneyGram,Universal Domestic Urban,4,7,2018-10-26,2018-11-01,2018,10
31,Bad Bunny feat. Drake,Mia,OVO Sound,2,26,2018-10-26,2018-11-01,2018,10
32,El Profesor,Bella ciao (Hugel Remix),Kontor Records,24,2,2018-10-26,2018-11-01,2018,10
33,Imagine Dragons,Natural,Interscope,10,33,2018-10-26,2018-11-01,2018,10
34,Jonas Blue feat. Jack & Jack,Rise,Virgin Records,22,8,2018-10-26,2018-11-01,2018,10
35,Nimo & Capo,Lean,Universal Domestic Urban,2,12,2018-10-26,2018-11-01,2018,10
36,Clean Bandit feat. Demi Lovato,Solo,Atlantic,23,1,2018-10-26,2018-11-01,2018,10
37,Kodak Black feat. Travis Scott & Offset,Zeze,Atlantic,2,37,2018-10-26,2018-11-01,2018,10
38,Bausa,Vagabund,Warner Music Germany,9,10,2018-10-26,2018-11-01,2018,10
39,Lil Peep & XXXTentacion,Falling Down,Columbia,5,12,2018-10-26,2018-11-01,2018,10
40,Post Malone & Swae Lee,Sunflower,Universal,1,40,2018-10-26,2018-11-01,2018,10
41,Bushido feat. Capital Bra,Inshallah,Bushido,4,3,2018-10-26,2018-11-01,2018,10
42,Bonez MC & RAF Camora,Ja Mann!,Universal Domestic Vertigo,3,5,2018-10-26,2018-11-01,2018,10
43,Kollegah,Push It To The Limit (Hoodtape 3),Alpha Music Empire,1,43,2018-10-26,2018-11-01,2018,10
44,Bonez MC & RAF Camora feat. Hanybal,Kompanie,Universal Domestic Vertigo,3,7,2018-10-26,2018-11-01,2018,10
45,Aya Nakamura feat. Loredana,Djadja (Remix),Rec. 118,3,45,2018-10-26,2018-11-01,2018,10
46,Bonez MC & RAF Camora,Prominent,Universal Domestic Vertigo,3,8,2018-10-26,2018-11-01,2018,10
47,Summer Cem & Bausa,Casanova,Banger Musik,22,4,2018-10-26,2018-11-01,2018,10
48,Bonez MC & RAF Camora,Alien,Universal Domestic Vertigo,3,11,2018-10-26,2018-11-01,2018,10
49,Khalid,Better,Right Hand Music Group,6,49,2018-10-26,2018-11-01,2018,10
50,Bonez MC & RAF Camora feat. Trettmann,100,Universal Domestic Vertigo,3,15,2018-10-26,2018-11-01,2018,10
51,Felix Jaehn feat. R. City & Bori,Jennie,Virgin Records,19,40,2018-10-26,2018-11-01,2018,10
52,Dua Lipa & Blackpink,Kiss And Make Up,Universal Domestic Urban,1,52,2018-10-26,2018-11-01,2018,10
53,Eno,Mercedes,Alles Oder Nix Records,14,6,2018-10-26,2018-11-01,2018,10
54,Dennis Lloyd,Nevermind,Warner Music International,31,3,2018-10-26,2018-11-01,2018,10
55,Bonez MC & RAF Camora,Von ihnen gelernt,Universal Domestic Vertigo,3,10,2018-10-26,2018-11-01,2018,10
56,"Alle Farben, Kelvin Jones & Younotus",Only Thing We Know,B1 Recordings,17,20,2018-10-26,2018-11-01,2018,10
57,Jason Derulo x David Guetta feat. Nicki Minaj and Willy William,Goodbye,Beluga Heights,9,47,2018-10-26,2018-11-01,2018,10
58,Halsey,Without Me,Capitol,3,55,2018-10-26,2018-11-01,2018,10
59,David Guetta feat. Anne-Marie,Don't Leave Me Alone,Parlophone Label Group,13,32,2018-10-26,2018-11-01,2018,10
60,LSD (Labrinth / Sia / Diplo),Thunderclouds,Columbia,8,56,2018-10-26,2018-11-01,2018,10
61,Namika feat. Black M,Je ne parle pas franÃ§ais (Beatgees Remix),Jive Germany,28,1,2018-10-26,2018-11-01,2018,10
62,Ed Sheeran,Perfect,Atlantic,65,1,2018-10-26,2018-11-01,2018,10
63,Moe Phoenix,Aicha,Universal Domestic Vertigo,1,63,2018-10-26,2018-11-01,2018,10
64,Bonez MC & RAF Camora,MDMA,Universal Domestic Vertigo,3,14,2018-10-26,2018-11-01,2018,10
65,Robin Schulz & Piso 21,Oh Child,Warner Music Germany,18,19,2018-10-26,2018-11-01,2018,10
66,French Montana feat. Drake,No Stylist,Epic,3,66,2018-10-26,2018-11-01,2018,10
67,Kris Kross Amsterdam x The Boy Next Door feat. Conor Maynard,Whenever,Spinnin' Records,8,46,2018-10-26,2018-11-01,2018,10
68,Calvin Harris & Dua Lipa,One Kiss,Columbia,29,1,2018-10-26,2018-11-01,2018,10
69,LEA,Zu dir,Four Music,17,54,2018-10-26,2018-11-01,2018,10
