current_rank,artist,title,label,in_charts,peak,weekbegin,weekend,year,month
1,Shawn Mendes & Camila Cabello,SeÃ±orita,Island,3,1,2019-07-12,2019-07-18,2019,7
2,Loredana,Jetzt rufst du an,Loredana,1,2,2019-07-12,2019-07-18,2019,7
3,Capital Bra x Samra,Tilidin,Universal Domestic Urban,3,1,2019-07-12,2019-07-18,2019,7
4,Lil Nas X,Old Town Road,SME - Columbia,15,1,2019-07-12,2019-07-18,2019,7
5,Summer Cem x Gringo,Yallah Goodbye,Banger Musik,1,5,2019-07-12,2019-07-18,2019,7
6,Shirin David feat. MaÃ®tre Gims,On Off,Shirin David Music,2,3,2019-07-12,2019-07-18,2019,7
7,Ed Sheeran & Justin Bieber,I Don't Care,Atlantic,9,2,2019-07-12,2019-07-18,2019,7
8,Juju feat. Henning May,Vermissen,Jinx Music,10,1,2019-07-12,2019-07-18,2019,7
9,Ufo361 feat. Data Luv,Shot,Stay High,2,4,2019-07-12,2019-07-18,2019,7
10,Meduza feat. Goodboys,Piece Of Your Heart,Virgin Records,10,9,2019-07-12,2019-07-18,2019,7
11,Sarah Connor,Vincent,Universal Domestic Polydor,14,9,2019-07-12,2019-07-18,2019,7
12,Samra & Capital Bra,Wieder Lila,Universal Domestic Urban,8,1,2019-07-12,2019-07-18,2019,7
13,Billie Eilish,Bad Guy,Universal,15,4,2019-07-12,2019-07-18,2019,7
14,Summer Cem feat. Capital Bra,Diamonds,Banger Musik,4,3,2019-07-12,2019-07-18,2019,7
15,Ed Sheeran feat. Khalid,Beautiful People,Atlantic,2,13,2019-07-12,2019-07-18,2019,7
16,Post Malone feat. Young Thug,Goodbyes,Republic Records,1,16,2019-07-12,2019-07-18,2019,7
17,Daddy Yankee feat. Snow,Con calma,Universal,21,6,2019-07-12,2019-07-18,2019,7
18,Luciano [DE],Im Plus,Universal Domestic Urban,2,12,2019-07-12,2019-07-18,2019,7
19,Younotus & Janieck & Senex,Narcotic,B1 Recordings,5,19,2019-07-12,2019-07-18,2019,7
20,DJ Snake & J Balvin feat. Tyga,Loco contigo,Geffen Records,4,20,2019-07-12,2019-07-18,2019,7
21,Dardan,Komm zu Hypnotize,Universal Domestic Urban,1,21,2019-07-12,2019-07-18,2019,7
22,"Kalazh44, Capital Bra & Samra feat. Nimo & Luciano",Royal Rumble,Kalazh44,4,1,2019-07-12,2019-07-18,2019,7
23,Farid Bang feat. French Montana & Khaled,Maghreb Gang,Banger Musik,5,4,2019-07-12,2019-07-18,2019,7
24,OneRepublic,Rescue Me,Interscope,8,24,2019-07-12,2019-07-18,2019,7
25,Leon MachÃ¨re & Kay One feat. Tilly,Portofino,PMR Music,2,18,2019-07-12,2019-07-18,2019,7
26,Lewis Capaldi,Someone You Loved,Universal Domestic Vertigo,23,18,2019-07-12,2019-07-18,2019,7
27,Loredana,Labyrinth,Loredana,5,10,2019-07-12,2019-07-18,2019,7
28,Robin Schulz feat. HarlÅ“,All This Love,Warner Music Germany,9,28,2019-07-12,2019-07-18,2019,7
29,R3hab x A Touch Of Class,All Around The World (La La La),Virgin Records,6,29,2019-07-12,2019-07-18,2019,7
30,Luciano [DE],La haine,Universal Domestic Urban,6,4,2019-07-12,2019-07-18,2019,7
31,Bausa,Mary,Warner Music Germany,15,8,2019-07-12,2019-07-18,2019,7
32,Martin Garrix feat. Macklemore & Patrick Stump of Fall Out Boy,Summer Days,SME - Epic,10,24,2019-07-12,2019-07-18,2019,7
33,Avicii feat. Aloe Blacc,SOS,Universal,13,8,2019-07-12,2019-07-18,2019,7
34,Juju [DE],Hi Babe,Jinx Music,4,12,2019-07-12,2019-07-18,2019,7
35,Mabel [UK],Don't Call Me Up,Polydor,21,10,2019-07-12,2019-07-18,2019,7
36,Dardan feat. Eno,Wer macht Para 2,Universal Domestic Urban,3,5,2019-07-12,2019-07-18,2019,7
37,Pedro CapÃ³,Calma,Sony Music,6,34,2019-07-12,2019-07-18,2019,7
38,Ed Sheeran feat. Chance The Rapper & PnB Rock,Cross Me,Atlantic,7,23,2019-07-12,2019-07-18,2019,7
39,Kygo x Whitney Houston,Higher Love,SME - RCA International,2,30,2019-07-12,2019-07-18,2019,7
40,Sero el Mero,Dein Fahrer,Groove Attack TraX,3,13,2019-07-12,2019-07-18,2019,7
41,PA Sports feat. Jamule & MoTrip,Hellwach,Life Is Pain,1,41,2019-07-12,2019-07-18,2019,7
