current_rank,artist,title,label,in_charts,peak,weekbegin,weekend,year,month
1,Samra & Capital Bra,Wieder Lila,Universal Domestic Urban,1,1,2019-05-24,2019-05-30,2019,5
2,Juju feat. Henning May,Vermissen,Jinx Music,3,1,2019-05-24,2019-05-30,2019,5
3,Lil Nas X,Old Town Road,SME - Columbia,8,1,2019-05-24,2019-05-30,2019,5
4,Ed Sheeran & Justin Bieber,I Don't Care,Atlantic,2,3,2019-05-24,2019-05-30,2019,5
5,Shindy,Nautilus,SME - Friends With Money,2,2,2019-05-24,2019-05-30,2019,5
6,Kontra K,Letzte TrÃ¤ne,BMG,1,6,2019-05-24,2019-05-30,2019,5
7,Ufo361 feat. Luciano,Gib Gas,Stay High,1,7,2019-05-24,2019-05-30,2019,5
8,Shirin David,Fliegst Du mit,Shirin David Music,1,8,2019-05-24,2019-05-30,2019,5
9,Rammstein,Deutschland,Rammstein,8,1,2019-05-24,2019-05-30,2019,5
10,Billie Eilish,Bad Guy,Universal,8,4,2019-05-24,2019-05-30,2019,5
11,Daddy Yankee feat. Snow,Con calma,Universal,14,6,2019-05-24,2019-05-30,2019,5
12,Avicii feat. Aloe Blacc,SOS,Universal,6,8,2019-05-24,2019-05-30,2019,5
13,Rammstein,Zeig dich,Rammstein,1,13,2019-05-24,2019-05-30,2019,5
14,Bausa,Mary,Warner Music Germany,8,8,2019-05-24,2019-05-30,2019,5
15,Mabel [UK],Don't Call Me Up,Polydor,14,10,2019-05-24,2019-05-30,2019,5
16,Rammstein,AuslÃ¤nder,Rammstein,1,16,2019-05-24,2019-05-30,2019,5
17,Capital Bra feat. Summer Cem & KC Rebell,Rolex,Universal Domestic Urban,6,2,2019-05-24,2019-05-30,2019,5
18,"Samra feat. Capital Bra, Brudi30 & Kalazh44",Ghetto,Universal Domestic Urban,3,9,2019-05-24,2019-05-30,2019,5
19,Olexesh,Barrio,Universal Domestic Urban,1,19,2019-05-24,2019-05-30,2019,5
20,Dardan,Coco Mama,Universal Domestic Urban,7,4,2019-05-24,2019-05-30,2019,5
21,LX & Maxwell feat. Gzuz & Gallo Nero,Perdono,187 Strassenbande,2,6,2019-05-24,2019-05-30,2019,5
22,Rammstein,Puppe,Rammstein,1,22,2019-05-24,2019-05-30,2019,5
23,Capital Bra,Cherry Lady,Universal Domestic Urban,9,1,2019-05-24,2019-05-30,2019,5
24,Lewis Capaldi,Someone You Loved,Universal Domestic Vertigo,16,22,2019-05-24,2019-05-30,2019,5
25,Rammstein,Radio,Rammstein,4,4,2019-05-24,2019-05-30,2019,5
26,Duncan Laurence,Arcade,Universal,1,26,2019-05-24,2019-05-30,2019,5
27,Rammstein,Sex,Rammstein,1,27,2019-05-24,2019-05-30,2019,5
28,Kontra K feat. Veysel,Blei,BMG,6,6,2019-05-24,2019-05-30,2019,5
29,Dardan,Sorry,Universal Domestic Urban,1,29,2019-05-24,2019-05-30,2019,5
30,Shawn Mendes,If I Can't Have You,Island,3,14,2019-05-24,2019-05-30,2019,5
31,Ardian Bujupi x Fero47,Wie im Traum,SME - Columbia Domestic,4,15,2019-05-24,2019-05-30,2019,5
32,Mahmood,Soldi,Universal,1,32,2019-05-24,2019-05-30,2019,5
