current_rank,artist,title,label,in_charts,peak,weekbegin,weekend,year,month
1,Capital Bra x Cro,FrÃ¼hstÃ¼ck in Paris,Urban,1,1,2020-08-28,2020-09-03,2020,8
2,Bausa x Juju,2012,Warner Music Germany,1,2,2020-08-28,2020-09-03,2020,8
3,Die Ã„rzte,Morgens pauken,Hot Action Records,1,3,2020-08-28,2020-09-03,2020,8
4,KitschKrieg feat. Jamule,Unterwegs,SoulForce Records / BMG,3,2,2020-08-28,2020-09-03,2020,8
5,Jawsh 685 & Jason Derulo,Savage Love (Laxed - Siren Beat),SME - Columbia,11,1,2020-08-28,2020-09-03,2020,8
6,Apache 207,BlÃ¤ulich,SME - Four Music / Two Sides,8,1,2020-08-28,2020-09-03,2020,8
7,Jamule x Chilla,13,Life Is Pain,1,7,2020-08-28,2020-09-03,2020,8
8,BTS,Dynamite,2020 BigHit Entertainment,1,8,2020-08-28,2020-09-03,2020,8
9,Ufo361,Playlist,Stay High,2,3,2020-08-28,2020-09-03,2020,8
10,Robin Schulz & Wes,Alane,Warner Music Germany,10,6,2020-08-28,2020-09-03,2020,8
11,Vize & Tom Gregory,Never Let Me Down,Kontor Records,18,8,2020-08-28,2020-09-03,2020,8
12,Twocolors,Lovefool,Virgin Records,10,11,2020-08-28,2020-09-03,2020,8
13,Apache 207,Unterwegs,SME - Four Music / Two Sides,5,1,2020-08-28,2020-09-03,2020,8
14,DaBaby feat. Roddy Ricch,Rockstar,Interscope,19,3,2020-08-28,2020-09-03,2020,8
15,Capital Bra x Clueso x KC Rebell,Andere Welt,Urban,5,2,2020-08-28,2020-09-03,2020,8
16,LA Vision & Gigi D'Agostino,Hollywood,Polydor,7,16,2020-08-28,2020-09-03,2020,8
17,Mark Forster,Ãœbermorgen,SME - Marecs,17,7,2020-08-28,2020-09-03,2020,8
18,Harry Styles,Watermelon Sugar,SME - Columbia,11,15,2020-08-28,2020-09-03,2020,8
19,The Weeknd,Blinding Lights,Republic Records,39,1,2020-08-28,2020-09-03,2020,8
20,AK Ausserkontrolle x Bonez MC,In meinem Benz,XY Records,13,1,2020-08-28,2020-09-03,2020,8
