current_rank,artist,title,label,in_charts,peak,weekbegin,weekend,year,month
1,Shindy,DODI,SME - Friends With Money,1,1,2019-01-18,2019-01-24,2019,1
2,Ava Max,Sweet But Psycho,Atlantic,13,1,2019-01-18,2019-01-24,2019,1
3,Capital Bra,Benzema,Universal Domestic Urban,4,1,2019-01-18,2019-01-24,2019,1
4,Farid Bang,#niemalsantäuschen,Banger Musik,1,4,2019-01-18,2019-01-24,2019,1
5,Panic! At The Disco,High Hopes,Atlantic,24,5,2019-01-18,2019-01-24,2019,1
6,"LX & Maxwell feat. Bonez MC, Gzuz & Sa4",HaifischNikez Allstars,187 Strassenbande,3,3,2019-01-18,2019-01-24,2019,1
7,Sido,Tausend Tattoos,Universal Domestic Urban,12,2,2019-01-18,2019-01-24,2019,1
8,Fero47,Jaja,SME - Epic Domestic,1,8,2019-01-18,2019-01-24,2019,1
9,Robin Schulz feat. Erika Sirola,Speechless,Warner Music Germany,9,7,2019-01-18,2019-01-24,2019,1
10,Mero,Baller los,Groove Attack,8,1,2019-01-18,2019-01-24,2019,1
11,Halsey,Without Me,Capitol,15,11,2019-01-18,2019-01-24,2019,1
12,Nimo & Capo,Shem Shem & Sex,Universal Domestic Urban,1,12,2019-01-18,2019-01-24,2019,1
13,Dynoro & Gigi D'Agostino,In My Mind,B1 Recordings,32,1,2019-01-18,2019-01-24,2019,1
14,Dean Lewis,Be Alright,Universal,22,8,2019-01-18,2019-01-24,2019,1
15,"KitschKrieg feat. Trettmann, Gringo, Ufo361 & Gzuz",Standard,SoulForce Records,13,1,2019-01-18,2019-01-24,2019,1
16,Azet & Zuna,Lelele,KMN Gang,4,6,2019-01-18,2019-01-24,2019,1
17,Bonez MC & RAF Camora,500 PS,Universal Domestic Vertigo,24,1,2019-01-18,2019-01-24,2019,1
18,Alle Farben & Ilira,Fading,B1 Recordings,11,16,2019-01-18,2019-01-24,2019,1
19,Mark Ronson feat. Miley Cyrus,Nothing Breaks Like A Heart,SME - Columbia,7,19,2019-01-18,2019-01-24,2019,1
20,"DJ Snake feat. Selena Gomez, Ozuna & Cardi B",Taki Taki,Geffen Records,16,8,2019-01-18,2019-01-24,2019,1
21,Lady Gaga & Bradley Cooper,Shallow,Interscope,16,10,2019-01-18,2019-01-24,2019,1
22,Post Malone,Wow.,Republic Records,3,22,2019-01-18,2019-01-24,2019,1
23,Capo feat. Nimo,Lambo Diablo GT,Warner Music Germany,29,21,2019-01-18,2019-01-24,2019,1
