current_rank,artist,title,label,in_charts,peak,weekbegin,weekend,year,month
1,Dynoro & Gigi D'Agostino,In My Mind,B1 Recordings,19,1,2018-10-19,2018-10-25,2018,10
2,Bonez MC & RAF Camora,500 PS,Universal Domestic Vertigo,11,1,2018-10-19,2018-10-25,2018,10
3,Capital Bra feat. Samra & AK Ausserkontrolle,Fightclub,Bushido,1,3,2018-10-19,2018-10-25,2018,10
4,Calvin Harris & Sam Smith,Promises,Columbia,9,2,2018-10-19,2018-10-25,2018,10
5,Bonez MC & RAF Camora feat. Gzuz,Kokain,Universal Domestic Vertigo,5,1,2018-10-19,2018-10-25,2018,10
6,Bonez MC & RAF Camora,Nummer unterdrÃ¼ckt,Universal Domestic Vertigo,2,3,2018-10-19,2018-10-25,2018,10
7,Loredana x Mozzik,Bonnie & Clyde,Loredana,5,3,2018-10-19,2018-10-25,2018,10
8,Panic! At The Disco,High Hopes,Atlantic,11,8,2018-10-19,2018-10-25,2018,10
9,"DJ Snake feat. Selena Gomez, Ozuna & Cardi B",Taki Taki,Geffen Records,3,9,2018-10-19,2018-10-25,2018,10
10,Marshmello & Bastille,Happier,Astralwerk,9,10,2018-10-19,2018-10-25,2018,10
11,Lady Gaga & Bradley Cooper,Shallow,Interscope,3,11,2018-10-19,2018-10-25,2018,10
12,Nimo & Capo,Lean,Universal Domestic Urban,1,12,2018-10-19,2018-10-25,2018,10
13,Loud Luxury feat. Brando,Body,Kontor Records,21,7,2018-10-19,2018-10-25,2018,10
14,Bonez MC & RAF Camora,Risiko,Universal Domestic Vertigo,8,2,2018-10-19,2018-10-25,2018,10
15,"Benny Blanco, Halsey & Khalid",Eastside,Universal,14,15,2018-10-19,2018-10-25,2018,10
16,Dardan,Facetime,Hypnotize Entertainment,9,7,2018-10-19,2018-10-25,2018,10
17,Veysel feat. Gzuz,UFF,Bela Boyz,4,3,2018-10-19,2018-10-25,2018,10
18,Kanye West & Lil Pump,I Love It,Def Jam,6,9,2018-10-19,2018-10-25,2018,10
19,LEA x Cyril,Immer wenn wir uns sehn,Four Music,9,17,2018-10-19,2018-10-25,2018,10
20,RIN,Dior 2001,Division,9,4,2018-10-19,2018-10-25,2018,10
21,Capital Bra feat. Juju,Melodien,Bushido,11,1,2018-10-19,2018-10-25,2018,10
