current_rank,artist,title,label,in_charts,peak,weekbegin,weekend,year,month
1,The Weeknd,Blinding Lights,Republic Records,6,1,2020-01-10,2020-01-16,2020,1
2,Tones And I,Dance Monkey,Bad Batch Records,22,1,2020-01-10,2020-01-16,2020,1
3,Apache 207,Roller,SME - Two Sides,20,1,2020-01-10,2020-01-16,2020,1
4,Regard,Ride It,B1 Recordings,16,4,2020-01-10,2020-01-16,2020,1
5,Bausa x Joshi Mizu x Maxwell,Skifahren,SME - RBK,8,4,2020-01-10,2020-01-16,2020,1
6,Gzuz,Vor der TÃ¼r,187 Strassenbande,3,4,2020-01-10,2020-01-16,2020,1
7,Nimo & Hava,Kein Schlaf,Urban,5,1,2020-01-10,2020-01-16,2020,1
8,Apache 207,200 km/h,SME - Two Sides,16,4,2020-01-10,2020-01-16,2020,1
9,RAF Camora,Maschine,SME - RBK,1,9,2020-01-10,2020-01-16,2020,1
10,Apache 207,Wieso tust Du dir das an?,SME - Two Sides,12,1,2020-01-10,2020-01-16,2020,1
11,RIN,Alien,SME - Division,5,8,2020-01-10,2020-01-16,2020,1
12,Dua Lipa,Don't Start Now,Urban,10,11,2020-01-10,2020-01-16,2020,1
13,Trevor Daniel,Falling,Alamo Records,1,13,2020-01-10,2020-01-16,2020,1
14,Capital Bra x Samra & Lea,110,Urban,16,1,2020-01-10,2020-01-16,2020,1
15,Justin Bieber,Yummy,Def Jam,1,15,2020-01-10,2020-01-16,2020,1
16,Tyga,Ayy Macarena,SME - Columbia,8,9,2020-01-10,2020-01-16,2020,1
17,Samra,Colt,Urban,5,2,2020-01-10,2020-01-16,2020,1
18,RIN & Bausa,Keine Liebe,SME - Division,12,5,2020-01-10,2020-01-16,2020,1
19,Mark Forster,194 LÃ¤nder,SME - Four Music,16,13,2020-01-10,2020-01-16,2020,1
20,Maroon 5,Memories,A&M Records,16,20,2020-01-10,2020-01-16,2020,1
21,Ufo361,Nur zur Info,Stay High,3,20,2020-01-10,2020-01-16,2020,1
22,Loredana,Mit dir,Loredana,3,9,2020-01-10,2020-01-16,2020,1
23,Travis Scott,Highest In The Room,SME - Epic,13,8,2020-01-10,2020-01-16,2020,1
24,SAINt JHN,Roses (Imanbek Remix),B1 Recordings,6,24,2020-01-10,2020-01-16,2020,1
25,Apache 207,Doch in der Nacht,SME - Two Sides,9,7,2020-01-10,2020-01-16,2020,1
26,Billie Eilish,Everything I Wanted,Interscope,8,9,2020-01-10,2020-01-16,2020,1
27,Arizona Zervas,Roxanne,SME - Arizona Zervas,9,27,2020-01-10,2020-01-16,2020,1
28,Sido feat. Apache 207,2002,Urban,15,6,2020-01-10,2020-01-16,2020,1
29,Riton x Oliver Heldens feat. Vula,Turn Me On,SME - Ministry Of Sound,10,18,2020-01-10,2020-01-16,2020,1
30,Billie Eilish,Bad Guy,Universal,41,4,2020-01-10,2020-01-16,2020,1
31,Black Eyed Peas x J Balvin,Ritmo (Bad Boys For Life),SME - Epic,10,24,2020-01-10,2020-01-16,2020,1
32,Juju feat. Henning May,Vermissen,Jinx Music,36,1,2020-01-10,2020-01-16,2020,1
33,Kianush & PA Sports,Casino Royal,Life Is Pain,5,28,2020-01-10,2020-01-16,2020,1
34,Meduza x Becky Hill x Goodboys,Lose Control,Virgin Records,13,30,2020-01-10,2020-01-16,2020,1
35,Blackbear,Hot Girl Bummer,Interscope,14,17,2020-01-10,2020-01-16,2020,1
36,Lewis Capaldi,Someone You Loved,Universal Domestic Vertigo,49,18,2020-01-10,2020-01-16,2020,1
37,Post Malone,Circles,Republic Records,19,17,2020-01-10,2020-01-16,2020,1
38,Nimo,Karma,Urban,10,4,2020-01-10,2020-01-16,2020,1
39,LUM!X & Gabry Ponte,Monster,Spinnin' Records,24,20,2020-01-10,2020-01-16,2020,1
40,Jerome [DE],Light,Kontor Records,11,39,2020-01-10,2020-01-16,2020,1
41,Capital Bra,Der Bratan bleibt der gleiche,Urban,6,1,2020-01-10,2020-01-16,2020,1
42,Felix Jaehn & Vize feat. Miss Li,Close Your Eyes,Virgin Records,3,42,2020-01-10,2020-01-16,2020,1
43,Apache 207,Kein Problem,SME - Two Sides,20,17,2020-01-10,2020-01-16,2020,1
44,Shawn Mendes & Camila Cabello,SeÃ±orita,Island,29,1,2020-01-10,2020-01-16,2020,1
45,Roddy Ricch,The Box,Atlantic,1,45,2020-01-10,2020-01-16,2020,1
46,Capital Bra x Samra,Tilidin,Urban,29,1,2020-01-10,2020-01-16,2020,1
47,Ed Sheeran feat. Camila Cabello & Cardi B,South Of The Border,Atlantic,16,33,2020-01-10,2020-01-16,2020,1
48,Lil Nas X,Old Town Road,SME - Columbia,41,1,2020-01-10,2020-01-16,2020,1
49,Apache 207,Sex mit dir,SME - Two Sides,9,13,2020-01-10,2020-01-16,2020,1
50,Selena Gomez,Lose You To Love Me,Interscope,11,7,2020-01-10,2020-01-16,2020,1
51,Nimo & Luciano,Star,Urban,3,36,2020-01-10,2020-01-16,2020,1
52,Sarah Connor,Vincent,Universal Domestic Polydor,40,9,2020-01-10,2020-01-16,2020,1
53,Camila Cabello feat. DaBaby,My Oh My,SME - Syco Music,2,53,2020-01-10,2020-01-16,2020,1
54,Tim Bendzko,Hoch,SME - Jive Germany,21,10,2020-01-10,2020-01-16,2020,1
55,Kianush x PA Sports,Streit mit dem Mond,Life Is Pain,1,55,2020-01-10,2020-01-16,2020,1
56,Lewis Capaldi,Before You Go,Universal Domestic Vertigo,4,56,2020-01-10,2020-01-16,2020,1
57,Sam Feldt feat. Rani,Post Malone,Spinnin' Records,14,46,2020-01-10,2020-01-16,2020,1
58,The Cratez & Bonez MC,Honda Civic,SME - RBK,14,5,2020-01-10,2020-01-16,2020,1
59,Ed Sheeran & Justin Bieber,I Don't Care,Atlantic,34,2,2020-01-10,2020-01-16,2020,1
60,Lena x Nico Santos,Better,Universal Domestic Polydor,20,15,2020-01-10,2020-01-16,2020,1
61,Meduza feat. Goodboys,Piece Of Your Heart,Virgin Records,35,4,2020-01-10,2020-01-16,2020,1
62,"The Cratez, Luciano & Kontra K",Himmel grau,SME - RBK,5,11,2020-01-10,2020-01-16,2020,1
63,Freya Ridings,Castles,Island,7,51,2020-01-10,2020-01-16,2020,1
64,Samra,95 BPM,Urban,4,16,2020-01-10,2020-01-16,2020,1
65,Ed Sheeran feat. Khalid,Beautiful People,Atlantic,27,5,2020-01-10,2020-01-16,2020,1
66,Capo,Puls steigt,Warner Music Germany,3,50,2020-01-10,2020-01-16,2020,1
67,Nico Santos,Play With Fire,Virgin Records,2,67,2020-01-10,2020-01-16,2020,1
68,RAF Camora feat. Ghetto Phenomene,Puta madre,Indipendenza,12,5,2020-01-10,2020-01-16,2020,1
69,Ava Max,Torn,Atlantic,11,59,2020-01-10,2020-01-16,2020,1
70,Topic feat. A7S,Breaking Me,Virgin Records,1,70,2020-01-10,2020-01-16,2020,1
71,Reezy feat. Summer Cem,Phantom,SME - Two Sides,10,9,2020-01-10,2020-01-16,2020,1
72,Samra & Capital Bra,Wieder Lila,Urban,33,1,2020-01-10,2020-01-16,2020,1
73,Bausa,Mary,Warner Music Germany,34,8,2020-01-10,2020-01-16,2020,1
74,Dermot Kennedy,Outnumbered,Interscope,13,45,2020-01-10,2020-01-16,2020,1
75,Vize feat. Laniia,Stars,Kontor Records,28,18,2020-01-10,2020-01-16,2020,1
76,Pashanim,Hauseingang,Urban,1,76,2020-01-10,2020-01-16,2020,1
77,Bonez MC & RAF Camora,500 PS,Universal Domestic Vertigo,73,1,2020-01-10,2020-01-16,2020,1
78,Katja Krasavice,Casino,Katja Krasavice,2,78,2020-01-10,2020-01-16,2020,1
79,DJ Snake & J Balvin feat. Tyga,Loco contigo,Geffen Records,26,3,2020-01-10,2020-01-16,2020,1
80,Loredana feat. Mozzik,Eiskalt,Loredana,22,2,2020-01-10,2020-01-16,2020,1
81,Kerstin Ott & Helene Fischer,Regenbogenfarben,Universal Domestic Polydor,28,20,2020-01-10,2020-01-16,2020,1
82,Shaed,Trampoline,Caroline Records,7,62,2020-01-10,2020-01-16,2020,1
83,Harry Styles,Adore You,SME - Columbia,4,82,2020-01-10,2020-01-16,2020,1
84,Lotte & Max Giesinger,"Auf das, was da noch kommt",SME - Columbia,14,40,2020-01-10,2020-01-16,2020,1
