current_rank,artist,title,label,in_charts,peak,weekbegin,weekend,year,month
1,Tones And I,Dance Monkey,Bad Batch Records,19,1,2019-12-20,2019-12-26,2019,12
2,Apache 207,Roller,SME - Two Sides,17,1,2019-12-20,2019-12-26,2019,12
3,Nimo & Hava,Kein Schlaf,Urban,2,1,2019-12-20,2019-12-26,2019,12
4,Samra,Colt,Urban,2,2,2019-12-20,2019-12-26,2019,12
5,Mariah Carey,All I Want For Christmas Is You,SME - Columbia,68,2,2019-12-20,2019-12-26,2019,12
6,Wham!,Last Christmas,SME - Epic,139,3,2019-12-20,2019-12-26,2019,12
7,The Weeknd,Blinding Lights,Republic Records,3,7,2019-12-20,2019-12-26,2019,12
8,Regard,Ride It,B1 Recordings,13,7,2019-12-20,2019-12-26,2019,12
9,Capital Bra,Der Bratan bleibt der gleiche,Urban,3,1,2019-12-20,2019-12-26,2019,12
10,Apache 207,200 km/h,SME - Two Sides,13,4,2019-12-20,2019-12-26,2019,12
11,RIN & Bausa,Keine Liebe,SME - Division,9,5,2019-12-20,2019-12-26,2019,12
12,Apache 207,Wieso tust Du dir das an?,SME - Two Sides,9,1,2019-12-20,2019-12-26,2019,12
13,Bausa x Joshi Mizu x Maxwell,Skifahren,SME - RBK,5,4,2019-12-20,2019-12-26,2019,12
14,Capital Bra x Samra & Lea,110,Urban,13,1,2019-12-20,2019-12-26,2019,12
15,RIN,Alien,SME - Division,2,8,2019-12-20,2019-12-26,2019,12
16,Samra,95 BPM,Urban,1,16,2019-12-20,2019-12-26,2019,12
17,Tyga,Ayy Macarena,SME - Columbia,5,12,2019-12-20,2019-12-26,2019,12
18,Chris Rea,Driving Home For Christmas,Warner Music International,57,5,2019-12-20,2019-12-26,2019,12
19,Apache 207,Doch in der Nacht,SME - Two Sides,6,7,2019-12-20,2019-12-26,2019,12
20,Shindy,Tiffany,SME - Friends With Money,2,6,2019-12-20,2019-12-26,2019,12
21,Dua Lipa,Don't Start Now,Urban,7,16,2019-12-20,2019-12-26,2019,12
22,Melanie Thornton,Wonderful Dream (Holidays Are Coming),X-Cell,116,3,2019-12-20,2019-12-26,2019,12
23,Sido feat. Apache 207,2002,Urban,12,6,2019-12-20,2019-12-26,2019,12
24,Mark Forster,194 LÃ¤nder,SME - Four Music,13,13,2019-12-20,2019-12-26,2019,12
25,Nimo,Karma,Urban,7,4,2019-12-20,2019-12-26,2019,12
26,"The Cratez, Luciano & Kontra K",Himmel grau,SME - RBK,2,11,2019-12-20,2019-12-26,2019,12
27,Juju feat. Henning May,Vermissen,Jinx Music,33,1,2019-12-20,2019-12-26,2019,12
28,Maroon 5,Memories,A&M Records,13,21,2019-12-20,2019-12-26,2019,12
29,Billie Eilish,Everything I Wanted,Interscope,5,9,2019-12-20,2019-12-26,2019,12
30,Shakin' Stevens,Merry Christmas Everyone,SME - Epic,15,9,2019-12-20,2019-12-26,2019,12
31,Ariana Grande,Santa Tell Me,Universal,12,14,2019-12-20,2019-12-26,2019,12
32,Riton x Oliver Heldens feat. Vula,Turn Me On,SME - Ministry Of Sound,7,32,2019-12-20,2019-12-26,2019,12
33,Kianush & PA Sports,Casino Royal,Life Is Pain,2,28,2019-12-20,2019-12-26,2019,12
34,Lewis Capaldi,Someone You Loved,Universal Domestic Vertigo,46,18,2019-12-20,2019-12-26,2019,12
35,Arizona Zervas,Roxanne,SME - Arizona Zervas,6,35,2019-12-20,2019-12-26,2019,12
