current_rank,artist,title,label,in_charts,peak,weekbegin,weekend,year,month
1,Lil Nas X,Old Town Road,SME - Columbia,11,1,2019-06-14,2019-06-20,2019,6
2,Ed Sheeran & Justin Bieber,I Don't Care,Atlantic,5,2,2019-06-14,2019-06-20,2019,6
3,Juju feat. Henning May,Vermissen,Jinx Music,6,1,2019-06-14,2019-06-20,2019,6
4,Farid Bang feat. French Montana & Khaled,Maghreb Gang,Banger Musik,1,4,2019-06-14,2019-06-20,2019,6
5,Samra & Capital Bra,Wieder Lila,Universal Domestic Urban,4,1,2019-06-14,2019-06-20,2019,6
6,Ufo361,Irina Shayk,Stay High,1,6,2019-06-14,2019-06-20,2019,6
7,Luciano [DE],La haine,Universal Domestic Urban,2,4,2019-06-14,2019-06-20,2019,6
8,Fero47,NENENE,SME - Epic,1,8,2019-06-14,2019-06-20,2019,6
9,Sarah Connor,Vincent,Universal Domestic Polydor,10,9,2019-06-14,2019-06-20,2019,6
10,Loredana,Labyrinth,Loredana,1,10,2019-06-14,2019-06-20,2019,6
11,Billie Eilish,Bad Guy,Universal,11,4,2019-06-14,2019-06-20,2019,6
12,Daddy Yankee feat. Snow,Con calma,Universal,17,6,2019-06-14,2019-06-20,2019,6
13,Avicii feat. Aloe Blacc,SOS,Universal,9,8,2019-06-14,2019-06-20,2019,6
14,Meduza feat. Goodboys,Piece Of Your Heart,Virgin Records,6,14,2019-06-14,2019-06-20,2019,6
15,KC Rebell feat. Gringo,Badewanne,Rebell Army,1,15,2019-06-14,2019-06-20,2019,6
16,RIN,Vintage,SME - Division,3,6,2019-06-14,2019-06-20,2019,6
17,Mero,Malediven,Groove Attack TraX,2,7,2019-06-14,2019-06-20,2019,6
18,Samra,Marlboro Rot,Universal Domestic Urban,3,5,2019-06-14,2019-06-20,2019,6
19,Shindy,Nautilus,SME - Friends With Money,5,2,2019-06-14,2019-06-20,2019,6
20,Mabel [UK],Don't Call Me Up,Polydor,17,10,2019-06-14,2019-06-20,2019,6
21,Bausa,Mary,Warner Music Germany,11,8,2019-06-14,2019-06-20,2019,6
22,Rammstein,Ausländer,Rammstein,4,2,2019-06-14,2019-06-20,2019,6
23,Kontra K,Letzte Träne,BMG,4,6,2019-06-14,2019-06-20,2019,6
24,Dardan,Coco Mama,Universal Domestic Urban,10,4,2019-06-14,2019-06-20,2019,6
25,Rammstein,Deutschland,Rammstein,11,1,2019-06-14,2019-06-20,2019,6
26,Jonas Brothers,Sucker,Jonas Brothers Recording,15,20,2019-06-14,2019-06-20,2019,6
27,Dardan feat. Mozzik,A Milly,Universal Domestic Urban,2,19,2019-06-14,2019-06-20,2019,6
28,Lewis Capaldi,Someone You Loved,Universal Domestic Vertigo,19,18,2019-06-14,2019-06-20,2019,6
29,Olexesh,Barrio,Universal Domestic Urban,4,17,2019-06-14,2019-06-20,2019,6
30,Avicii,Heaven,Virgin Records,1,30,2019-06-14,2019-06-20,2019,6
31,Capital Bra feat. Summer Cem & KC Rebell,Rolex,Universal Domestic Urban,9,2,2019-06-14,2019-06-20,2019,6
32,Kontra K feat. Veysel,Blei,BMG,9,6,2019-06-14,2019-06-20,2019,6
33,Shawn Mendes,If I Can't Have You,Island,6,14,2019-06-14,2019-06-20,2019,6
34,Capital Bra,Cherry Lady,Universal Domestic Urban,12,1,2019-06-14,2019-06-20,2019,6
35,Veysel,Michel Vaillant,Universal Domestic Urban,1,35,2019-06-14,2019-06-20,2019,6
36,Michael Schulte,Back To The Start,Very Us Records,7,33,2019-06-14,2019-06-20,2019,6
37,Ed Sheeran feat. Chance The Rapper & PnB Rock,Cross Me,Atlantic,3,23,2019-06-14,2019-06-20,2019,6
38,Martin Garrix feat. Macklemore & Patrick Stump of Fall Out Boy,Summer Days,SME - Epic,6,31,2019-06-14,2019-06-20,2019,6
39,Imagine Dragons,Bad Liar,Interscope,30,16,2019-06-14,2019-06-20,2019,6
40,Dennis Lloyd,Never Go Back,SME - Arista,10,40,2019-06-14,2019-06-20,2019,6
41,Lena,Don't Lie To Me,Universal Domestic Polydor,12,30,2019-06-14,2019-06-20,2019,6
42,Ardian Bujupi x Fero47,Wie im Traum,SME - Columbia Domestic,7,15,2019-06-14,2019-06-20,2019,6
43,Lady Gaga & Bradley Cooper,Shallow,Interscope,37,4,2019-06-14,2019-06-20,2019,6
44,OneRepublic,Rescue Me,Interscope,4,40,2019-06-14,2019-06-20,2019,6
45,C Arma,Yapma,C Arma,23,29,2019-06-14,2019-06-20,2019,6
46,R3hab x A Touch Of Class,All Around The World (La La La),Virgin Records,2,46,2019-06-14,2019-06-20,2019,6
47,Dominic Fike,3 Nights,SME - Columbia,8,36,2019-06-14,2019-06-20,2019,6
48,Ava Max,Sweet But Psycho,Atlantic,34,1,2019-06-14,2019-06-20,2019,6
49,Ava Max,So Am I,Atlantic,14,21,2019-06-14,2019-06-20,2019,6
50,Shirin David,Fliegst Du mit,Shirin David Music,4,8,2019-06-14,2019-06-20,2019,6
51,Robin Schulz feat. Harlœ,All This Love,Warner Music Germany,5,49,2019-06-14,2019-06-20,2019,6
52,Vize,Glad You Came,Kontor Records,2,52,2019-06-14,2019-06-20,2019,6
