current_rank,artist,title,label,in_charts,peak,weekbegin,weekend,year,month
1,Tones And I,Dance Monkey,Bad Batch Records,21,1,2020-01-03,2020-01-09,2020,1
2,The Weeknd,Blinding Lights,Republic Records,5,2,2020-01-03,2020-01-09,2020,1
3,Apache 207,Roller,SME - Two Sides,19,1,2020-01-03,2020-01-09,2020,1
4,Gzuz,Vor der TÃ¼r,187 Strassenbande,2,4,2020-01-03,2020-01-09,2020,1
5,Regard,Ride It,B1 Recordings,15,5,2020-01-03,2020-01-09,2020,1
6,Nimo & Hava,Kein Schlaf,Urban,4,1,2020-01-03,2020-01-09,2020,1
7,Bausa x Joshi Mizu x Maxwell,Skifahren,SME - RBK,7,4,2020-01-03,2020-01-09,2020,1
8,Apache 207,200 km/h,SME - Two Sides,15,4,2020-01-03,2020-01-09,2020,1
9,Tyga,Ayy Macarena,SME - Columbia,7,9,2020-01-03,2020-01-09,2020,1
10,Apache 207,Wieso tust Du dir das an?,SME - Two Sides,11,1,2020-01-03,2020-01-09,2020,1
11,Dua Lipa,Don't Start Now,Urban,9,11,2020-01-03,2020-01-09,2020,1
12,Capital Bra x Samra & Lea,110,Urban,15,1,2020-01-03,2020-01-09,2020,1
13,Samra,Colt,Urban,4,2,2020-01-03,2020-01-09,2020,1
14,RIN & Bausa,Keine Liebe,SME - Division,11,5,2020-01-03,2020-01-09,2020,1
15,Mark Forster,194 LÃ¤nder,SME - Four Music,15,13,2020-01-03,2020-01-09,2020,1
16,RIN,Alien,SME - Division,4,8,2020-01-03,2020-01-09,2020,1
17,Loredana,Mit dir,Loredana,2,9,2020-01-03,2020-01-09,2020,1
18,Riton x Oliver Heldens feat. Vula,Turn Me On,SME - Ministry Of Sound,9,18,2020-01-03,2020-01-09,2020,1
19,Billie Eilish,Bad Guy,Universal,40,4,2020-01-03,2020-01-09,2020,1
20,Ufo361,Nur zur Info,Stay High,2,20,2020-01-03,2020-01-09,2020,1
21,Travis Scott,Highest In The Room,SME - Epic,12,8,2020-01-03,2020-01-09,2020,1
22,Maroon 5,Memories,A&M Records,15,21,2020-01-03,2020-01-09,2020,1
23,Apache 207,Doch in der Nacht,SME - Two Sides,8,7,2020-01-03,2020-01-09,2020,1
24,Black Eyed Peas x J Balvin,Ritmo (Bad Boys For Life),SME - Epic,9,24,2020-01-03,2020-01-09,2020,1
25,SAINt JHN,Roses (Imanbek Remix),B1 Recordings,5,25,2020-01-03,2020-01-09,2020,1
26,Sido feat. Apache 207,2002,Urban,14,6,2020-01-03,2020-01-09,2020,1
27,Arizona Zervas,Roxanne,SME - Arizona Zervas,8,27,2020-01-03,2020-01-09,2020,1
28,Juju feat. Henning May,Vermissen,Jinx Music,35,1,2020-01-03,2020-01-09,2020,1
29,Lewis Capaldi,Someone You Loved,Universal Domestic Vertigo,48,18,2020-01-03,2020-01-09,2020,1
30,Meduza x Becky Hill x Goodboys,Lose Control,Virgin Records,12,30,2020-01-03,2020-01-09,2020,1
31,LUM!X & Gabry Ponte,Monster,Spinnin' Records,23,20,2020-01-03,2020-01-09,2020,1
32,Lil Nas X,Old Town Road,SME - Columbia,40,1,2020-01-03,2020-01-09,2020,1
33,Billie Eilish,Everything I Wanted,Interscope,7,9,2020-01-03,2020-01-09,2020,1
34,Blackbear,Hot Girl Bummer,Interscope,13,17,2020-01-03,2020-01-09,2020,1
35,Nimo,Karma,Urban,9,4,2020-01-03,2020-01-09,2020,1
36,Shawn Mendes & Camila Cabello,SeÃ±orita,Island,28,1,2020-01-03,2020-01-09,2020,1
37,Post Malone,Circles,Republic Records,18,17,2020-01-03,2020-01-09,2020,1
38,Capital Bra,Der Bratan bleibt der gleiche,Urban,5,1,2020-01-03,2020-01-09,2020,1
39,Jerome [DE],Light,Kontor Records,10,39,2020-01-03,2020-01-09,2020,1
40,Meduza feat. Goodboys,Piece Of Your Heart,Virgin Records,34,4,2020-01-03,2020-01-09,2020,1
41,Kianush & PA Sports,Casino Royal,Life Is Pain,4,28,2020-01-03,2020-01-09,2020,1
42,Ed Sheeran feat. Camila Cabello & Cardi B,South Of The Border,Atlantic,15,33,2020-01-03,2020-01-09,2020,1
43,Apache 207,Kein Problem,SME - Two Sides,19,17,2020-01-03,2020-01-09,2020,1
44,Sarah Connor,Vincent,Universal Domestic Polydor,39,9,2020-01-03,2020-01-09,2020,1
45,Ed Sheeran & Justin Bieber,I Don't Care,Atlantic,33,2,2020-01-03,2020-01-09,2020,1
46,Sam Feldt feat. Rani,Post Malone,Spinnin' Records,13,46,2020-01-03,2020-01-09,2020,1
47,Capital Bra x Samra,Tilidin,Urban,28,1,2020-01-03,2020-01-09,2020,1
48,Tim Bendzko,Hoch,SME - Jive Germany,20,10,2020-01-03,2020-01-09,2020,1
49,Nimo & Luciano,Star,Urban,2,36,2020-01-03,2020-01-09,2020,1
50,Apache 207,Sex mit dir,SME - Two Sides,8,13,2020-01-03,2020-01-09,2020,1
51,Freya Ridings,Castles,Island,6,51,2020-01-03,2020-01-09,2020,1
52,Vize feat. Laniia,Stars,Kontor Records,27,18,2020-01-03,2020-01-09,2020,1
53,DJ Snake & J Balvin feat. Tyga,Loco contigo,Geffen Records,25,3,2020-01-03,2020-01-09,2020,1
54,Felix Jaehn & Vize feat. Miss Li,Close Your Eyes,Virgin Records,2,54,2020-01-03,2020-01-09,2020,1
55,Ed Sheeran feat. Khalid,Beautiful People,Atlantic,26,5,2020-01-03,2020-01-09,2020,1
56,Capo,Puls steigt,Warner Music Germany,2,50,2020-01-03,2020-01-09,2020,1
57,Lena x Nico Santos,Better,Universal Domestic Polydor,19,15,2020-01-03,2020-01-09,2020,1
58,Selena Gomez,Lose You To Love Me,Interscope,10,7,2020-01-03,2020-01-09,2020,1
59,Camila Cabello feat. DaBaby,My Oh My,SME - Syco Music,1,59,2020-01-03,2020-01-09,2020,1
60,Samra,95 BPM,Urban,3,16,2020-01-03,2020-01-09,2020,1
61,The Cratez & Bonez MC,Honda Civic,SME - RBK,13,5,2020-01-03,2020-01-09,2020,1
62,"The Cratez, Luciano & Kontra K",Himmel grau,SME - RBK,4,11,2020-01-03,2020-01-09,2020,1
63,Ava Max,Sweet But Psycho,Atlantic,49,1,2020-01-03,2020-01-09,2020,1
64,Lewis Capaldi,Before You Go,Universal Domestic Vertigo,3,64,2020-01-03,2020-01-09,2020,1
65,Kygo x Whitney Houston,Higher Love,SME - RCA International,23,22,2020-01-03,2020-01-09,2020,1
66,Dynoro & Gigi D'Agostino,In My Mind,B1 Recordings,70,1,2020-01-03,2020-01-09,2020,1
67,R3hab x A Touch Of Class,All Around The World (La La La),Virgin Records,25,29,2020-01-03,2020-01-09,2020,1
68,Ava Max,Torn,Atlantic,10,59,2020-01-03,2020-01-09,2020,1
69,Kerstin Ott & Helene Fischer,Regenbogenfarben,Universal Domestic Polydor,27,20,2020-01-03,2020-01-09,2020,1
70,Mabel [UK],Don't Call Me Up,Polydor,38,10,2020-01-03,2020-01-09,2020,1
71,Bonez MC & RAF Camora,500 PS,Universal Domestic Vertigo,72,1,2020-01-03,2020-01-09,2020,1
72,Miami Yacine,Alessandra Ambrosio,KMN Gang,2,72,2020-01-03,2020-01-09,2020,1
73,Bausa,Mary,Warner Music Germany,33,8,2020-01-03,2020-01-09,2020,1
74,Samra & Capital Bra,Wieder Lila,Urban,32,1,2020-01-03,2020-01-09,2020,1
75,Hemso feat. LX,Schmeckt,Supremos Musik,1,75,2020-01-03,2020-01-09,2020,1
76,Lotte & Max Giesinger,"Auf das, was da noch kommt",SME - Columbia,13,40,2020-01-03,2020-01-09,2020,1
77,Shindy,Tiffany,SME - Friends With Money,3,6,2020-01-03,2020-01-09,2020,1
78,Dermot Kennedy,Outnumbered,Interscope,12,45,2020-01-03,2020-01-09,2020,1
79,RAF Camora feat. Ghetto Phenomene,Puta madre,Indipendenza,11,5,2020-01-03,2020-01-09,2020,1
80,Loredana feat. Mozzik,Eiskalt,Loredana,21,2,2020-01-03,2020-01-09,2020,1
81,Daddy Yankee feat. Snow,Con calma,Universal,34,6,2020-01-03,2020-01-09,2020,1
82,Reezy feat. Summer Cem,Phantom,SME - Two Sides,9,9,2020-01-03,2020-01-09,2020,1
83,Nico Santos,Play With Fire,Virgin Records,1,83,2020-01-03,2020-01-09,2020,1
84,Katja Krasavice,Casino,Katja Krasavice,1,84,2020-01-03,2020-01-09,2020,1
85,Younotus & Janieck & Senex,Narcotic,B1 Recordings,25,16,2020-01-03,2020-01-09,2020,1
86,Alan Walker & Ava Max,"Alone, Pt. II",SME - Mer Recordings,1,86,2020-01-03,2020-01-09,2020,1
87,Harry Styles,Adore You,SME - Columbia,3,82,2020-01-03,2020-01-09,2020,1
88,Ellie Goulding & Juice WRLD,Hate Me,Polydor,8,70,2020-01-03,2020-01-09,2020,1
89,RIN,Vintage,SME - Division,11,6,2020-01-03,2020-01-09,2020,1
90,Juice WRLD,Lucid Dreams (Forget Me),Juice WRLD Mixtape,24,36,2020-01-03,2020-01-09,2020,1
91,Trettmann & KitschKrieg feat. Alli Neumann,Zeit steht,Soulforce/BMG,12,10,2020-01-03,2020-01-09,2020,1
92,LEA,110 (Prolog),SME - Four Music,8,43,2020-01-03,2020-01-09,2020,1
93,Macklemore & Ryan Lewis feat. Ray Dalton,Can't Hold Us,Macklemore,77,2,2020-01-03,2020-01-09,2020,1
94,Azet,Seele,KMN Gang,7,11,2020-01-03,2020-01-09,2020,1
95,RAF Camora feat. Bonez MC,Unnormal,Indipendenza,8,13,2020-01-03,2020-01-09,2020,1
96,Shaed,Trampoline,Caroline Records,6,62,2020-01-03,2020-01-09,2020,1
97,Lady Gaga & Bradley Cooper,Shallow,Interscope,57,4,2020-01-03,2020-01-09,2020,1
98,Jamule x Cro,1000 Hits,Life Is Pain,8,14,2020-01-03,2020-01-09,2020,1
99,Summer Cem feat. Luciano,Summer Cem,Banger Musik,12,6,2020-01-03,2020-01-09,2020,1
100,Lizzo,Good As Hell,Nice Life,3,83,2020-01-03,2020-01-09,2020,1
