current_rank,artist,title,label,in_charts,peak,weekbegin,weekend,year,month
1,Pietro Lombardi,PhÃ¤nomenal,Universal Domestic Polydor,1,1,2018-05-25,2018-05-31,2018,5
2,Calvin Harris & Dua Lipa,One Kiss,Columbia,7,1,2018-05-25,2018-05-31,2018,5
3,Capital Bra feat. Ufo361,Neymar,Team Kuku,4,1,2018-05-25,2018-05-31,2018,5
4,Dennis Lloyd,Nevermind,Warner Music International,9,4,2018-05-25,2018-05-31,2018,5
5,Namika feat. Black M,Je ne parle pas franÃ§ais (Beatgees Remix),Jive Germany,6,5,2018-05-25,2018-05-31,2018,5
6,"Gzuz feat. Bonez MC, Maxwell & Ufo361",Ãœber Nacht,Universal Domestic Vertigo,1,6,2018-05-25,2018-05-31,2018,5
7,David Guetta & Sia,Flames,Parlophone Label Group,9,7,2018-05-25,2018-05-31,2018,5
8,Summer Cem,Tamam Tamam,Banger Musik,5,7,2018-05-25,2018-05-31,2018,5
9,Kontra K feat. RAF Camora,Fame,BMG,3,6,2018-05-25,2018-05-31,2018,5
10,Marshmello & Anne-Marie,Friends,Atlantic,15,1,2018-05-25,2018-05-31,2018,5
11,Olexesh feat. Edin,Magisch,385ideal,14,1,2018-05-25,2018-05-31,2018,5
12,Michael Schulte,You Let Me Walk Alone,Very Us Records,3,3,2018-05-25,2018-05-31,2018,5
13,Ramz,Barking,Polydor,13,4,2018-05-25,2018-05-31,2018,5
14,Eli,Change Your Mind,Prime Entertainment Records,6,14,2018-05-25,2018-05-31,2018,5
15,Post Malone,Better Now,Universal,4,11,2018-05-25,2018-05-31,2018,5
16,Gzuz,Â¿Warum?,Universal Domestic Vertigo,2,4,2018-05-25,2018-05-31,2018,5
17,Die Fantastischen Vier feat. Clueso,Zusammen,Columbia,9,12,2018-05-25,2018-05-31,2018,5
18,Kygo feat. Miguel,Remind Me To Forget,Kygo,10,14,2018-05-25,2018-05-31,2018,5
19,Ariana Grande,No Tears Left To Cry,Universal,5,2,2018-05-25,2018-05-31,2018,5
20,Summer Cem feat. KC Rebell & Capital Bra,Chinchilla,Banger Musik,2,11,2018-05-25,2018-05-31,2018,5
21,Nicky Jam x J Balvin,X,Sony Music,12,13,2018-05-25,2018-05-31,2018,5
22,"Rudimental feat. Jess Glynne, Macklemore & Dan Caplen",These Days,Atlantic,18,3,2018-05-25,2018-05-31,2018,5
23,Capital Bra,5 Songs in einer Nacht,Team Kuku,7,1,2018-05-25,2018-05-31,2018,5
24,Alvaro Soler,La cintura,Airforce1,8,24,2018-05-25,2018-05-31,2018,5
25,Robin Schulz & Marc Scibilia,Unforgettable,Warner Music Germany,14,13,2018-05-25,2018-05-31,2018,5
26,Luis Fonsi & Demi Lovato,Ã‰chame la culpa,Universal,27,6,2018-05-25,2018-05-31,2018,5
27,Sean Paul + David Guetta feat. Becky G,Mad Love,Island,14,10,2018-05-25,2018-05-31,2018,5
28,Shawn Mendes,In My Blood,Island,9,8,2018-05-25,2018-05-31,2018,5
29,Kalash feat. Damso,Mwaka Moon,Capitol,3,26,2018-05-25,2018-05-31,2018,5
30,George Ezra,Paradise,Columbia,12,24,2018-05-25,2018-05-31,2018,5
31,Rea Garvey feat. Kool Savas,Is It Love?,Universal Domestic Island,17,20,2018-05-25,2018-05-31,2018,5
32,Drake,Nice For What,Young Money,7,9,2018-05-25,2018-05-31,2018,5
33,Clean Bandit feat. Demi Lovato,Solo,Atlantic,1,33,2018-05-25,2018-05-31,2018,5
34,Selena Gomez,Back To You,Interscope,2,30,2018-05-25,2018-05-31,2018,5
35,Gzuz feat. Bonez MC,Was erlebt,Universal Domestic Vertigo,4,3,2018-05-25,2018-05-31,2018,5
36,Lil Dicky feat. Chris Brown,Freaky Friday,Commission Records,10,21,2018-05-25,2018-05-31,2018,5
37,Drake,God's Plan,Motown,18,1,2018-05-25,2018-05-31,2018,5
38,Ed Sheeran,Perfect,Atlantic,43,1,2018-05-25,2018-05-31,2018,5
39,Zedd / Maren Morris / Grey,The Middle,Interscope,17,15,2018-05-25,2018-05-31,2018,5
40,Bausa,Was du Liebe nennst,Warner Music Germany,34,1,2018-05-25,2018-05-31,2018,5
41,Kurdo,Bugatti Veyron,Universal Domestic Urban,1,41,2018-05-25,2018-05-31,2018,5
42,Wincent Weiss,An Wunder,Universal Domestic Vertigo,6,18,2018-05-25,2018-05-31,2018,5
43,David Guetta / Martin Garrix / Brooks,Like I Do,Parlophone Label Group,13,23,2018-05-25,2018-05-31,2018,5
44,Tom Walker,Leave A Light On,Relentless Records,21,8,2018-05-25,2018-05-31,2018,5
45,"Cardi B, Bad Bunny & J Balvin",I Like It,Atlantic,6,41,2018-05-25,2018-05-31,2018,5
46,Rooz x MoTrip,Immer wieder,Universal Domestic Urban,11,25,2018-05-25,2018-05-31,2018,5
47,El Profesor,Bella ciao (Hugel Remix),Kontor Records,2,47,2018-05-25,2018-05-31,2018,5
48,Kontra K,Oder nicht,BMG,6,25,2018-05-25,2018-05-31,2018,5
49,Justin Timberlake feat. Chris Stapleton,Say Something,RCA International,17,9,2018-05-25,2018-05-31,2018,5
50,Childish Gambino,This Is America,RCA International,3,39,2018-05-25,2018-05-31,2018,5
51,Post Malone feat. 21 Savage,Rockstar,Universal,36,2,2018-05-25,2018-05-31,2018,5
52,Camila Cabello feat. Young Thug,Havana,Epic,40,2,2018-05-25,2018-05-31,2018,5
53,Netta,Toy,Tedy,2,19,2018-05-25,2018-05-31,2018,5
54,Sun Diego,Eloah,BBM Records,7,6,2018-05-25,2018-05-31,2018,5
55,Azet,Ãœberlebt,KMN Gang,8,28,2018-05-25,2018-05-31,2018,5
56,BTS,Fake Love,BigHit Entertainment,1,56,2018-05-25,2018-05-31,2018,5
57,Jax Jones feat. Ina Wroldsen,Breathe,Polydor,20,15,2018-05-25,2018-05-31,2018,5
58,Khalid x Normani,Love Lies,RCA International,14,36,2018-05-25,2018-05-31,2018,5
59,Post Malone feat. Ty Dolla $ign,Psycho,Universal,13,6,2018-05-25,2018-05-31,2018,5
60,Liam Payne & J Balvin,Familiar,Capitol,4,60,2018-05-25,2018-05-31,2018,5
61,Mikolas Josef,Lie To Me,RCA Domestic,2,29,2018-05-25,2018-05-31,2018,5
62,Daddy Yankee,Dura,EMI,13,60,2018-05-25,2018-05-31,2018,5
63,The Chainsmokers,Sick Boy,Columbia,18,5,2018-05-25,2018-05-31,2018,5
64,Luis Fonsi feat. Daddy Yankee,Despacito,Universal,69,1,2018-05-25,2018-05-31,2018,5
65,Felix Jaehn feat. Marc E. Bassy & Gucci Mane,Cool,Virgin Records,15,39,2018-05-25,2018-05-31,2018,5
66,Lost Frequencies feat. James Blunt,Melody,Kontor Records,4,60,2018-05-25,2018-05-31,2018,5
67,Dua Lipa,IDGAF,Universal Domestic Urban,18,12,2018-05-25,2018-05-31,2018,5
68,Backstreet Boys,Don't Go Breaking My Heart,RCA International,1,68,2018-05-25,2018-05-31,2018,5
69,Nimo,Akzeptier'n uns nicht,Universal Domestic Urban,1,69,2018-05-25,2018-05-31,2018,5
70,Kay One feat. Pietro Lombardi,SeÃ±orita,Princekayone GmbH,37,1,2018-05-25,2018-05-31,2018,5
71,LEA,Leiser,Four Music,25,13,2018-05-25,2018-05-31,2018,5
72,Kollegah & Farid Bang,Sturmmaske auf (Intro),Banger Musik,14,1,2018-05-25,2018-05-31,2018,5
73,RAF Camora,Maserati,Indipendenza,5,11,2018-05-25,2018-05-31,2018,5
74,Ed Sheeran,Shape Of You,Atlantic,72,1,2018-05-25,2018-05-31,2018,5
75,RIN,Nike,Division,4,24,2018-05-25,2018-05-31,2018,5
76,Nico Santos,Rooftop,Virgin Records,28,5,2018-05-25,2018-05-31,2018,5
77,Ufo361,Acker jeden Tag,Stay High,3,28,2018-05-25,2018-05-31,2018,5
78,Shawn Mendes feat. Khalid,Youth,Island,3,43,2018-05-25,2018-05-31,2018,5
79,Marie Wegener,KÃ¶niglich,Electrola,3,3,2018-05-25,2018-05-31,2018,5
80,Gzuz feat. LX,DrÃ¼ck drÃ¼ck,Universal Domestic Vertigo,8,11,2018-05-25,2018-05-31,2018,5
81,Moe Phoenix,Mama / Baba,Life Is Pain,5,46,2018-05-25,2018-05-31,2018,5
82,Lost Frequencies & Zonderling,Crazy,Kontor Records,22,13,2018-05-25,2018-05-31,2018,5
83,MC Fioti / Future / J Balvin / Stefflon Don / Juan Magan,Bum bum tam tam,Kontor Records,18,51,2018-05-25,2018-05-31,2018,5
84,Ed Sheeran,Happier,Atlantic,9,16,2018-05-25,2018-05-31,2018,5
85,Axwell Λ Ingrosso,More Than You Know,Virgin Records,50,1,2018-05-25,2018-05-31,2018,5
86,Eminem feat. Ed Sheeran,River,Interscope,23,2,2018-05-25,2018-05-31,2018,5
87,OneRepublic feat. Logic,Start Again,Umgri,1,87,2018-05-25,2018-05-31,2018,5
88,Luciano [DE],Roli,Universal Domestic Urban,6,34,2018-05-25,2018-05-31,2018,5
89,J Balvin & Willy William,Mi gente,B1 Recordings,47,3,2018-05-25,2018-05-31,2018,5
90,Jason Derulo feat. French Montana,Tip Toe,Beluga Heights,28,11,2018-05-25,2018-05-31,2018,5
91,Bazzi,Mine,ZZZ Entertainment,15,25,2018-05-25,2018-05-31,2018,5
92,Jason Derulo,Colors,Beluga Heights,8,75,2018-05-25,2018-05-31,2018,5
