current_rank,artist,title,label,in_charts,peak,weekbegin,weekend,year,month
1,Samra,Rohdiamant II,Urban,1,1,2020-10-09,2020-10-15,2020,10
2,24kGoldn feat. Iann Dior,Mood,SME - Columbia,7,1,2020-10-09,2020-10-15,2020,10
3,Internet Money & Gunna feat. Don Toliver & Nav,Lemonade,Internet Money,8,3,2020-10-09,2020-10-15,2020,10
4,Loredana & Delara,Checka,Loredana,2,2,2020-10-09,2020-10-15,2020,10
5,Joel Corry feat. MNEK,Head & Heart,Atlantic,12,5,2020-10-09,2020-10-15,2020,10
6,Jawsh 685 & Jason Derulo,Savage Love (Laxed - Siren Beat),SME - Columbia,17,1,2020-10-09,2020-10-15,2020,10
7,Dardan & Hava,Mailbox,Hypnotize Entertainment,1,7,2020-10-09,2020-10-15,2020,10
8,Vize x Joker Bra x Leony,Paradise,Kontor Records,7,8,2020-10-09,2020-10-15,2020,10
9,KitschKrieg feat. Jamule,Unterwegs,SoulForce Records / BMG,9,1,2020-10-09,2020-10-15,2020,10
10,Ofenbach & Quarterhead feat. Norma Jean Martine,Head Shoulders Knees & Toes,Spinnin' Records,10,8,2020-10-09,2020-10-15,2020,10
11,Master KG feat. Burna Boy & Nomcebo Zikode,Jerusalema (Remix),Elektra France,9,11,2020-10-09,2020-10-15,2020,10
12,Ufo361,Zweifel,Stay High,1,12,2020-10-09,2020-10-15,2020,10
13,LA Vision & Gigi D'Agostino,Hollywood,Universal Domestic Polydor,13,10,2020-10-09,2020-10-15,2020,10
14,Bonez MC feat. LX,Niemals unter Tausend,187 Strassenbande,2,4,2020-10-09,2020-10-15,2020,10
15,Jason Derulo,Take You Dancing,Atlantic,11,15,2020-10-09,2020-10-15,2020,10
16,Twocolors,Lovefool,Virgin Records,16,11,2020-10-09,2020-10-15,2020,10
17,Bausa x Juju,2012,Warner Music Germany,7,2,2020-10-09,2020-10-15,2020,10
18,Mark Forster x Vize,Bist du okay,SME - Marecs,2,13,2020-10-09,2020-10-15,2020,10
19,Apache 207,Bläulich,SME - Four Music / Two Sides,14,1,2020-10-09,2020-10-15,2020,10
20,Capital Bra x Cro,Frühstück in Paris,Urban,7,1,2020-10-09,2020-10-15,2020,10
21,Gentleman x Luciano x Ezhel,Devam,Urban,3,9,2020-10-09,2020-10-15,2020,10
22,Bozza,Elbe,Def Jam Germany,2,12,2020-10-09,2020-10-15,2020,10
23,Bonez MC,Fuckst mich nur ab,187 Strassenbande,5,1,2020-10-09,2020-10-15,2020,10
