current_rank,artist,title,label,in_charts,peak,weekbegin,weekend,year,month
1,The Weeknd,Blinding Lights,Republic Records,13,1,2020-02-28,2020-03-05,2020,2
2,Ufo361,Rich Rich,Stay High,1,2,2020-02-28,2020-03-05,2020,2
3,Samra,SchÃ¼sse im Regen,Urban,1,3,2020-02-28,2020-03-05,2020,2
4,Luciano [DE],Mios mit Bars,Urban,2,2,2020-02-28,2020-03-05,2020,2
5,Joker Bra & Vize,Baby,Urban,4,1,2020-02-28,2020-03-05,2020,2
6,Tones And I,Dance Monkey,Bad Batch Records,29,1,2020-02-28,2020-03-05,2020,2
7,Topic feat. A7S,Breaking Me,Virgin Records,8,7,2020-02-28,2020-03-05,2020,2
8,Apache 207,Roller,SME - Two Sides,27,1,2020-02-28,2020-03-05,2020,2
9,Samra,Weiss,Urban,3,3,2020-02-28,2020-03-05,2020,2
10,Apache 207,Matrix,SME - Two Sides,1,10,2020-02-28,2020-03-05,2020,2
11,Juju x Loredana,Kein Wort,Jinx Music,6,1,2020-02-28,2020-03-05,2020,2
12,Mozzik,Auf Wiedersehen,Urban,2,11,2020-02-28,2020-03-05,2020,2
13,Billie Eilish,No Time To Die,Interscope,2,5,2020-02-28,2020-03-05,2020,2
14,Robin Schulz feat. Alida,In Your Eyes,Warner Music Germany,7,12,2020-02-28,2020-03-05,2020,2
15,SAINt JHN,Roses (Imanbek Remix),SME - B1 Recordings,13,14,2020-02-28,2020-03-05,2020,2
16,Regard,Ride It,SME - B1 Recordings,23,4,2020-02-28,2020-03-05,2020,2
17,Gzuz feat. Bonez MC,Verkackt,187 Strassenbande,2,7,2020-02-28,2020-03-05,2020,2
18,Samra x Elif,Zu Ende,Urban,5,4,2020-02-28,2020-03-05,2020,2
19,Roddy Ricch,The Box,Atlantic,8,13,2020-02-28,2020-03-05,2020,2
20,Dua Lipa,Don't Start Now,Urban,17,10,2020-02-28,2020-03-05,2020,2
21,Trevor Daniel,Falling,Alamo Records,8,13,2020-02-28,2020-03-05,2020,2
22,Felix Jaehn & Vize feat. Miss Li,Close Your Eyes,Virgin Records,10,22,2020-02-28,2020-03-05,2020,2
23,Justin Bieber feat. Quavo,Intentions,Def Jam,3,23,2020-02-28,2020-03-05,2020,2
24,Nimo,Nur wegen dir,385ideal,2,15,2020-02-28,2020-03-05,2020,2
25,Gzuz,Donuts,187 Strassenbande,5,3,2020-02-28,2020-03-05,2020,2
26,Billie Eilish,Everything I Wanted,Interscope,15,9,2020-02-28,2020-03-05,2020,2
27,Samra,Mon ami,Urban,4,3,2020-02-28,2020-03-05,2020,2
28,Billie Eilish,Bad Guy,Universal,48,4,2020-02-28,2020-03-05,2020,2
29,Apache 207,200 km/h,SME - Two Sides,23,4,2020-02-28,2020-03-05,2020,2
30,Kianush & PA Sports,Kriminell,Life Is Pain,3,17,2020-02-28,2020-03-05,2020,2
31,RIN,Alien,SME - Division,12,8,2020-02-28,2020-03-05,2020,2
32,Capital Bra x Samra & Lea,110,Urban,23,1,2020-02-28,2020-03-05,2020,2
33,Ali Gatie,What If I Told You That I Love You,Li$N,5,8,2020-02-28,2020-03-05,2020,2
34,Future feat. Drake,Life Is Good,SME - Epic,7,8,2020-02-28,2020-03-05,2020,2
35,The Weeknd,After Hours,Republic Records,1,35,2020-02-28,2020-03-05,2020,2
36,BTS feat. Sia,On,BigHit Entertainment,1,36,2020-02-28,2020-03-05,2020,2
37,Joker Bra,Amex Black,Bra Musik,2,14,2020-02-28,2020-03-05,2020,2
38,Black Eyed Peas x J Balvin,Ritmo (Bad Boys For Life),SME - Epic,17,24,2020-02-28,2020-03-05,2020,2
39,Dua Lipa,Physical,Urban,4,39,2020-02-28,2020-03-05,2020,2
40,Fynn Kliemann,Alles was ich hab,twoFinger Records / BMG,1,40,2020-02-28,2020-03-05,2020,2
41,Apache 207,Wieso tust Du dir das an?,SME - Two Sides,19,1,2020-02-28,2020-03-05,2020,2
42,Mark Forster,194 LÃ¤nder,SME - Four Music,23,13,2020-02-28,2020-03-05,2020,2
43,Lewis Capaldi,Someone You Loved,Universal Domestic Vertigo,56,18,2020-02-28,2020-03-05,2020,2
44,Bausa x Joshi Mizu x Maxwell,Skifahren,SME - RBK,15,4,2020-02-28,2020-03-05,2020,2
45,Meduza x Becky Hill x Goodboys,Lose Control,Virgin Records,20,30,2020-02-28,2020-03-05,2020,2
46,Riton x Oliver Heldens feat. Vula,Turn Me On,SME - Ministry Of Sound,17,18,2020-02-28,2020-03-05,2020,2
47,Lewis Capaldi,Before You Go,Universal Domestic Vertigo,11,42,2020-02-28,2020-03-05,2020,2
48,Eminem feat. Juice WRLD,Godzilla,Interscope,4,16,2020-02-28,2020-03-05,2020,2
49,Arizona Zervas,Roxanne,SME - Arizona Zervas,16,27,2020-02-28,2020-03-05,2020,2
50,Michael Wendler,Egal,Telamo,1,50,2020-02-28,2020-03-05,2020,2
51,AnnenMayKantereit,Ausgehen,Universal Domestic Vertigo,3,39,2020-02-28,2020-03-05,2020,2
52,Tyga,Ayy Macarena,SME - Columbia,15,9,2020-02-28,2020-03-05,2020,2
53,Eno feat. Xatar,Ey hawar,Alles Oder Nix Records,1,53,2020-02-28,2020-03-05,2020,2
54,Maroon 5,Memories,A&M Records,23,20,2020-02-28,2020-03-05,2020,2
55,Juju feat. Henning May,Vermissen,Jinx Music,43,1,2020-02-28,2020-03-05,2020,2
56,Halsey,You Should Be Sad,Capitol,7,43,2020-02-28,2020-03-05,2020,2
57,Jamule,Ich hol dich ab,Life Is Pain,7,5,2020-02-28,2020-03-05,2020,2
58,Veysel,Bin da,Bela Boyz,3,21,2020-02-28,2020-03-05,2020,2
59,Justin Bieber,Yummy,Def Jam,8,15,2020-02-28,2020-03-05,2020,2
60,Jerome [DE],Light,Kontor Records,18,39,2020-02-28,2020-03-05,2020,2
61,Dardan,6AM.........,Hypnotize Entertainment,7,4,2020-02-28,2020-03-05,2020,2
62,RIN & Bausa,Keine Liebe,SME - Division,19,5,2020-02-28,2020-03-05,2020,2
63,Selena Gomez,Feel Me,Interscope,1,63,2020-02-28,2020-03-05,2020,2
64,Sido feat. Apache 207,2002,Urban,22,6,2020-02-28,2020-03-05,2020,2
65,Nimo & Hava,Kein Schlaf,Urban,12,1,2020-02-28,2020-03-05,2020,2
66,LUM!X & Gabry Ponte,Monster,Spinnin' Records,31,20,2020-02-28,2020-03-05,2020,2
67,Post Malone,Circles,Republic Records,26,17,2020-02-28,2020-03-05,2020,2
68,Apache 207,Doch in der Nacht,SME - Two Sides,16,7,2020-02-28,2020-03-05,2020,2
69,Nico Santos,Play With Fire,Virgin Records,9,54,2020-02-28,2020-03-05,2020,2
70,Alan Walker & Ava Max,"Alone, Pt. II",SME - Mer Recordings,6,70,2020-02-28,2020-03-05,2020,2
71,Capital Bra x Samra,Tilidin,Urban,36,1,2020-02-28,2020-03-05,2020,2
72,Samra,Colt,Urban,12,2,2020-02-28,2020-03-05,2020,2
73,Kerstin Ott & Helene Fischer,Regenbogenfarben,Universal Domestic Polydor,35,20,2020-02-28,2020-03-05,2020,2
74,Eno x Nimo,Kommunikation,Alles Oder Nix Records,5,6,2020-02-28,2020-03-05,2020,2
75,Pashanim,Hauseingang,Urban,8,56,2020-02-28,2020-03-05,2020,2
76,Blackbear,Hot Girl Bummer,Interscope,21,17,2020-02-28,2020-03-05,2020,2
77,Shawn Mendes & Camila Cabello,SeÃ±orita,Island,36,1,2020-02-28,2020-03-05,2020,2
78,G-Eazy feat. Tory Lanez & Tyga,Still Be Friends,SME - BPG,2,78,2020-02-28,2020-03-05,2020,2
79,Gzuz,Vor der TÃ¼r,187 Strassenbande,10,4,2020-02-28,2020-03-05,2020,2
80,Nea,Some Say,SME - Milkshake,4,80,2020-02-28,2020-03-05,2020,2
81,Lil Nas X,Old Town Road,SME - Columbia,48,1,2020-02-28,2020-03-05,2020,2
82,Apache 207,Kein Problem,SME - Two Sides,27,17,2020-02-28,2020-03-05,2020,2
83,Ava Max,Salt,Atlantic,2,83,2020-02-28,2020-03-05,2020,2
84,AK Ausserkontrolle,136er,XY Records,3,22,2020-02-28,2020-03-05,2020,2
85,Travis Scott,Highest In The Room,SME - Epic,20,8,2020-02-28,2020-03-05,2020,2
86,Pietro Lombardi,Es tut schon wieder weh,Universal Domestic Polydor,3,11,2020-02-28,2020-03-05,2020,2
87,Sarah Connor,Vincent,Universal Domestic Polydor,47,9,2020-02-28,2020-03-05,2020,2
88,Katja Krasavice,Casino,Katja Krasavice,9,44,2020-02-28,2020-03-05,2020,2
89,Jonas Brothers,What A Man Gotta Do,Republic Records,6,67,2020-02-28,2020-03-05,2020,2
90,Tim Bendzko,Hoch,SME - Jive Germany,28,10,2020-02-28,2020-03-05,2020,2
91,LEA,110 (Prolog),SME - Four Music,10,43,2020-02-28,2020-03-05,2020,2
92,Justin Bieber feat. Post Malone & Clever,Forever,Def Jam,2,56,2020-02-28,2020-03-05,2020,2
93,Fler,Grind,Maskulin,2,39,2020-02-28,2020-03-05,2020,2
94,Karol G / Nicki Minaj,Tusa,Universal,6,79,2020-02-28,2020-03-05,2020,2
95,Kianush & PA Sports,Casino Royal,Life Is Pain,12,28,2020-02-28,2020-03-05,2020,2
96,Sam Feldt feat. Rani,Post Malone,Spinnin' Records,21,46,2020-02-28,2020-03-05,2020,2
97,Harry Styles,Adore You,SME - Columbia,5,82,2020-02-28,2020-03-05,2020,2
98,Ufo361 feat. Future,Big Drip,Stay High,6,2,2020-02-28,2020-03-05,2020,2
99,Farid Bang feat. Kollegah & Fler,Public Enemies,Banger Musik,3,12,2020-02-28,2020-03-05,2020,2
100,Tones And I,Never Seen The Rain,Elektra,1,100,2020-02-28,2020-03-05,2020,2
