current_rank,artist,title,label,in_charts,peak,weekbegin,weekend,year,month
1,Mariah Carey,All I Want For Christmas Is You,Sony Music,73,1,2020-12-11,2020-12-17,2020,12
2,Wham!,Last Christmas,Epic,144,2,2020-12-11,2020-12-17,2020,12
3,Melanie Thornton,Wonderful Dream (Holidays Are Coming),X-Cell,120,3,2020-12-11,2020-12-17,2020,12
4,Chris Rea,Driving Home For Christmas,Warner Music International,61,4,2020-12-11,2020-12-17,2020,12
5,Shakin' Stevens,Merry Christmas Everyone,Epic,19,5,2020-12-11,2020-12-17,2020,12
6,Michael Bublé,It's Beginning To Look A Lot Like Christmas,Reprise Records,18,6,2020-12-11,2020-12-17,2020,12
7,Master KG feat. Burna Boy & Nomcebo Zikode,Jerusalema (Remix),Elektra France,18,4,2020-12-11,2020-12-17,2020,12
8,Paul McCartney,Wonderful Christmastime,Capitol,15,8,2020-12-11,2020-12-17,2020,12
9,Luna [DE],Verlierer,Four Music / Treppenhaus,2,3,2020-12-11,2020-12-17,2020,12
10,John & Yoko / The Plastic Ono Band with The Harlem Community Choir,Happy Xmas (War Is Over),EMI,29,10,2020-12-11,2020-12-17,2020,12
