current_rank,artist,title,label,in_charts,peak,weekbegin,weekend,year,month
1,Apache 207,Fame,SME - Two Sides,2,1,2020-05-22,2020-05-28,2020,5
2,Pashanim,Airwaves,Urban,1,2,2020-05-22,2020-05-28,2020,5
3,Ufo361,Emotions,Stay High,4,2,2020-05-22,2020-05-28,2020,5
4,KC Rebell x Summer Cem,Geht nich gibs nich,Banger Musik,1,4,2020-05-22,2020-05-28,2020,5
5,The Weeknd,Blinding Lights,Republic Records,25,1,2020-05-22,2020-05-28,2020,5
6,Capital Bra x Loredana,Nicht verdient,Urban,3,1,2020-05-22,2020-05-28,2020,5
7,SAINt JHN,Roses (Imanbek Remix),SME - B1 Recordings,25,3,2020-05-22,2020-05-28,2020,5
8,DaBaby feat. Roddy Ricch,Rockstar,Interscope,5,8,2020-05-22,2020-05-28,2020,5
9,Luciano [DE],Maison,Urban,1,9,2020-05-22,2020-05-28,2020,5
10,Surf Mesa feat. Emilee,ILY (I Love You Baby),Astralwerk,9,7,2020-05-22,2020-05-28,2020,5
11,Sarah Lombardi,Te amo mi amor,SME - Ariola,1,11,2020-05-22,2020-05-28,2020,5
12,Topic feat. A7S,Breaking Me,Virgin Records,20,3,2020-05-22,2020-05-28,2020,5
13,Drake,Toosie Slide,Republic Records,7,2,2020-05-22,2020-05-28,2020,5
14,Luciano [DE],Late Night,Urban,3,7,2020-05-22,2020-05-28,2020,5
15,Robin Schulz feat. Alida,In Your Eyes,Warner Music Germany,19,5,2020-05-22,2020-05-28,2020,5
16,Kayef,Ich würd' lügen,Recordjet,7,13,2020-05-22,2020-05-28,2020,5
17,Apache 207,Roller,SME - Two Sides,39,1,2020-05-22,2020-05-28,2020,5
18,Nea,Some Say,SME - Milkshake,16,15,2020-05-22,2020-05-28,2020,5
19,Tones And I,Dance Monkey,Bad Batch Records,41,1,2020-05-22,2020-05-28,2020,5
20,Mark Forster,Übermorgen,SME - Marecs,3,20,2020-05-22,2020-05-28,2020,5
21,Shirin David,90-60-111,Juicy Money Records,4,1,2020-05-22,2020-05-28,2020,5
22,Ava Max,Kings & Queens,Atlantic,10,22,2020-05-22,2020-05-28,2020,5
23,Ava Max,Salt,Atlantic,14,10,2020-05-22,2020-05-28,2020,5
24,Nico Santos & Topic,Like I Love You,Virgin Records,5,24,2020-05-22,2020-05-28,2020,5
25,Céline [DE],Tränen aus Kajal,BTGS,7,17,2020-05-22,2020-05-28,2020,5
26,Haftbefehl x Shirin David,Conan x Xenia,Urban,2,4,2020-05-22,2020-05-28,2020,5
27,Fero47,Anders,SME - Epic Domestic,1,27,2020-05-22,2020-05-28,2020,5
28,Samra,BaeBae,Urban,6,2,2020-05-22,2020-05-28,2020,5
29,Benee feat. Gus Dapperton,Supalonely,Universal,10,26,2020-05-22,2020-05-28,2020,5
30,Powfu feat. Beabadoobee,Death Bed,SME - Independently Popular.,11,18,2020-05-22,2020-05-28,2020,5
31,Vize & Tom Gregory,Never Let Me Down,Kontor Records,4,31,2020-05-22,2020-05-28,2020,5
32,Kontra K,Namen,BMG,3,5,2020-05-22,2020-05-28,2020,5
33,Fourty,Weisser Rauch,Life Is Pain,4,33,2020-05-22,2020-05-28,2020,5
34,The Scotts [Travis Scott & Kid Cudi],The Scotts,SME - Epic,4,8,2020-05-22,2020-05-28,2020,5
35,Nimo & Rina,Trendsetter,385ideal,3,18,2020-05-22,2020-05-28,2020,5
36,Ariana Grande & Justin Bieber,Stuck With U,Universal,2,19,2020-05-22,2020-05-28,2020,5
37,Jalil / Samra,45,SME - Swish,1,37,2020-05-22,2020-05-28,2020,5
38,Doja Cat,Say So,SME - RCA International,12,33,2020-05-22,2020-05-28,2020,5
39,LEA,Treppenhaus,SME - Four Music,11,18,2020-05-22,2020-05-28,2020,5
