current_rank,artist,title,label,in_charts,peak,weekbegin,weekend,year,month
1,Loredana feat. Mero,Kein Plan,Loredana,1,1,2019-09-13,2019-09-19,2019,9
2,Apache 207,Roller,SME - Two Sides,3,1,2019-09-13,2019-09-19,2019,9
3,Samra x Capital Bra,Huracan,Universal Domestic Urban,1,3,2019-09-13,2019-09-19,2019,9
4,Tones And I,Dance Monkey,Bad Batch Records,5,3,2019-09-13,2019-09-19,2019,9
5,Shawn Mendes & Camila Cabello,SeÃ±orita,Island,12,1,2019-09-13,2019-09-19,2019,9
6,RIN,Up In Smoke,SME - Division,2,2,2019-09-13,2019-09-19,2019,9
7,RAF Camora,Vendetta,Indipendenza,2,5,2019-09-13,2019-09-19,2019,9
8,Loredana feat. Mozzik,Eiskalt,Loredana,6,2,2019-09-13,2019-09-19,2019,9
9,Summer Cem,Primetime,Banger Musik,2,9,2019-09-13,2019-09-19,2019,9
10,Capital Bra x Samra,Nummer 1,Universal Domestic Urban,3,1,2019-09-13,2019-09-19,2019,9
11,Luciano feat. Ufo361 & Lil Baby,Fendi Drip,Universal Domestic Urban,2,6,2019-09-13,2019-09-19,2019,9
12,Ed Sheeran feat. Khalid,Beautiful People,Atlantic,11,5,2019-09-13,2019-09-19,2019,9
13,Billie Eilish,Bad Guy,Universal,24,4,2019-09-13,2019-09-19,2019,9
14,DJ Snake & J Balvin feat. Tyga,Loco contigo,Geffen Records,13,3,2019-09-13,2019-09-19,2019,9
15,Lil Nas X,Old Town Road,SME - Columbia,24,1,2019-09-13,2019-09-19,2019,9
16,Miami Yacine,Intro RÃ©sumÃ©,KMN Gang,3,5,2019-09-13,2019-09-19,2019,9
17,Post Malone,Circles,Republic Records,2,17,2019-09-13,2019-09-19,2019,9
18,Meduza feat. Goodboys,Piece Of Your Heart,Virgin Records,19,4,2019-09-13,2019-09-19,2019,9
19,Capital Bra x Samra,Tilidin,Universal Domestic Urban,12,1,2019-09-13,2019-09-19,2019,9
20,Mika [DE],Paradies,SME - Columbia Domestic,1,20,2019-09-13,2019-09-19,2019,9
21,Juju feat. Henning May,Vermissen,Jinx Music,19,1,2019-09-13,2019-09-19,2019,9
22,Dardan feat. Xiara,Genauso,Universal Domestic Urban,2,19,2019-09-13,2019-09-19,2019,9
23,Shirin David,Brillis,Juicy Money Records,3,4,2019-09-13,2019-09-19,2019,9
24,Ed Sheeran & Justin Bieber,I Don't Care,Atlantic,18,2,2019-09-13,2019-09-19,2019,9
25,Vize feat. Laniia,Stars,Kontor Records,12,18,2019-09-13,2019-09-19,2019,9
26,Post Malone feat. Young Thug,Goodbyes,Republic Records,10,16,2019-09-13,2019-09-19,2019,9
27,Tim Bendzko,Hoch,SME - Jive Germany,4,27,2019-09-13,2019-09-19,2019,9
28,LUM!X & Gabry Ponte,Monster,Spinnin' Records,7,20,2019-09-13,2019-09-19,2019,9
29,Kygo x Whitney Houston,Higher Love,SME - RCA International,11,22,2019-09-13,2019-09-19,2019,9
30,Younotus & Janieck & Senex,Narcotic,B1 Recordings,14,16,2019-09-13,2019-09-19,2019,9
31,Eno,Entourage,Alles Oder Nix Records,1,31,2019-09-13,2019-09-19,2019,9
32,Lena x Nico Santos,Better,Universal Domestic Polydor,4,29,2019-09-13,2019-09-19,2019,9
33,Sarah Connor,Vincent,Universal Domestic Polydor,23,9,2019-09-13,2019-09-19,2019,9
34,Capo,Run Run Run,Warner Music Germany,6,6,2019-09-13,2019-09-19,2019,9
35,Loredana,Jetzt rufst du an,Loredana,10,2,2019-09-13,2019-09-19,2019,9
36,Lewis Capaldi,Someone You Loved,Universal Domestic Vertigo,32,18,2019-09-13,2019-09-19,2019,9
37,Samra & Capital Bra,Wieder Lila,Universal Domestic Urban,17,1,2019-09-13,2019-09-19,2019,9
38,Bausa,Tempomat,Warner Music Germany,1,38,2019-09-13,2019-09-19,2019,9
39,Luciano [DE],Yeah,Universal Domestic Urban,4,3,2019-09-13,2019-09-19,2019,9
40,Eren Can & Batu,Junior Neymar,SQP,2,40,2019-09-13,2019-09-19,2019,9
41,18 Karat feat. Nura,Verliebt in einen Gangster 2,Banger Musik,2,23,2019-09-13,2019-09-19,2019,9
42,The Chainsmokers & Illenium feat. Lennon Stella,Takeaway,SME - Columbia,7,30,2019-09-13,2019-09-19,2019,9
43,Post Malone,Saint-Tropez,Republic Records,1,43,2019-09-13,2019-09-19,2019,9
44,Dimitri Vegas & Like Mike / David Guetta / Daddy Yankee / Afro Bros / Natti Natasha,Instagram,SME - Epic,7,29,2019-09-13,2019-09-19,2019,9
45,Sido feat. Samra & Kool Savas,High,Universal Domestic Urban,2,16,2019-09-13,2019-09-19,2019,9
46,Apache 207,Kein Problem,SME - Two Sides,3,46,2019-09-13,2019-09-19,2019,9
47,OneRepublic,Rescue Me,Interscope,17,24,2019-09-13,2019-09-19,2019,9
48,Y2K & bbno$,Lalala,SME - Columbia,8,47,2019-09-13,2019-09-19,2019,9
49,Summer Cem feat. Capital Bra,Diamonds,Banger Musik,13,3,2019-09-13,2019-09-19,2019,9
50,Blanco Brown,The Git Up,Broken Bow Records,6,42,2019-09-13,2019-09-19,2019,9
51,AK Ausserkontrolle & Fux Ausserkontrolle,Lucky Luke,XY Records,1,51,2019-09-13,2019-09-19,2019,9
52,PA Sports feat. Kianush,Suizid,Life Is Pain,1,52,2019-09-13,2019-09-19,2019,9
53,Lil Tecca,Ran$om,Republic Records,6,44,2019-09-13,2019-09-19,2019,9
54,R3hab x A Touch Of Class,All Around The World (La La La),Virgin Records,15,29,2019-09-13,2019-09-19,2019,9
55,Summer Cem feat. KC Rebell,Rollerblades,Banger Musik,5,8,2019-09-13,2019-09-19,2019,9
56,Ufo361 feat. RAF Camora,Nummer,Stay High,7,2,2019-09-13,2019-09-19,2019,9
57,Sam Smith,How Do You Sleep?,Capitol,8,43,2019-09-13,2019-09-19,2019,9
58,Robin Schulz feat. HarlÅ“,All This Love,Warner Music Germany,18,24,2019-09-13,2019-09-19,2019,9
59,Bausa,Mary,Warner Music Germany,24,8,2019-09-13,2019-09-19,2019,9
60,Daddy Yankee feat. Snow,Con calma,Universal,30,6,2019-09-13,2019-09-19,2019,9
61,Mabel [UK],Don't Call Me Up,Polydor,30,10,2019-09-13,2019-09-19,2019,9
62,SDP feat. Capital Bra,Viva la Dealer,Berliner Plattenbau,18,38,2019-09-13,2019-09-19,2019,9
63,Camila Cabello,Liar,SME - Syco Music,1,63,2019-09-13,2019-09-19,2019,9
64,Mabel [UK],Mad Love,Polydor,11,54,2019-09-13,2019-09-19,2019,9
65,Ufo361,04:30,Stay High,3,49,2019-09-13,2019-09-19,2019,9
66,Shirin David feat. MaÃ®tre Gims,On Off,Shirin David Music,11,3,2019-09-13,2019-09-19,2019,9
67,Samra x Capital Bra,Zombie,Universal Domestic Urban,9,1,2019-09-13,2019-09-19,2019,9
68,Pedro CapÃ³,Calma,Sony Music,15,33,2019-09-13,2019-09-19,2019,9
69,Anuel AA / Daddy Yankee / Karol G / Ozuna / J Balvin,China,"2019 Real Hasta La Muerte, LLC.",6,50,2019-09-13,2019-09-19,2019,9
70,Felix Jaehn feat. Calum Scott,Love On Myself,Virgin Records,5,58,2019-09-13,2019-09-19,2019,9
71,Luciano [DE],La haine,Universal Domestic Urban,15,4,2019-09-13,2019-09-19,2019,9
72,Lady Gaga & Bradley Cooper,Shallow,Interscope,50,4,2019-09-13,2019-09-19,2019,9
73,Post Malone & Swae Lee,Sunflower,Universal,28,36,2019-09-13,2019-09-19,2019,9
74,Apache 207,2 Minuten,SME - Two Sides,9,35,2019-09-13,2019-09-19,2019,9
75,Sido feat. Monchi,Leben vor dem Tod,Universal Domestic Urban,6,22,2019-09-13,2019-09-19,2019,9
76,KC Rebell & RAF Camora,Neptun,Rebell Army,8,2,2019-09-13,2019-09-19,2019,9
77,Apache 207,Brot nach Hause,SME - Two Sides,6,49,2019-09-13,2019-09-19,2019,9
78,Bonez MC & RAF Camora,500 PS,Universal Domestic Vertigo,58,1,2019-09-13,2019-09-19,2019,9
79,Juju [DE],Hi Babe,Jinx Music,13,12,2019-09-13,2019-09-19,2019,9
80,Post Malone,Wow.,Republic Records,27,16,2019-09-13,2019-09-19,2019,9
81,Lauv feat. Anne-Marie,"F**k, I'm Lonely",Lauv,3,81,2019-09-13,2019-09-19,2019,9
82,Dominic Fike,3 Nights,SME - Columbia,21,36,2019-09-13,2019-09-19,2019,9
83,Adel Tawil feat. Peachy,Tu m'appelles,BMG,12,48,2019-09-13,2019-09-19,2019,9
84,Kalazh44,Bonbon,Kalazh44,2,70,2019-09-13,2019-09-19,2019,9
85,Lotte & Max Giesinger,"Auf das, was da noch kommt",SME - Columbia,2,85,2019-09-13,2019-09-19,2019,9
86,"Olexesh, Celo & Abdi",Benzin,385ideal,2,49,2019-09-13,2019-09-19,2019,9
87,Dynoro & Gigi D'Agostino,In My Mind,B1 Recordings,66,1,2019-09-13,2019-09-19,2019,9
88,Ufo361 feat. Data Luv,Shot,Stay High,11,4,2019-09-13,2019-09-19,2019,9
89,Alec Benjamin,Let Me Down Slowly,Atlantic,32,40,2019-09-13,2019-09-19,2019,9
90,Gamper & Dadoni feat. Emily Roberts,Bittersweet Symphony,Big Top Amsterdam,13,53,2019-09-13,2019-09-19,2019,9
91,Marshmello & Kane Brown,One Thing Right,SME - RCA International,7,71,2019-09-13,2019-09-19,2019,9
