current_rank,artist,title,label,in_charts,peak,weekbegin,weekend,year,month
1,Ava Max,Sweet But Psycho,Atlantic,7,1,2018-12-07,2018-12-13,2018,12
2,Mero,Baller los,Groove Attack,2,1,2018-12-07,2018-12-13,2018,12
3,Sido,Tausend Tattoos,Universal Domestic Urban,6,2,2018-12-07,2018-12-13,2018,12
4,Capital Bra,Feuer,Bushido,1,4,2018-12-07,2018-12-13,2018,12
5,Mariah Carey,All I Want For Christmas Is You,Columbia,60,3,2018-12-07,2018-12-13,2018,12
6,Samra,Cataleya,Bushido,4,1,2018-12-07,2018-12-13,2018,12
7,"KitschKrieg feat. Trettmann, Gringo, Ufo361 & Gzuz",Standard,SoulForce Records,7,1,2018-12-07,2018-12-13,2018,12
8,Panic! At The Disco,High Hopes,Atlantic,18,6,2018-12-07,2018-12-13,2018,12
9,Dean Lewis,Be Alright,Universal,16,8,2018-12-07,2018-12-13,2018,12
10,Wham!,Last Christmas,Epic,131,4,2018-12-07,2018-12-13,2018,12
11,Dynoro & Gigi D'Agostino,In My Mind,B1 Recordings,26,1,2018-12-07,2018-12-13,2018,12
12,Rita Ora,Let You Love Me,Atlantic,11,12,2018-12-07,2018-12-13,2018,12
13,Ariana Grande,"Thank U, Next",Universal,5,13,2018-12-07,2018-12-13,2018,12
14,"DJ Snake feat. Selena Gomez, Ozuna & Cardi B",Taki Taki,Geffen Records,10,8,2018-12-07,2018-12-13,2018,12
15,RAF Camora & AriBeatz feat. Sofiane,Perfekt,Andere Liga,3,5,2018-12-07,2018-12-13,2018,12
16,Calvin Harris & Sam Smith,Promises,Columbia,16,2,2018-12-07,2018-12-13,2018,12
17,Luciano [DE],Meer,Universal Domestic Urban,6,3,2018-12-07,2018-12-13,2018,12
18,Bonez MC & RAF Camora,500 PS,Universal Domestic Vertigo,18,1,2018-12-07,2018-12-13,2018,12
19,Azet & Zuna,Skam koh,KMN Gang,2,5,2018-12-07,2018-12-13,2018,12
20,Luciano feat. Nimo,Valentino Camouflage,Universal Domestic Urban,3,6,2018-12-07,2018-12-13,2018,12
