current_rank,artist,title,label,in_charts,peak,weekbegin,weekend,year,month
1,Bonez MC,Big Body Benz,187 Strassenbande,1,1,2020-06-26,2020-07-02,2020,6
2,Ufo361,Emotions,Stay High,9,1,2020-06-26,2020-07-02,2020,6
3,Capital Bra & Bozza,Ich weiß nicht mal wie sie heißt,Urban,1,3,2020-06-26,2020-07-02,2020,6
4,Pashanim,Airwaves,Urban,6,2,2020-06-26,2020-07-02,2020,6
5,DaBaby feat. Roddy Ricch,Rockstar,Interscope,10,3,2020-06-26,2020-07-02,2020,6
6,Jawsh 685 & Jason Derulo,Savage Love (Laxed - Siren Beat),SME - Jawsh 685,2,6,2020-06-26,2020-07-02,2020,6
7,Apache 207,Boot,SME - Two Sides,3,1,2020-06-26,2020-07-02,2020,6
8,Mark Forster,Übermorgen,SME - Marecs,8,7,2020-06-26,2020-07-02,2020,6
9,Apache 207,Fame,SME - Two Sides,7,1,2020-06-26,2020-07-02,2020,6
10,Kalazh44 x Samra,Shakira,Kalazh44,1,10,2020-06-26,2020-07-02,2020,6
11,AK Ausserkontrolle x Bonez MC,In meinem Benz,XY Records,4,1,2020-06-26,2020-07-02,2020,6
12,The Weeknd,Blinding Lights,Republic Records,30,1,2020-06-26,2020-07-02,2020,6
13,Vize & Tom Gregory,Never Let Me Down,Kontor Records,9,13,2020-06-26,2020-07-02,2020,6
14,LEA & Capital Bra,7 Stunden,SME - Four Music,4,10,2020-06-26,2020-07-02,2020,6
15,SAINt JHN,Roses (Imanbek Remix),B1 Recordings,30,3,2020-06-26,2020-07-02,2020,6
16,Jamule,MedMen,Life Is Pain,1,16,2020-06-26,2020-07-02,2020,6
17,Surf Mesa feat. Emilee,ILY (I Love You Baby),Astralwerk,14,7,2020-06-26,2020-07-02,2020,6
18,Ava Max,Kings & Queens,Atlantic,15,16,2020-06-26,2020-07-02,2020,6
19,Robin Schulz & Wes,Alane,Warner Music International,1,19,2020-06-26,2020-07-02,2020,6
20,Bonez MC,Roadrunner,187 Strassenbande,5,1,2020-06-26,2020-07-02,2020,6
21,Kontra K,Sonne,BMG,1,21,2020-06-26,2020-07-02,2020,6
22,KC Rebell x Summer Cem,Fly,Banger Musik,4,4,2020-06-26,2020-07-02,2020,6
23,KC Rebell x Summer Cem feat. Luciano,Valla nein!,Banger Musik,3,2,2020-06-26,2020-07-02,2020,6
24,Topic feat. A7S,Breaking Me,Virgin Records,25,3,2020-06-26,2020-07-02,2020,6
25,Fourty,Weisser Rauch,Life Is Pain,9,19,2020-06-26,2020-07-02,2020,6
26,badmómzjay,Snowbunny,Universal Domestic Vertigo,1,26,2020-06-26,2020-07-02,2020,6
27,Nea,Some Say,SME - Milkshake,21,15,2020-06-26,2020-07-02,2020,6
28,Monet192 feat. Dardan,SoSo,Warner Music Germany,1,28,2020-06-26,2020-07-02,2020,6
29,Tones And I,Dance Monkey,Bad Batch Records,46,1,2020-06-26,2020-07-02,2020,6
30,Kalim,Dopeboy,Urban,1,30,2020-06-26,2020-07-02,2020,6
31,Apache 207,Roller,SME - Two Sides,44,1,2020-06-26,2020-07-02,2020,6
32,Black Eyed Peas / Ozuna + J. Rey Soul,Mamacita,SME - Epic,9,32,2020-06-26,2020-07-02,2020,6
33,Olexesh,Déjàvus im Kopf,385ideal,1,33,2020-06-26,2020-07-02,2020,6
34,RIN,Das Rennen,SME - Division,3,6,2020-06-26,2020-07-02,2020,6
35,Lady Gaga & Ariana Grande,Rain On Me,Interscope,5,9,2020-06-26,2020-07-02,2020,6
36,Farid Bang feat. Tory Lanez,Kaioken,Farid Bang,1,36,2020-06-26,2020-07-02,2020,6
37,Robin Schulz feat. Alida,In Your Eyes,Warner Music Germany,24,5,2020-06-26,2020-07-02,2020,6
38,Drake,Toosie Slide,Republic Records,12,2,2020-06-26,2020-07-02,2020,6
39,Zoe Wees,Control,Caroline Records,5,32,2020-06-26,2020-07-02,2020,6
40,Benee feat. Gus Dapperton,Supalonely,Universal,15,26,2020-06-26,2020-07-02,2020,6
41,Reezy x Bausa,Sandmann,SME - Two Sides,4,14,2020-06-26,2020-07-02,2020,6
42,Nico Santos & Topic,Like I Love You,Virgin Records,10,24,2020-06-26,2020-07-02,2020,6
43,LEA,Treppenhaus,SME - Four Music,16,18,2020-06-26,2020-07-02,2020,6
44,Kayef,Ich würd' lügen,Recordjet,12,13,2020-06-26,2020-07-02,2020,6
45,Ava Max,Salt,Atlantic,19,10,2020-06-26,2020-07-02,2020,6
46,Kalim & Ufo361,SKRR,Urban,4,8,2020-06-26,2020-07-02,2020,6
47,Capital Bra x Loredana,Nicht verdient,Urban,8,1,2020-06-26,2020-07-02,2020,6
48,Felix Jaehn feat. Gashi & Faangs,Sicko,Virgin Records,7,42,2020-06-26,2020-07-02,2020,6
49,Michael Patrick Kelly,Beautiful Madness,SME - Columbia Domestic,6,49,2020-06-26,2020-07-02,2020,6
50,Powfu feat. Beabadoobee,Death Bed,SME - Independently Popular.,16,18,2020-06-26,2020-07-02,2020,6
51,Harry Styles,Watermelon Sugar,SME - Columbia,2,51,2020-06-26,2020-07-02,2020,6
52,Regard,Ride It,B1 Recordings/Ministry of Sound,40,4,2020-06-26,2020-07-02,2020,6
53,Jerome [DE],Take My Hand,Kontor Records,5,53,2020-06-26,2020-07-02,2020,6
54,Lucky Luke,Cooler Than Me,B1 Recordings,2,54,2020-06-26,2020-07-02,2020,6
55,Céline [DE],Tränen aus Kajal,BTGS,12,17,2020-06-26,2020-07-02,2020,6
56,Twocolors,Lovefool,Virgin Records,1,56,2020-06-26,2020-07-02,2020,6
57,Shirin David,Hoes Up G's Down,Juicy Money Records,4,6,2020-06-26,2020-07-02,2020,6
58,Dua Lipa,Break My Heart,Urban,13,26,2020-06-26,2020-07-02,2020,6
59,Kygo & OneRepublic,Lose Somebody,SME - Kygo,6,45,2020-06-26,2020-07-02,2020,6
60,Apache 207,200 km/h,SME - Two Sides,40,4,2020-06-26,2020-07-02,2020,6
61,Luciano [DE],Late Night,Urban,8,7,2020-06-26,2020-07-02,2020,6
62,Pashanim,Hauseingang,Urban,18,56,2020-06-26,2020-07-02,2020,6
63,Dua Lipa,Don't Start Now,Urban,34,10,2020-06-26,2020-07-02,2020,6
64,Tones And I,Ur So Fxxking Cool,Elektra,1,64,2020-06-26,2020-07-02,2020,6
65,Alicia Keys,Underdog,SME - RCA International,16,24,2020-06-26,2020-07-02,2020,6
66,Dua Lipa,Physical,Urban,21,14,2020-06-26,2020-07-02,2020,6
67,StaySolidRocky,Party Girl,SME - Columbia,3,61,2020-06-26,2020-07-02,2020,6
68,Dardan & Monet192,H <3 T E L,Hypnotize Entertainment,14,2,2020-06-26,2020-07-02,2020,6
69,Sarah Lombardi,Te amo mi amor,SME - Ariola,6,11,2020-06-26,2020-07-02,2020,6
70,Capital Bra x Samra & Lea,110,Urban,40,1,2020-06-26,2020-07-02,2020,6
71,LUM!X x Mokaby & D.T.E x Gabry Ponte,The Passenger (LaLaLa),Spinnin' Records,14,58,2020-06-26,2020-07-02,2020,6
72,Céline [DE],Wenn ich will,BTGS,4,41,2020-06-26,2020-07-02,2020,6
73,LUM!X & Gabry Ponte,Monster,Spinnin' Records,48,20,2020-06-26,2020-07-02,2020,6
74,Capital Bra,Komm komm,Urban,5,2,2020-06-26,2020-07-02,2020,6
75,Tom Gregory,Fingertips,Kontor Records,16,33,2020-06-26,2020-07-02,2020,6
