current_rank,artist,title,label,in_charts,peak,weekbegin,weekend,year,month
1,Loredana x Zuna,Du bist mein,KMN Gang,1,1,2020-04-03,2020-04-09,2020,4
2,The Weeknd,Blinding Lights,Republic Records,18,1,2020-04-03,2020-04-09,2020,4
3,Ufo361,Allein sein,Stay High,1,3,2020-04-03,2020-04-09,2020,4
4,Kontra K,Puste sie weg,BMG,1,4,2020-04-03,2020-04-09,2020,4
5,SAINt JHN,Roses (Imanbek Remix),B1 Recordings,18,4,2020-04-03,2020-04-09,2020,4
6,Dardan & Monet192,H <3 T E L,Hypnotize Entertainment,2,2,2020-04-03,2020-04-09,2020,4
7,Topic feat. A7S,Breaking Me,Virgin Records,13,3,2020-04-03,2020-04-09,2020,4
8,Luciano [DE],Trippin',Urban,1,8,2020-04-03,2020-04-09,2020,4
9,Robin Schulz feat. Alida,In Your Eyes,Warner Music Germany,12,5,2020-04-03,2020-04-09,2020,4
10,AK Ausserkontrolle x Shindy,Hood,XY Records,1,10,2020-04-03,2020-04-09,2020,4
11,Tones And I,Dance Monkey,Bad Batch Records,34,1,2020-04-03,2020-04-09,2020,4
12,Ava Max,Salt,Atlantic,7,12,2020-04-03,2020-04-09,2020,4
13,Apache 207,Roller,SME - Two Sides,32,1,2020-04-03,2020-04-09,2020,4
14,Dua Lipa,Physical,Urban,9,14,2020-04-03,2020-04-09,2020,4
15,Dua Lipa,Don't Start Now,Urban,22,10,2020-04-03,2020-04-09,2020,4
16,Samra & Capital Bra,Berlin,Urban,3,2,2020-04-03,2020-04-09,2020,4
17,Roddy Ricch,The Box,Atlantic,13,12,2020-04-03,2020-04-09,2020,4
18,Nea,Some Say,SME - Milkshake,9,17,2020-04-03,2020-04-09,2020,4
19,Soolking feat. Mero,Hayati,Universal,2,10,2020-04-03,2020-04-09,2020,4
20,Loredana feat. Rymez,Angst,Loredana,4,1,2020-04-03,2020-04-09,2020,4
21,Powfu feat. Beabadoobee,Death Bed,SME - Independently Popular.,4,21,2020-04-03,2020-04-09,2020,4
22,Farid Bang,Quavo,Farid Bang,1,22,2020-04-03,2020-04-09,2020,4
23,LEA,Treppenhaus,SME - Four Music,4,18,2020-04-03,2020-04-09,2020,4
24,Symba [DE],Angels sippen,Symba,1,24,2020-04-03,2020-04-09,2020,4
25,Joker Bra & Vize,Baby,Urban,9,1,2020-04-03,2020-04-09,2020,4
26,Dua Lipa,Break My Heart,Urban,1,26,2020-04-03,2020-04-09,2020,4
27,Ufo361,"Bad Girls, Good Vibes",Stay High,3,4,2020-04-03,2020-04-09,2020,4
28,Felix Jaehn & Vize feat. Miss Li,Close Your Eyes,Virgin Records,15,21,2020-04-03,2020-04-09,2020,4
29,Alicia Keys,Underdog,SME - RCA International,4,29,2020-04-03,2020-04-09,2020,4
