current_rank,artist,title,label,in_charts,peak,weekbegin,weekend,year,month
1,24kGoldn feat. Iann Dior,Mood,SME - Columbia,4,1,2020-09-18,2020-09-24,2020,9
2,Bonez MC,Fuckst mich nur ab,187 Strassenbande,2,1,2020-09-18,2020-09-24,2020,9
3,Bonez MC feat. Maxwell,Ihr Hobby,187 Strassenbande,1,3,2020-09-18,2020-09-24,2020,9
4,KitschKrieg feat. Jamule,Unterwegs,SoulForce Records / BMG,6,1,2020-09-18,2020-09-24,2020,9
5,Jawsh 685 & Jason Derulo,Savage Love (Laxed - Siren Beat),SME - Columbia,14,1,2020-09-18,2020-09-24,2020,9
6,Joel Corry feat. MNEK,Head & Heart,Atlantic,9,6,2020-09-18,2020-09-24,2020,9
7,Capital Bra x Cro,FrÃ¼hstÃ¼ck in Paris,Urban,4,1,2020-09-18,2020-09-24,2020,9
8,Internet Money & Gunna feat. Don Toliver & Nav,Lemonade,Internet Money,5,8,2020-09-18,2020-09-24,2020,9
9,Capital Bra,Berlin lebt immer noch,Urban,1,9,2020-09-18,2020-09-24,2020,9
10,Bausa x Juju,2012,Warner Music Germany,4,2,2020-09-18,2020-09-24,2020,9
11,LA Vision & Gigi D'Agostino,Hollywood,Universal Domestic Polydor,10,10,2020-09-18,2020-09-24,2020,9
12,Bonez MC,Tilidin weg,187 Strassenbande,7,3,2020-09-18,2020-09-24,2020,9
13,Ofenbach & Quarterhead feat. Norma Jean Martine,Head Shoulders Knees & Toes,Spinnin' Records,7,13,2020-09-18,2020-09-24,2020,9
14,Apache 207,BlÃ¤ulich,SME - Four Music / Two Sides,11,1,2020-09-18,2020-09-24,2020,9
15,Twocolors,Lovefool,Virgin Records,13,11,2020-09-18,2020-09-24,2020,9
16,Bonez MC,Roadrunner,187 Strassenbande,17,1,2020-09-18,2020-09-24,2020,9
17,Jason Derulo,Take You Dancing,Atlantic,8,17,2020-09-18,2020-09-24,2020,9
18,Azet & Albi,Zehnte Etage,Warner Music Germany,1,18,2020-09-18,2020-09-24,2020,9
19,Vize & Tom Gregory,Never Let Me Down,Kontor Records,21,8,2020-09-18,2020-09-24,2020,9
20,Cardi B feat. Megan Thee Stallion,WAP,Atlantic,6,12,2020-09-18,2020-09-24,2020,9
21,Bonez MC,Big Body Benz,187 Strassenbande,13,1,2020-09-18,2020-09-24,2020,9
