current_rank,artist,title,label,in_charts,peak,weekbegin,weekend,year,month
1,Rammstein,Deutschland,Rammstein,1,1,2019-04-05,2019-04-11,2019,4
2,Capital Bra,Cherry Lady,Universal Domestic Urban,2,1,2019-04-05,2019-04-11,2019,4
3,Shindy,Affalterbach,SME - Friends With Money,2,3,2019-04-05,2019-04-11,2019,4
4,Eno,Blackberry Sky,Alles Oder Nix Records,2,2,2019-04-05,2019-04-11,2019,4
5,Mero,Wolke 10,Groove Attack,4,1,2019-04-05,2019-04-11,2019,4
6,Capital Bra x Samra,Wir ticken,Universal Domestic Urban,3,1,2019-04-05,2019-04-11,2019,4
7,Fero47,Puerto Rico,SME - Epic,2,7,2019-04-05,2019-04-11,2019,4
8,Bausa,Mary,Warner Music Germany,1,8,2019-04-05,2019-04-11,2019,4
9,Ufo361,Pass auf wen du liebst,Stay High,3,3,2019-04-05,2019-04-11,2019,4
10,Billie Eilish,Bad Guy,Universal,1,10,2019-04-05,2019-04-11,2019,4
11,KC Rebell,Alleen,Rebell Army,3,4,2019-04-05,2019-04-11,2019,4
12,Luciano x Samra,Ya salame,Universal Domestic Urban,2,5,2019-04-05,2019-04-11,2019,4
13,Daddy Yankee feat. Snow,Con calma,Universal,7,11,2019-04-05,2019-04-11,2019,4
14,Shirin David,Gib ihm,Shirin David Music,7,1,2019-04-05,2019-04-11,2019,4
15,LX & Maxwell,Super Lemon Haze,187 Strassenbande,1,15,2019-04-05,2019-04-11,2019,4
16,Mabel [UK],Don't Call Me Up,Polydor,7,16,2019-04-05,2019-04-11,2019,4
17,Imagine Dragons,Bad Liar,Interscope,20,16,2019-04-05,2019-04-11,2019,4
18,Mero,Jay Jay,Groove Attack,3,5,2019-04-05,2019-04-11,2019,4
19,KC Rebell feat. Summer Cem & Capital Bra,DNA,Rebell Army,7,1,2019-04-05,2019-04-11,2019,4
20,Ava Max,Sweet But Psycho,Atlantic,24,1,2019-04-05,2019-04-11,2019,4
21,Calvin Harris & Rag'n'Bone Man,Giant,SME - Columbia,12,6,2019-04-05,2019-04-11,2019,4
22,Capital Bra,Prinzessa,Universal Domestic Urban,10,1,2019-04-05,2019-04-11,2019,4
23,Post Malone,Wow.,Republic Records,14,16,2019-04-05,2019-04-11,2019,4
24,Kay One,Bentley,Embassy of Music,1,24,2019-04-05,2019-04-11,2019,4
25,Gaullin,Moonlight,B1 Recordings,7,25,2019-04-05,2019-04-11,2019,4
26,Robin Schulz feat. Erika Sirola,Speechless,Warner Music Germany,20,7,2019-04-05,2019-04-11,2019,4
27,Lady Gaga & Bradley Cooper,Shallow,Interscope,27,4,2019-04-05,2019-04-11,2019,4
28,Ariana Grande,7 Rings,Republic Records,11,4,2019-04-05,2019-04-11,2019,4
29,C Arma,Yapma,C Arma,13,29,2019-04-05,2019-04-11,2019,4
30,Billie Eilish,Bury A Friend,Interscope,9,14,2019-04-05,2019-04-11,2019,4
31,Juju [DE],Hardcore High,Jinx Music,2,20,2019-04-05,2019-04-11,2019,4
32,Mero,Hobby Hobby,Groove Attack,11,1,2019-04-05,2019-04-11,2019,4
33,Jonas Brothers,Sucker,Jonas Brothers Recording,5,20,2019-04-05,2019-04-11,2019,4
