current_rank,artist,title,label,in_charts,peak,weekbegin,weekend,year,month
1,Juju feat. Henning May,Vermissen,Jinx Music,2,1,2019-05-17,2019-05-23,2019,5
2,Shindy,Nautilus,SME - Friends With Money,1,2,2019-05-17,2019-05-23,2019,5
3,Ed Sheeran & Justin Bieber,I Don't Care,Atlantic,1,3,2019-05-17,2019-05-23,2019,5
4,Lil Nas X,Old Town Road,SME - Columbia,7,1,2019-05-17,2019-05-23,2019,5
5,Billie Eilish,Bad Guy,Universal,7,4,2019-05-17,2019-05-23,2019,5
6,LX & Maxwell feat. Gzuz & Gallo Nero,Perdono,187 Strassenbande,1,6,2019-05-17,2019-05-23,2019,5
7,Daddy Yankee feat. Snow,Con calma,Universal,13,6,2019-05-17,2019-05-23,2019,5
8,Avicii feat. Aloe Blacc,SOS,Universal,5,8,2019-05-17,2019-05-23,2019,5
9,"Samra feat. Capital Bra, Brudi30 & Kalazh44",Ghetto,Universal Domestic Urban,2,9,2019-05-17,2019-05-23,2019,5
10,Capital Bra feat. Summer Cem & KC Rebell,Rolex,Universal Domestic Urban,5,2,2019-05-17,2019-05-23,2019,5
11,Mabel [UK],Don't Call Me Up,Polydor,13,10,2019-05-17,2019-05-23,2019,5
12,Rammstein,Deutschland,Rammstein,7,1,2019-05-17,2019-05-23,2019,5
13,Bausa,Mary,Warner Music Germany,7,8,2019-05-17,2019-05-23,2019,5
14,Capital Bra,Cherry Lady,Universal Domestic Urban,8,1,2019-05-17,2019-05-23,2019,5
15,Pietro Lombardi,Bella Donna,Universal Domestic Polydor,2,3,2019-05-17,2019-05-23,2019,5
16,Dardan,Coco Mama,Universal Domestic Urban,6,4,2019-05-17,2019-05-23,2019,5
17,Sido,Wie Papa,Universal Domestic Urban,1,17,2019-05-17,2019-05-23,2019,5
18,Ardian Bujupi x Fero47,Wie im Traum,SME - Columbia Domestic,3,15,2019-05-17,2019-05-23,2019,5
19,Ufo361 feat. RIN,Next,Stay High,3,3,2019-05-17,2019-05-23,2019,5
20,Shawn Mendes,If I Can't Have You,Island,2,14,2019-05-17,2019-05-23,2019,5
21,SosMula x Bonez MC,1K Shotz,Republic Records,1,21,2019-05-17,2019-05-23,2019,5
22,Lewis Capaldi,Someone You Loved,Universal Domestic Vertigo,15,22,2019-05-17,2019-05-23,2019,5
23,Imagine Dragons,Bad Liar,Interscope,26,16,2019-05-17,2019-05-23,2019,5
24,Sero el Mero,Ohne Sinn,Groove Attack TraX,2,10,2019-05-17,2019-05-23,2019,5
25,Shindy,Affalterbach,SME - Friends With Money,8,3,2019-05-17,2019-05-23,2019,5
26,Ava Max,So Am I,Atlantic,10,21,2019-05-17,2019-05-23,2019,5
27,Kontra K feat. Veysel,Blei,BMG,5,6,2019-05-17,2019-05-23,2019,5
28,Samra,Harami,Universal Domestic Urban,6,1,2019-05-17,2019-05-23,2019,5
29,Mero,Wolke 10,Groove Attack TraX,10,1,2019-05-17,2019-05-23,2019,5
30,Ava Max,Sweet But Psycho,Atlantic,30,1,2019-05-17,2019-05-23,2019,5
31,KC Rebell,Quarterback,Rebell Army,4,8,2019-05-17,2019-05-23,2019,5
32,Eno,Blackberry Sky,Alles Oder Nix Records,8,2,2019-05-17,2019-05-23,2019,5
33,Taylor Swift feat. Brendon Urie of Panic! At The Disco,Me!,Taylor Swift Productions,3,12,2019-05-17,2019-05-23,2019,5
34,Gaullin,Moonlight,B1 Recordings,13,24,2019-05-17,2019-05-23,2019,5
35,Jonas Brothers,Sucker,Jonas Brothers Recording,11,20,2019-05-17,2019-05-23,2019,5
36,Lady Gaga & Bradley Cooper,Shallow,Interscope,33,4,2019-05-17,2019-05-23,2019,5
37,Capital Bra x Samra,Wir ticken,Universal Domestic Urban,9,1,2019-05-17,2019-05-23,2019,5
38,KC Rebell feat. Summer Cem & Capital Bra,DNA,Rebell Army,13,1,2019-05-17,2019-05-23,2019,5
39,Capital Bra,Prinzessa,Universal Domestic Urban,16,1,2019-05-17,2019-05-23,2019,5
40,Lena,Don't Lie To Me,Universal Domestic Polydor,8,40,2019-05-17,2019-05-23,2019,5
41,The Prince Karma,Later Bitches,Kontor Records,13,36,2019-05-17,2019-05-23,2019,5
42,Rammstein,Radio,Rammstein,3,4,2019-05-17,2019-05-23,2019,5
43,Post Malone,Wow.,Republic Records,20,16,2019-05-17,2019-05-23,2019,5
44,Dominic Fike,3 Nights,SME - Columbia,4,44,2019-05-17,2019-05-23,2019,5
45,Johannes Oerding,An guten Tagen,SME - Columbia,1,45,2019-05-17,2019-05-23,2019,5
46,Shirin David,Gib ihm,Shirin David Music,13,1,2019-05-17,2019-05-23,2019,5
47,C Arma,Yapma,C Arma,19,29,2019-05-17,2019-05-23,2019,5
48,KC Rebell,Alleen,Rebell Army,9,4,2019-05-17,2019-05-23,2019,5
49,Apache 207,Brot nach Hause,SME - Two Sides,1,49,2019-05-17,2019-05-23,2019,5
50,Meduza feat. Goodboys,Piece Of Your Heart,Virgin Records,2,50,2019-05-17,2019-05-23,2019,5
51,Calvin Harris & Rag'n'Bone Man,Giant,SME - Columbia,18,6,2019-05-17,2019-05-23,2019,5
52,Majan feat. Cro,1975,Universal Domestic Urban,1,52,2019-05-17,2019-05-23,2019,5
