current_rank,artist,title,label,in_charts,peak,weekbegin,weekend,year,month
1,Tones And I,Dance Monkey,Bad Batch Records,12,1,2019-11-01,2019-11-07,2019,11
2,Apache 207,Roller,SME - Two Sides,10,1,2019-11-01,2019-11-07,2019,11
3,Apache 207,Wieso tust Du dir das an?,SME - Two Sides,2,1,2019-11-01,2019-11-07,2019,11
4,Apache 207,200 km/h,SME - Two Sides,6,4,2019-11-01,2019-11-07,2019,11
5,Capital Bra x Samra & Lea,110,Universal Domestic Urban,6,1,2019-11-01,2019-11-07,2019,11
6,RIN & Bausa,Keine Liebe,SME - Division,2,5,2019-11-01,2019-11-07,2019,11
7,Selena Gomez,Lose You To Love Me,Interscope,2,7,2019-11-01,2019-11-07,2019,11
8,Sido feat. Apache 207,2002,Universal Domestic Urban,5,6,2019-11-01,2019-11-07,2019,11
9,Reezy feat. Summer Cem,Phantom,SME - Two Sides,1,9,2019-11-01,2019-11-07,2019,11
10,Regard,Ride It,SME - Ministry Of Sound,6,9,2019-11-01,2019-11-07,2019,11
11,RAF Camora feat. Ghetto Phenomene,Puta madre,Indipendenza,3,5,2019-11-01,2019-11-07,2019,11
12,Bushido - Animus,Lichter der Stadt,SME - Bushido,1,12,2019-11-01,2019-11-07,2019,11
13,The Cratez & Bonez MC,Honda Civic,SME - RBK,5,5,2019-11-01,2019-11-07,2019,11
14,Tim Bendzko,Hoch,SME - Jive Germany,11,10,2019-11-01,2019-11-07,2019,11
15,Travis Scott,Highest In The Room,SME - Cacts Jack,4,8,2019-11-01,2019-11-07,2019,11
16,Lena x Nico Santos,Better,Universal Domestic Polydor,11,15,2019-11-01,2019-11-07,2019,11
17,Farid Bang,Stier,Farid Bang,1,17,2019-11-01,2019-11-07,2019,11
18,Apache 207,Kein Problem,SME - Two Sides,10,17,2019-11-01,2019-11-07,2019,11
19,Blackbear,Hot Girl Bummer,Interscope,4,19,2019-11-01,2019-11-07,2019,11
20,Post Malone,Circles,Republic Records,9,17,2019-11-01,2019-11-07,2019,11
21,Capital Bra x Samra,Tilidin,Universal Domestic Urban,19,1,2019-11-01,2019-11-07,2019,11
22,Shawn Mendes & Camila Cabello,Señorita,Island,19,1,2019-11-01,2019-11-07,2019,11
23,LUM!X & Gabry Ponte,Monster,Spinnin' Records,14,20,2019-11-01,2019-11-07,2019,11
24,Lewis Capaldi,Someone You Loved,Universal Domestic Vertigo,39,18,2019-11-01,2019-11-07,2019,11
25,Loredana feat. Mero,Kein Plan,Loredana,8,1,2019-11-01,2019-11-07,2019,11
26,Mark Forster,194 Länder,SME - Four Music,6,26,2019-11-01,2019-11-07,2019,11
27,Capital Bra & Samra,Berlin lebt wie nie zuvor,Universal Domestic Urban,4,5,2019-11-01,2019-11-07,2019,11
28,Ed Sheeran feat. Khalid,Beautiful People,Atlantic,18,5,2019-11-01,2019-11-07,2019,11
29,Juju feat. Henning May,Vermissen,Jinx Music,26,1,2019-11-01,2019-11-07,2019,11
30,Summer Cem feat. Luciano,Summer Cem,Banger Musik,6,6,2019-11-01,2019-11-07,2019,11
31,Loredana feat. Mozzik,Eiskalt,Loredana,13,2,2019-11-01,2019-11-07,2019,11
32,Veysel & Jugglerz,Normal,Universal Domestic Urban,2,14,2019-11-01,2019-11-07,2019,11
33,Capo,Im Rhythmus gefangen,Warner Music Germany,3,11,2019-11-01,2019-11-07,2019,11
34,Maroon 5,Memories,222 Records,6,34,2019-11-01,2019-11-07,2019,11
35,Billie Eilish,Bad Guy,Universal,31,4,2019-11-01,2019-11-07,2019,11
36,Loredana,Genick,Loredana,7,3,2019-11-01,2019-11-07,2019,11
37,Vize feat. Laniia,Stars,Kontor Records,19,18,2019-11-01,2019-11-07,2019,11
38,Lil Nas X,Old Town Road,SME - Columbia,31,1,2019-11-01,2019-11-07,2019,11
39,Samra x Capital Bra,Huracan,Universal Domestic Urban,8,3,2019-11-01,2019-11-07,2019,11
40,RAF Camora,Adriana,Indipendenza,6,7,2019-11-01,2019-11-07,2019,11
41,Dardan feat. Xiara,Genauso,Hypnotize Entertainment,9,19,2019-11-01,2019-11-07,2019,11
42,RIN,Fabergé,SME - Division,5,7,2019-11-01,2019-11-07,2019,11
43,Selena Gomez,Look At Her Now,Interscope,1,43,2019-11-01,2019-11-07,2019,11
44,Meduza feat. Goodboys,Piece Of Your Heart,Virgin Records,26,4,2019-11-01,2019-11-07,2019,11
45,Ed Sheeran feat. Camila Cabello & Cardi B,South Of The Border,Atlantic,7,33,2019-11-01,2019-11-07,2019,11
46,Lotte & Max Giesinger,"Auf das, was da noch kommt",SME - Columbia,8,40,2019-11-01,2019-11-07,2019,11
47,Apache 207,2 Minuten,SME - Two Sides,16,35,2019-11-01,2019-11-07,2019,11
48,Sarah Connor,Vincent,Universal Domestic Polydor,30,9,2019-11-01,2019-11-07,2019,11
49,The Chainsmokers & Illenium feat. Lennon Stella,Takeaway,SME - Columbia,14,30,2019-11-01,2019-11-07,2019,11
50,Kygo x Whitney Houston,Higher Love,SME - RCA International,18,22,2019-11-01,2019-11-07,2019,11
51,Ed Sheeran & Justin Bieber,I Don't Care,Atlantic,25,2,2019-11-01,2019-11-07,2019,11
52,DJ Snake & J Balvin feat. Tyga,Loco contigo,Geffen Records,20,3,2019-11-01,2019-11-07,2019,11
53,LEA,110 (Prolog),SME - Four Music,2,43,2019-11-01,2019-11-07,2019,11
54,Patron + Dardan,Wo???,Hypnotize Entertainment,1,54,2019-11-01,2019-11-07,2019,11
55,Sido feat. Johannes Oerding,Pyramiden,Universal Domestic Urban,6,38,2019-11-01,2019-11-07,2019,11
56,Shirin David & Xavier Naidoo,Nur mit dir,Juicy Money Records,6,8,2019-11-01,2019-11-07,2019,11
57,Kalim feat. Nimo,Lowrider,Universal Domestic Urban,3,15,2019-11-01,2019-11-07,2019,11
58,Jamule,Moneyhoneydrip,Life Is Pain,5,23,2019-11-01,2019-11-07,2019,11
59,Samra & Capital Bra,Wieder Lila,Universal Domestic Urban,24,1,2019-11-01,2019-11-07,2019,11
60,Sam Feldt feat. Rani,Post Malone,Spinnin' Records,5,60,2019-11-01,2019-11-07,2019,11
61,Dimitri Vegas & Like Mike / David Guetta / Daddy Yankee / Afro Bros / Natti Natasha,Instagram,SME - Epic,14,29,2019-11-01,2019-11-07,2019,11
62,Dermot Kennedy,Outnumbered,Interscope,4,62,2019-11-01,2019-11-07,2019,11
63,Kummer,Bei Dir,Eklat Tonträger,4,61,2019-11-01,2019-11-07,2019,11
64,Trettmann & KitschKrieg feat. Alli Neumann,Zeit steht,Soulforce/BMG,7,10,2019-11-01,2019-11-07,2019,11
65,Apache 207,Brot nach Hause,SME - Two Sides,13,49,2019-11-01,2019-11-07,2019,11
66,Fler,Fame,Universal Domestic Urban,1,66,2019-11-01,2019-11-07,2019,11
67,Capital Bra & Samra & Santos,Purple Rain,Universal Domestic Urban,2,50,2019-11-01,2019-11-07,2019,11
68,Sam Smith,How Do You Sleep?,Capitol,15,43,2019-11-01,2019-11-07,2019,11
69,Capital Bra x Samra,Nummer 1,Universal Domestic Urban,10,1,2019-11-01,2019-11-07,2019,11
70,Ellie Goulding & Juice WRLD,Hate Me,Polydor,2,70,2019-11-01,2019-11-07,2019,11
71,RIN,Up In Smoke,SME - Division,9,2,2019-11-01,2019-11-07,2019,11
72,RAF Camora & AriBeatz feat. Sofiane,Perfekt,SME - Andere Liga,19,5,2019-11-01,2019-11-07,2019,11
73,Younotus & Janieck & Senex,Narcotic,SME - B1 Recordings,21,16,2019-11-01,2019-11-07,2019,11
74,Meduza x Becky Hill x Goodboys,Lose Control,Virgin Records,3,74,2019-11-01,2019-11-07,2019,11
75,Loredana,Jetzt rufst du an,Loredana,17,2,2019-11-01,2019-11-07,2019,11
76,Capo,Run Run Run,Warner Music Germany,13,6,2019-11-01,2019-11-07,2019,11
77,Camila Cabello,Liar,SME - Syco Music,8,63,2019-11-01,2019-11-07,2019,11
78,Summer Cem,Primetime,Banger Musik,9,9,2019-11-01,2019-11-07,2019,11
79,Ava Max,Torn,Atlantic,3,79,2019-11-01,2019-11-07,2019,11
80,Blanco Brown,The Git Up,Broken Bow Records,13,42,2019-11-01,2019-11-07,2019,11
81,Jerome [DE],Light,Kontor Records,1,81,2019-11-01,2019-11-07,2019,11
82,Seeed,G€ld,BMG,6,59,2019-11-01,2019-11-07,2019,11
83,Lizzo,Good As Hell,Nice Life,1,83,2019-11-01,2019-11-07,2019,11
84,Dan + Shay / Justin Bieber,"10,000 Hours",Warner Music International,4,47,2019-11-01,2019-11-07,2019,11
85,Olexesh & Nimo,Augen Husky,385ideal,7,14,2019-11-01,2019-11-07,2019,11
86,Sido feat. Monchi,Leben vor dem Tod,Universal Domestic Urban,13,22,2019-11-01,2019-11-07,2019,11
87,Bonez MC & RAF Camora,500 PS,Universal Domestic Vertigo,65,1,2019-11-01,2019-11-07,2019,11
88,Capital Bra & Samra,Lieber Gott,Universal Domestic Urban,2,62,2019-11-01,2019-11-07,2019,11
89,R3hab x A Touch Of Class,All Around The World (La La La),Virgin Records,22,29,2019-11-01,2019-11-07,2019,11
90,Y2K & bbno$,Lalala,SME - Columbia,15,46,2019-11-01,2019-11-07,2019,11
91,Mika [DE],Paradies,SME - Columbia Domestic,8,20,2019-11-01,2019-11-07,2019,11
92,Harry Styles,Lights Up,SME - Columbia,3,50,2019-11-01,2019-11-07,2019,11
93,SSIO,Hash Hash,Alles Oder Nix Records,5,8,2019-11-01,2019-11-07,2019,11
