current_rank,artist,title,label,in_charts,peak,weekbegin,weekend,year,month
1,Capital Bra,Benzema,Universal Domestic Urban,1,1,2018-12-28,2019-01-03,2018,12
2,Mariah Carey,All I Want For Christmas Is You,SME - Columbia,63,2,2018-12-28,2019-01-03,2018,12
3,Wham!,Last Christmas,SME - Epic,134,3,2018-12-28,2019-01-03,2018,12
4,Ava Max,Sweet But Psycho,Atlantic,10,1,2018-12-28,2019-01-03,2018,12
5,Chris Rea,Driving Home For Christmas,Warner Music International,53,5,2018-12-28,2019-01-03,2018,12
6,Azet & Zuna,Lelele,KMN Gang,1,6,2018-12-28,2019-01-03,2018,12
7,Melanie Thornton,Wonderful Dream (Holidays Are Coming),X-Cell,112,3,2018-12-28,2019-01-03,2018,12
8,Sido,Tausend Tattoos,Universal Domestic Urban,9,2,2018-12-28,2019-01-03,2018,12
9,Shakin' Stevens,Merry Christmas Everyone,SME - Epic,12,9,2018-12-28,2019-01-03,2018,12
10,John & Yoko / The Plastic Ono Band with The Harlem Community Choir,Happy Xmas (War Is Over),EMI,23,10,2018-12-28,2019-01-03,2018,12
11,Mero,Baller los,Groove Attack,5,1,2018-12-28,2019-01-03,2018,12
12,Pentatonix,Hallelujah,SME - RCA International,19,4,2018-12-28,2019-01-03,2018,12
13,Paul McCartney,Wonderful Christmastime,Capitol,9,13,2018-12-28,2019-01-03,2018,12
14,Ariana Grande,Santa Tell Me,Universal,8,14,2018-12-28,2019-01-03,2018,12
15,Michael Bubl̩,It's Beginning To Look A Lot Like Christmas,Reprise,11,15,2018-12-28,2019-01-03,2018,12
16,Queen,Thank God It's Christmas,Universal,14,16,2018-12-28,2019-01-03,2018,12
17,Dynoro & Gigi D'Agostino,In My Mind,B1 Recordings,29,1,2018-12-28,2019-01-03,2018,12
18,Panic! At The Disco,High Hopes,Atlantic,21,6,2018-12-28,2019-01-03,2018,12
19,Jos̩ Feliciano,Feliz Navidad,SME - RCA International,40,19,2018-12-28,2019-01-03,2018,12
20,Bryan Adams,Christmas Time,Universal,8,20,2018-12-28,2019-01-03,2018,12
21,Band Aid,Do They Know It's Christmas?,Mercury,44,1,2018-12-28,2019-01-03,2018,12
22,"KitschKrieg feat. Trettmann, Gringo, Ufo361 & Gzuz",Standard,SoulForce Records,10,1,2018-12-28,2019-01-03,2018,12
23,Kelly Clarkson,Underneath The Tree,SME - RCA International,5,23,2018-12-28,2019-01-03,2018,12
24,Robin Schulz feat. Erika Sirola,Speechless,Warner Music Germany,6,15,2018-12-28,2019-01-03,2018,12
25,Dean Lewis,Be Alright,Universal,19,8,2018-12-28,2019-01-03,2018,12
26,Brenda Lee,Rockin' Around The Christmas Tree,Universal,5,26,2018-12-28,2019-01-03,2018,12
27,Nimo & Capo,Zoey,Universal Domestic Urban,2,8,2018-12-28,2019-01-03,2018,12
28,Halsey,Without Me,Capitol,12,14,2018-12-28,2019-01-03,2018,12
29,Kontra K,Farben,BMG,2,6,2018-12-28,2019-01-03,2018,12
30,Daryl Hall & John Oates,Jingle Bell Rock (Daryl's Version),Sony Music,2,30,2018-12-28,2019-01-03,2018,12
31,Bonez MC & RAF Camora,500 PS,Universal Domestic Vertigo,21,1,2018-12-28,2019-01-03,2018,12
32,Rita Ora,Let You Love Me,Atlantic,14,12,2018-12-28,2019-01-03,2018,12
33,Britney Spears,My Only Wish (This Year),Sony Music,9,33,2018-12-28,2019-01-03,2018,12
34,Capital Bra,Feuer,SME - Bushido,4,4,2018-12-28,2019-01-03,2018,12
35,Michael Bubl̩ & Shania Twain,White Christmas,Reprise,4,35,2018-12-28,2019-01-03,2018,12
36,"DJ Snake feat. Selena Gomez, Ozuna & Cardi B",Taki Taki,Geffen Records,13,8,2018-12-28,2019-01-03,2018,12
37,Lady Gaga & Bradley Cooper,Shallow,Interscope,13,10,2018-12-28,2019-01-03,2018,12
38,Coldplay,Christmas Lights,Parlophone Label Group,10,26,2018-12-28,2019-01-03,2018,12
39,Mark Forster,Einmal,SME - Four Music,12,26,2018-12-28,2019-01-03,2018,12
40,Bobby Helms,Jingle Bell Rock,K-Tel,6,40,2018-12-28,2019-01-03,2018,12
41,Sam Smith,Have Yourself A Merry Little Christmas,Capitol,3,41,2018-12-28,2019-01-03,2018,12
42,Andy Williams,It's The Most Wonderful Time Of The Year,Sony Music,4,42,2018-12-28,2019-01-03,2018,12
